"","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.009,"ER","1","1",200,177,0,146,0,6,1.77,0,-2.4572694900009e-15,-1.44215856444602e-15,-1,0.750327172906891,15,0.163717509769377,0.0101351351351351,0.324055523236853,3.08589093008329,0.910014833064496,0.0212562814070352,9.12,0,7.25120180978415,207.059545738316,0,0.015,0.121857483279263,1,3,-0.0105834841944017
"2",0.009,"ER","1","1",200,173,0,153,0,5,1.73,0,-1.9357321305688e-15,-1.61605943047925e-15,-1,0.720171071535969,25,0.164055306905235,0,0.325562489686221,3.07160693163332,0.902238372759457,0.0164321608040201,13.545,0,8.57264369791219,197.964021248573,0,0,0,0,0,-0.0178120584624652
"3",0.009,"ER","1","1",200,181,0,150,0,5,1.81,0,-3.0271225983556e-15,-1.52378943591727e-15,-1,0.758462806385642,20,0.119746831547039,0.0203389830508475,0.340621128082185,2.93581318819049,0.909976257362548,0.0160301507537688,11.78,0,8.23972847445516,210.324577404912,0,0.03,0.171015295093097,1,6,-0.0492753623188406
"4",0.009,"ER","1","1",200,190,0,148,0,6,1.9,0,-2.07167152496305e-15,-1.3794798459498e-15,-1,0.708642659279778,15,0.106567471810774,0.00872093023255814,0.312043081978199,3.20468569166954,0.929795064594102,0.0206030150753769,8.735,0,6.68554382744378,214.88383591179,0,0.015,0.121857483279263,1,3,0.0339735847586393
"5",0.009,"ER","1","1",200,175,0,147,0,5,1.75,0,-3.37782473571307e-15,-1.59617472785664e-15,-1,0.765469387755102,32,0.237760465355728,0.0111940298507463,0.328631248692388,3.04292426231213,0.944637519445698,0.0163316582914573,18.225,0,10.6465941826968,208.019129041792,0,0.015,0.121857483279263,1,3,0.0842716637900332
"6",0.009,"ER","1","1",200,175,0,145,0,7,1.75,0,-1.8193329393395e-15,-1.64777211362715e-15,-1,0.74509387755102,17,0.0985846808932084,0,0.329722104946147,3.03285701807383,0.880313670977505,0.0263819095477387,9.715,0,7.46924916307987,205.227123302542,0,0,0,0,0,-0.0131508319914116
"7",0.009,"ER","1","1",200,177,0,146,0,7,1.77,0,-1.78144971823107e-15,-1.23339695081443e-15,-1,0.700708608637365,17,0.109762230339993,0.0093167701863354,0.301982402299908,3.31145123816476,0.952191580601454,0.0262814070351759,9.57,0,7.34282750165048,197.294540734244,0,0.015,0.121857483279263,1,3,-0.119180479429439
"8",0.009,"ER","1","1",200,173,0,136,0,7,1.73,0,-2.08774002722249e-15,-1.31259792208593e-15,-1,0.735774666711216,16,0.10406703694752,0,0.313155624696892,3.1933004587349,0.89615405640388,0.0264824120603015,8.2,0,6.59000216872696,194.715474232612,0,0,0,0,0,-0.0810488122557835
"9",0.009,"ER","1","1",200,176,0,140,0,7,1.76,0,-2.49983169666204e-15,-1.42745111991384e-15,-1,0.725481017561983,19,0.18061127762903,0,0.315541824814957,3.16915198353318,0.914352860285447,0.0263316582914573,11.59,0,7.57514804982642,203.210338129846,0,0,0,0,0,-0.0458078052874528
"10",0.009,"ER","1","1",200,189,0,143,0,6,1.89,0,-2.89974139299149e-15,-1.3801826435689e-15,-1,0.672083648274124,13,0.0995423942571741,0.0225,0.286627351925989,3.48885056949559,0.864591676458051,0.0206532663316583,7.445,0,5.89309226687629,205.993101061591,0,0.045,0.207824336336891,1,9,0.0744975576563227
"11",0.009,"ER","1","1",200,178,0,152,0,8,1.78,0,-2.24259440616685e-15,-1.47579302057129e-15,-1,0.762403736901906,23,0.159414996237299,0.00925925925925926,0.295831471993262,3.38030295851274,0.952806035982502,0.0312562814070352,12.795,0,8.04806269046582,202.959851128392,0,0.015,0.121857483279263,1,3,-0.0351512018609461
"12",0.009,"ER","1","1",200,195,0,156,0,7,1.95,0,-2.33344314123509e-15,-1.53255391785106e-15,-1,0.64,16,0.0883444756831792,0,0.275211968082482,3.6335629114076,0.889189773502943,0.0253768844221106,9.135,0,6.1709394641085,206.749988482934,0,0,0,0,0,0.0386079390973357
"13",0.009,"ER","1","1",200,191,0,148,0,7,1.91,0,-2.73380879301553e-15,-1.62436159785969e-15,-1,0.692894931608234,17,0.120506440877139,0.008,0.290895671312312,3.43765857872246,0.908461520399598,0.0255778894472362,9.095,0,6.51541567260048,209.237143749004,0,0.015,0.121857483279263,1,3,0.0018978121700548
"14",0.009,"ER","1","1",200,195,0,155,0,6,1.95,0,-2.04771809524024e-15,-1.62717015094991e-15,-1,0.649428007889546,18,0.129323928748186,0,0.295055695415462,3.38919063599812,0.854648142001066,0.0203517587939698,9.59,0,6.32900686652152,214.069310373829,0,0,0,0,0,0.049060411148947
"15",0.009,"ER","1","1",200,195,0,162,0,7,1.95,0,-2.61756100093339e-15,-1.41387454928402e-15,-1,0.633293885601578,15,0.169113724874101,0.0149253731343284,0.290035622925328,3.4478523359093,0.890824886538227,0.0253768844221106,9.585,0,6.65565603923973,209.696749415203,0,0.03,0.171015295093097,1,6,-0.0779870413267529
"16",0.009,"ER","1","1",200,196,0,148,0,6,1.96,0,-2.35859977829418e-15,-1.24902049480165e-15,-1,0.639824552269888,15,0.0828891890251682,0.00721153846153846,0.288400715632533,3.4673977760657,0.857850066256565,0.0203015075376884,8.495,0,6.03782592728608,211.197194725216,0,0.015,0.121857483279263,1,3,-0.0338269526026448
"17",0.009,"ER","1","1",200,197,0,152,0,7,1.97,0,-2.35925441291352e-15,-1.47693513716031e-15,-1,0.678721430595996,15,0.176670905470224,0.0075,0.274476536128892,3.64329867355368,0.918961765207235,0.0252763819095477,9.085,0,6.71974245192726,215.056543220422,0,0.015,0.121857483279263,1,3,0.0560249391392473
"18",0.009,"ER","1","1",200,185,0,157,0,8,1.85,0,-2.18097873232612e-15,-1.05821150866061e-15,-1,0.671994156318481,16,0.136296182608144,0.0161725067385445,0.298175738467054,3.35372691668706,0.932623665779016,0.0309045226130653,9.18,0,6.61586809240062,201.07298798544,0,0.03,0.171015295093097,1,6,-0.118497739179444
"19",0.009,"ER","1","1",200,174,0,142,0,6,1.74,0,-2.2061440111218e-15,-1.32627058852744e-15,-1,0.672991808693354,17,0.113756328321617,0.00958466453674121,0.309445033708632,3.23159169179487,0.885883893546728,0.0214070351758794,9.055,0,6.77909643961304,195.570646215072,0,0.015,0.121857483279263,1,3,0.0425675537463946
"20",0.009,"ER","1","1",200,154,0,132,0,6,1.54,0,-1.89283694953972e-15,-1.66996611542769e-15,-1,0.778820205768258,20,0.145162048674586,0.012448132780083,0.310885948137135,3.21661370027213,0.953893135004578,0.0224120603015075,9.985,0,8.07297078859254,184.828084294689,0,0.015,0.121857483279263,1,3,0.0831090449392382
"21",0.009,"ER","1","1",200,149,0,134,0,6,1.49,0,-2.68944859191624e-15,-1.51526608791844e-15,-1,0.794018287464529,25,0.158846871278376,0.0130434782608696,0.355620849788391,2.81198360724643,0.914063600885324,0.0226633165829146,12.335,0,9.94978141463961,179.38204362835,0,0.015,0.121857483279263,1,3,-0.170035764266833
"22",0.009,"ER","1","1",200,137,0,110,0,6,1.37,0,-1.99814298149725e-15,-1.80563826823768e-15,-1,0.795220842879216,24,0.102101118590601,0,0.340793082145143,2.9343318640902,0.949724529116546,0.0232663316582915,9.72,0,8.42672199170124,169.694573073574,0,0,0,0,0,0.0225512691811272
"23",0.009,"ER","1","1",200,144,0,66,0,5,1.44,0,-2.12895405365677e-15,-1.77402751789493e-15,-1,0.852768132716049,25,0.0523688438640081,0,0.38349836811029,2.60757302548002,0.939201038933702,0.0178894472361809,8.42,0,8.22752150117279,182.172281473977,0,0,0,0,0,-0.0399117971334069
"24",0.009,"ER","1","1",200,158,0,129,0,6,1.58,0,-2.20079862313731e-15,-1.67294412283454e-15,-1,0.759173209421567,19,0.092792840425476,0,0.329488465707785,3.03500760747988,0.936114223592804,0.0222110552763819,9.72,0,7.95627491242904,186.699827481175,0,0,0,0,0,-0.0145398184367849
"25",0.009,"ER","1","1",200,172,0,137,0,6,1.72,0,-2.1903248739106e-15,-1.44692961121845e-15,-1,0.755746349378042,18,0.192331979509071,0.010752688172043,0.320600974728924,3.11914210755449,0.936161546958076,0.0215075376884422,10.325,0,7.76349696517943,200.792055521196,0,0.015,0.121857483279263,1,3,-0.0843268210473754
"26",0.009,"ER","1","1",200,191,0,157,0,6,1.91,0,-2.1078266605954e-15,-1.80228566975532e-15,-1,0.693045695019325,18,0.121109631829058,0.0170454545454545,0.30428404539835,3.28640300115263,0.861877464077481,0.0205527638190955,10.715,0,7.18879007913845,215.916901669027,0,0.03,0.171015295093097,1,6,0.0386064185021303
