"","radius","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.3,"Spatial","1","1",25,54,0,23,1,8,4.32,0,1.35681550292661e-15,-5.06838625988227e-16,-1,0.406721536351166,6,0.327898550724638,0.577868852459016,0.15541031707537,6.43457924041829,0.68576901434944,0.153333333333333,4.4,1,2.78346456692913,40.3371636176385,0,5.64,6.31057313826037,18,141,0.536498608103929
"2",0.3,"Spatial","1","1",25,83,1,25,2,14,6.64,1,0.239244912096965,0.0876535370697922,0.0175168403790406,0.316809406299898,6,0.248151217240891,0.726978998384491,0.106558036369796,9.38455731794481,0.590013148498274,0.306666666666667,4.56,3,2.51,44.7171803225291,1,18,16.250641012998,44,450,0.466221359223301
"3",0.3,"Spatial","1","1",25,70,1,25,2,10,5.6,2,0.359445606150284,0.0646236539036221,0.0171434145137403,0.48734693877551,5,0.533338365539452,0.675949367088608,0.135383653352133,7.38641612365861,0.649647225475771,0.183333333333333,4.12,3,2.51,43.6453147699683,0,10.68,8.82099767600015,25,267,0.390998239879306
"4",0.3,"Spatial","1","1",25,57,1,25,1,8,4.56,1,0.177397287893148,0.0548745892361055,0.0150881426529271,0.507079101261927,6,0.407581737405107,0.612,0.178958404510732,5.58789067623829,0.504734884922117,0.143333333333333,4.96,3,2.85,42.1211069513931,0,6.12,4.77249061462321,14,153,0.142103205629397
"5",0.3,"Spatial","1","1",25,59,1,25,1,8,4.72,1,0.319601387755061,0.0817655461800432,0.0158824467924744,0.454323470267165,6,0.222637379227053,0.522727272727273,0.169398438522364,5.90324213565866,0.632232004297204,0.136666666666667,4.84,4,2.71333333333333,43.6833724843112,0,5.52,3.75410886008029,14,138,0.212207916070578
"6",0.3,"Spatial","1","1",25,63,1,25,1,9,5.04,1,0.172144735053399,0.0672270454332616,0.0151563652089152,0.402368354749307,7,0.294836956521739,0.612612612612613,0.145190615943679,6.88749747013892,0.631682947903629,0.165,5.48,4,2.89,42.1809636397565,0,8.16,6.78650621945244,20,204,0.311531007751938
"7",0.3,"Spatial","1","1",25,76,1,25,1,10,6.08,1,0.345785612747326,0.0802454891907317,0.0161549079533719,0.433085180055402,8,0.255920844214705,0.65301724137931,0.128604145721152,7.77579909568597,0.611740294110321,0.163333333333333,5.68,4,2.72333333333333,45.2190423063269,0,12.12,8.73842090998139,29,303,0.391329904481999
"8",0.3,"Spatial","1","1",25,68,1,25,1,10,5.44,1,0.211935062778118,0.0572805656983135,0.0149503991361619,0.485510380622837,7,0.202445652173913,0.711590296495957,0.131534418589505,7.6025728529718,0.690642177445966,0.19,5.52,4,2.86333333333333,43.8110292916746,0,10.56,9.05115093970559,30,264,0.555363238617241
"9",0.3,"Spatial","1","1",25,76,1,25,1,11,6.08,1,0.336468352692389,0.089844683626392,0.0170662765073021,0.302545013850415,6,0.208941563334679,0.653465346534653,0.11865601759414,8.42772259069467,0.617522495232799,0.205,4.76,3,2.56333333333333,44.3156197158227,0,13.2,11.6368667031408,36,330,0.435237872528387
"10",0.3,"Spatial","1","1",25,71,1,25,1,10,5.68,1,0.522483454517874,0.123596386924882,0.0176166313245333,0.382265423527078,6,0.218101351233544,0.589420654911839,0.139642881047224,7.16112409383633,0.623861531422668,0.18,4.4,3,2.44333333333333,45.1767524695832,0,9.36,7.27942305406136,23,234,0.30457252547128
