"","mu","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.9,"Spatial_noncomm","1","1",50,363,1,50,8,26,14.52,8,6.55900427514054,0.608229305328877,0.0119537276942261,0.133844075617179,3,0.035955063705054,0.309938236945536,0.0634555631313121,15.7590595789158,0.447893587529342,0.234285714285714,2.3,2,1.71265306122449,144.497104346631,4,33.12,21.8114742317723,91,1656,-0.0325816066773778
"2",0.9,"Spatial_noncomm","1","1",50,385,1,50,8,27,15.4,8,6.95464155329763,0.632834522770362,0.0120853013501381,0.118525889694721,3,0.0301843342959905,0.329025844930417,0.0597926935792923,16.7244514360919,0.449048491431197,0.236734693877551,2.28,2,1.69469387755102,145.968106241741,9,39.72,25.7420802165938,118,1986,-0.00555607090905778
"3",0.9,"Spatial_noncomm","1","1",50,378,1,50,8,25,15.12,8,6.90083395318215,0.602479236786011,0.0120436607955414,0.140820525741161,3,0.0230389677253998,0.337610542743194,0.0611804101983307,16.3451012629413,0.43122780259879,0.201632653061224,2.28,2,1.69959183673469,148.276191497508,8,38.94,24.8550163293991,106,1947,0.0240631965485804
"4",0.9,"Spatial_noncomm","1","1",50,376,1,50,8,27,15.04,8,6.87819129146537,0.64932636756345,0.0120807894132164,0.109764033499321,3,0.0376018801739856,0.333390235575282,0.0602703759048044,16.5918991708211,0.430733141240943,0.244081632653061,2.1,2,1.69551020408163,145.69009291181,5,39.06,27.5469247144666,107,1953,-0.0387301558104435
"5",0.9,"Spatial_noncomm","1","1",50,383,1,50,6,25,15.32,6,5.49260371775974,0.577773491368131,0.0120552715693039,0.120414618683064,3,0.0247790101104258,0.346270161290323,0.0601287028061483,16.6309924101298,0.432019538306294,0.197551020408163,2.32,2,1.69877551020408,145.254735092637,2,41.22,25.2621278209263,110,2061,0.0144231876315451
"6",0.9,"Spatial_noncomm","1","1",50,382,1,50,7,26,15.28,7,6.03423189967734,0.61342718840172,0.0120412967972261,0.123310764507552,3,0.0286899900356432,0.35638649900728,0.0593919538489423,16.8372975663236,0.454675548390121,0.218775510204082,2.38,2,1.70285714285714,146.794654755828,8,43.08,27.7509624764142,126,2154,-0.0292876710118545
"7",0.9,"Spatial_noncomm","1","1",50,375,1,50,9,25,15,9,6.96990516163193,0.625443771457513,0.0120096290761175,0.154225777777778,3,0.0192609909615391,0.341535262519494,0.0604696407354373,16.5372240985379,0.454129870092524,0.204081632653061,2.38,2,1.70612244897959,146.049688559862,6,39.42,28.0939313658989,119,1971,0.0598785883439828
"8",0.9,"Spatial_noncomm","1","1",50,375,1,50,9,24,15,9,7.04286415909034,0.616565898103848,0.0120012427434853,0.110584888888889,3,0.0267155624947822,0.338905507654408,0.0614458158775118,16.2745011311012,0.410625172000841,0.183673469387755,2.4,2,1.70612244897959,146.625667400681,10,38.52,24.5923830915682,99,1926,0.0570269598653217
"9",0.9,"Spatial_noncomm","1","1",50,380,1,50,8,24,15.2,8,7.11295588356723,0.614128725804989,0.0120874026590663,0.115197368421053,3,0.0178902047014957,0.341198438295705,0.0602652935198864,16.5932984242418,0.398893353575253,0.179591836734694,2.14,2,1.69387755102041,145.824104760158,10,40.2,26.4829556276393,99,2010,0.00911126790808806
"10",0.9,"Spatial_noncomm","1","1",50,383,1,50,9,28,15.32,9,7.15309120583427,0.603073303036158,0.0120891010037781,0.116314106715568,3,0.0275175690596961,0.356136820925553,0.0600817865643029,16.643979102215,0.490909515821389,0.258775510204082,2.2,2,1.69387755102041,149.623469555946,11,42.48,26.9778745323963,142,2124,0.0045280070982201
