"","X","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"78",18,18,"LAT",1,1,225,23770,1,225,169,224,211.288888888889,169,165.322609962388,0.889667312609291,0.00423710636981321,0.0119870289687191,2,8.13064767319419e-05,0.951053791929298,0.00471473485217776,212.101004903403,0.0533587224062644,0.0567460317460317,1.81777777777778,1,1.05674603174603,620.480953113438,13573,21212.5066666667,2466.90518796904,23546,4772814,-0.0339842857281954
"79",19,19,"LAT",1,1,225,24210,1,225,179,224,215.2,179,175.643610581335,0.911299768822666,0.00430411806984733,0.0059441780332868,2,4.35815442809566e-05,0.965489714815513,0.00463568615940186,215.717795729517,0.0371399294640501,0.0392857142857143,1.72888888888889,1,1.03928571428571,587.605497360339,15458,22308.1333333333,2065.90637320696,23986,5019330,-0.0373976847858811
"80",20,20,"LAT",1,1,225,24540,1,225,188,224,218.133333333333,188,184.95307975016,0.929967240359524,0.00435578596562369,0.00242400262631943,2,2.249795919969e-05,0.976576419907907,0.0045778448884189,218.443399541521,0.024917490845199,0.0261904761904762,1.62222222222222,1,1.02619047619048,557.564559469746,17250,23161.4933333333,1659.87188382546,24316,5211336,-0.038832495310166
"81",1,1,"LAT",1,1,289,544,1,289,2,4,3.76470588235294,2,0.0340538006321942,0.00931878352386363,0.000313859577650361,0.724808742430796,32,0.0443682556215946,0,0.253856652971436,3.93923101204883,0.551755764307107,0.000816993464052288,24.4705882352941,16,11.3333333333333,454.58438257544,0,0,0,0,0,0.615147732001663
"82",2,2,"LAT",1,1,289,1566,1,289,5,12,10.8373702422145,5,0.232805703640249,0.0225921937733347,0.000599896212489669,0.631136140103639,16,0.0223095170528946,0.471812334468407,0.0862579508739763,11.5931341965335,0.535875775859894,0.00403690888119954,12.4844290657439,8,5.91753171856978,707.917409844041,7,25.8892733564014,6.41624910638262,30,7482,0.596634885025243
"83",3,3,"LAT",1,1,289,3002,1,289,9,24,20.7750865051903,9,0.841925443678498,0.043540272724808,0.000861622102353664,0.570522161330599,11,0.0146869079928852,0.52908560311284,0.04431563643982,22.5653985892313,0.517419561816053,0.0111976163014225,8.49134948096886,6,4.11274509803922,808.781138210121,28,112.920415224913,31.7520323906691,138,32634,0.578454428566001
"84",4,4,"LAT",1,1,289,4790,1,289,14,40,33.1487889273356,14,2.19628401897942,0.0727450293291632,0.00110202168747952,0.517388021321386,8,0.0112939328895087,0.570215666831929,0.027512043608865,36.3477179019074,0.497879603030252,0.0237889273356401,6.49134948096886,4,3.21049596309112,904.772420032967,75,318.373702422145,100.266790643942,414,92010,0.549527399226417
"85",5,5,"LAT",1,1,289,6870,1,289,20,60,47.5432525951557,20,4.68193222116344,0.110483624885847,0.00132343397703605,0.478508249482487,7,0.00854716961160483,0.59062816646026,0.0190944650486718,52.3711974884343,0.477707158592006,0.0432525951557093,5.28719723183391,4,2.66974240676663,958.830309176718,160,689.792387543253,235.944611138256,954,199350,0.510247924797385
"86",6,6,"LAT",1,1,289,9184,1,289,27,84,63.5570934256055,27,8.68629519772062,0.156580286613244,0.00152803624912026,0.430025104019337,6,0.00651919105098169,0.61174472772334,0.0142758417185366,70.0484090336714,0.456743203427397,0.0709823144944252,4.49480968858131,3,2.30940023068051,1009.0856891132,301,1291.39100346021,471.668951763491,1908,373212,0.458439462639831
"87",7,7,"LAT",1,1,289,11676,1,289,35,112,80.80276816609,35,14.5406817301475,0.210286369838944,0.00171743868441662,0.376932483524266,5,0.00603912038938419,0.629355597062991,0.0112604806454099,88.8061559261798,0.436372231267112,0.108323721645521,3.92733564013841,3,2.05267204921184,1036.06545554229,515,2163.90311418685,828.520705851695,3420,625368,0.390843604195623
"88",8,8,"LAT",1,1,289,14292,1,289,44,144,98.9065743944637,44,22.4671273910913,0.270270443696572,0.00189441579111415,0.347970937357951,4,0.00604485981731234,0.649008216715881,0.00924983477253617,108.110039215956,0.41852728906238,0.156574394463668,3.49480968858131,2,1.85870818915802,1063.88413978247,826,3358.42214532872,1326.89587176533,5700,970584,0.310081290733678
"89",9,9,"LAT",1,1,289,16980,1,289,54,176,117.508650519031,54,32.5260012323707,0.334604837554632,0.00205770861641687,0.284531399789956,4,0.00488282592502454,0.669116172034383,0.00784440765291807,127.479351436817,0.397743290608051,0.203094963475586,3.16262975778547,2,1.70972702806613,1069.43903733469,1256,4893.63321799308,1959.10514322894,8748,1414260,0.227926507291554
"90",10,10,"LAT",1,1,289,19690,1,289,65,204,136.262975778547,65,44.5942850851202,0.40101052848843,0.00220822755407202,0.225710252179478,4,0.00373008877343072,0.691968934749578,0.00682608901574434,146.496771093009,0.370578923036139,0.235198000768935,2.89965397923875,2,1.5927047289504,1075.60714515645,1835,6791.85467128028,2699.88107113085,12358,1962846,0.15597250680605
"91",11,11,"LAT",1,1,289,22374,1,289,77,228,154.837370242215,77,58.4449238816526,0.467547809387169,0.00234935614570798,0.184093567123194,3,0.00289242615547528,0.716543908882177,0.00606715373571091,164.821931924035,0.340163325491242,0.2540369088812,2.70588235294118,2,1.49673202614379,1083.39228818006,2590,9038.34602076125,3490.22461341332,16322,2612082,0.0976516077874763
"92",12,12,"LAT",1,1,289,24986,1,289,90,248,172.913494809689,90,73.7988285819846,0.532751233397913,0.00248327153759539,0.141165207162613,3,0.00227022174620974,0.743359292649958,0.00548876046032178,182.190497695972,0.30799551883977,0.260717031910804,2.49826989619377,2,1.41546520569012,1083.21055047363,3557,11615.3979238754,4260.73661440798,20414,3356850,0.0523959981839746
"93",13,13,"LAT",1,1,289,27482,1,289,104,264,190.186851211073,104,90.3643798430041,0.595452896220303,0.0026106227017003,0.130294890877917,3,0.00177516291310605,0.771340619735272,0.00504030322142912,198.40076203123,0.274843141871516,0.256295655517109,2.29065743944637,2,1.34568435217224,1069.78466817129,4768,14467.3287197232,4931.79746284099,24382,4181058,0.0190212479643765
"94",14,14,"LAT",1,1,289,29820,1,289,119,276,206.36678200692,119,107.860205846034,0.654474654412529,0.00273159946645607,0.0889059350513994,3,0.00135995784501568,0.800232517363771,0.00468830029202355,213.296917371388,0.241072656523628,0.241782006920415,2.13840830449827,2,1.28513071895425,1051.79356186374,6265,17529.5501730104,5433.19089713686,28020,5066040,-0.00345981417765108
"95",15,15,"LAT",1,1,289,31960,1,289,135,284,221.176470588235,135,126.034200836497,0.708406980714123,0.00284585847788084,0.0714304523136712,3,0.000999734937100224,0.828986803698257,0.00441009666322278,226.752399406417,0.206794426642555,0.218137254901961,2.04152249134948,2,1.23226643598616,1021.8415540521,8085,20701.785467128,5713.96496371772,31136,5982816,-0.0160218659762331
"96",16,16,"LAT",1,1,289,33864,1,289,152,288,234.352941176471,152,144.68332950581,0.755667967335247,0.00295231944410617,0.0726769059639288,2,0.000681163010420631,0.856938423836242,0.00419017207985987,238.653683176048,0.171938386146174,0.186274509803922,1.99653979238754,1,1.18627450980392,1006.98740879301,10276,23870.1176470588,5756.98106408404,33576,6898464,-0.0206763667206585
"97",17,17,"LAT",1,1,289,35496,1,289,168,288,245.647058823529,168,162.063138739257,0.795047854828697,0.0030488956530339,0.0382061161878195,2,0.000395322067424832,0.883003092429275,0.00401794091370243,248.883699755187,0.136293729076004,0.147058823529412,1.98269896193772,1,1.14705882352941,965.421500812438,12704,26889.8823529412,5597.69686766104,35208,7771176,-0.0223402586087336
"98",18,18,"LAT",1,1,289,36856,1,289,183,288,255.058823529412,183,177.869240265941,0.827543107780503,0.00313399694470913,0.0466103972828694,2,0.000233524366282416,0.906415116692335,0.00388406370483081,257.462306490043,0.106403113275113,0.11437908496732,1.95501730103806,1,1.11437908496732,921.490608142819,15315,29651.1280276817,5287.13148054593,36568,8569176,-0.0245334800544799
"99",19,19,"LAT",1,1,289,37976,1,289,197,288,262.809688581315,197,192.401648752868,0.854984902656633,0.00320751199193447,0.0339100210153461,2,0.000138328502533574,0.926770325493191,0.00377984430149192,264.561161846084,0.0816684256234016,0.0874663590926567,1.91349480968858,1,1.08746635909266,877.259476333721,18046,32101.9515570934,4858.77671337374,37688,9277464,-0.0275047472782984
"100",20,20,"LAT",1,1,289,38886,1,289,210,288,269.107266435986,210,205.78824211698,0.878564129640394,0.00326969069722949,0.0174795562457754,2,8.16073090685514e-05,0.944013674824645,0.0036988867577209,270.351612660929,0.0614926388120965,0.0655997693194925,1.85813148788927,1,1.06559976931949,834.296821295423,20837,34217.4186851211,4344.44722635301,38598,9888834,-0.0310222386129547
"101",1,1,"LAT",1,1,324,612,1,324,2,4,3.77777777777778,2,0.0303844939755841,0.00827217683629357,0.000264308145588208,0.73217966380452,34,0.0415462568001894,0,0.253456820677734,3.94544521361089,0.550802550720193,0.000687994496044032,26,18,12,510.56631467239,0,0,0,0,0,0.618348115299331
"102",2,2,"LAT",1,1,324,1766,1,324,5,12,10.9012345679012,5,0.208085406695416,0.0200180207883307,0.000506439038868067,0.651213176022748,17,0.0207624225777707,0.470732250166926,0.0859566452331603,11.6337718542582,0.535797940431591,0.00340175056377327,13.2469135802469,9,6.25077399380805,794.529323636827,7,26.1111111111111,6.28921136284697,30,8460,0.600996632950472
"103",3,3,"LAT",1,1,324,3394,1,324,9,24,20.9506172839506,9,0.754264065283738,0.0385229152545425,0.000729062015752049,0.588204894838512,12,0.0138043247876524,0.527200227855312,0.0440438053237544,22.7046685146586,0.518375487647145,0.00944081336238199,9,6,4.33470932232542,907.854052205681,28,114.259259259259,31.2492339087383,138,37020,0.585021351754563
"104",4,4,"LAT",1,1,324,5430,1,324,14,40,33.5185185185185,14,1.97365587395693,0.0643098907088946,0.000934398515536625,0.531521388914326,9,0.0103361526774287,0.567541218016769,0.0272544989495078,36.6911900252733,0.499937310979795,0.0200665061346176,6.87654320987654,5,3.37709742766502,1017.71532116819,75,323.407407407407,99.185759711163,414,104784,0.559330489399358
"105",5,5,"LAT",1,1,324,7810,1,324,20,60,48.2098765432099,20,4.22429872142995,0.0976824342919074,0.00112433671831569,0.511639153978697,7,0.00812424470724322,0.586959880517073,0.0188450478432303,53.0643386166423,0.480977212626932,0.0365019302067806,5.60493827160494,4,2.80288957688339,1080.23115983951,160,703.518518518518,234.731497283585,954,227940,0.524767379566027
"106",6,6,"LAT",1,1,324,10472,1,324,27,84,64.641975308642,27,7.87754431382369,0.138612421786855,0.0013007488235233,0.467103643839646,6,0.00625872250484717,0.606929050016708,0.0140311041652894,71.270228502318,0.461354662319873,0.0599319649887245,4.76543209876543,3,2.41967664258686,1137.10314568033,301,1322.96296296296,472.519849225339,1908,428640,0.479995635243942
"107",7,7,"LAT",1,1,324,13356,1,324,35,112,82.4444444444444,35,13.2706474851571,0.186638466182295,0.00146421357077034,0.409229859553225,5,0.00545775798557036,0.623108166916493,0.0110180955982729,90.7597861246318,0.441782138626105,0.0915032679738562,4.1358024691358,3,2.14757481940144,1177.13986605841,515,2227.2962962963,836.937546551919,3420,721644,0.422069972979067
"108",8,8,"LAT",1,1,324,16404,1,324,44,144,101.259259259259,44,20.6589973094907,0.240824636431,0.00161742831934023,0.362159380185788,5,0.0053584137346476,0.641024064280736,0.00900806956619813,111.011576082005,0.42383460006897,0.132324274739135,3.69135802469136,3,1.94209379658296,1209.15982174935,826,3474.77777777778,1354.60923043609,5700,1125828,0.350308335927939
"109",9,9,"LAT",1,1,324,19560,1,324,54,178,120.740740740741,54,30.1752022794404,0.299780525625413,0.00176052206080678,0.309286395538242,4,0.00476146430283373,0.658949396758747,0.0076017858390565,131.548036365638,0.405706788086123,0.177273248480679,3.33333333333333,2,1.7823644077514,1219.84750380618,1256,5091.55555555556,2027.4412429977,8844,1649664,0.27154209517918
"110",10,10,"LAT",1,1,324,22770,1,324,65,210,140.555555555556,65,41.7840128408162,0.361655057767201,0.00189254241256139,0.264053537803037,4,0.00380853003386631,0.679240943748931,0.00658139817295936,151.943397697566,0.383396126553269,0.21499828001376,3.04938271604938,2,1.65714940947139,1224.46622920988,1835,7110.18518518519,2843.71689407539,12766,2303700,0.197249784877463
"111",11,11,"LAT",1,1,324,25982,1,324,77,238,160.382716049383,77,55.3136255488316,0.424600169977573,0.00201563583030866,0.218104523177261,4,0.00298328903526674,0.70104057544649,0.0058195464210998,171.834697696426,0.356700310409898,0.240301188701601,2.82716049382716,2,1.5556702213049,1231.83751921068,2590,9525.85185185185,3754.66051978751,17214,3086376,0.134164507440706
"112",12,12,"LAT",1,1,324,29146,1,324,90,262,179.913580246914,90,70.5249012341244,0.487145259684684,0.00213213802049579,0.170128762984937,3,0.00236308021541593,0.725109216421621,0.00523753266637132,190.929596758548,0.327625176438767,0.254137522455376,2.65432098765432,2,1.47032068187899,1238.18864285508,3557,12333.7407407407,4696.92895853821,21983,3996132,0.0832556095084168
"113",13,13,"LAT",1,1,324,32214,1,324,104,282,198.851851851852,104,87.1431292065805,0.548167317724856,0.00224318225546129,0.14367867043104,3,0.00188000419087964,0.750533430398624,0.00478468716920641,209.000079761925,0.297201551655415,0.257424607269808,2.44444444444444,2,1.39697282421741,1231.7093388522,4768,15489.962962963,5587.91832160266,26804,5018748,0.0436857147990419
"114",14,14,"LAT",1,1,324,35140,1,324,119,298,216.913580246914,119,104.88940929287,0.60670957125526,0.00234911794932461,0.113773783636087,3,0.00148258503260776,0.777266807851726,0.00442733504848695,225.869510450028,0.265978420924158,0.251041547223178,2.25925925925926,2,1.33325688950044,1216.81658701766,6265,18944.5925925926,6347.32912656463,31440,6138048,0.0144714675994524
"115",15,15,"LAT",1,1,324,37880,1,324,135,310,233.827160493827,135,123.496007828007,0.661751052168241,0.00245000987606314,0.0967560989157112,3,0.00114170046178295,0.804419230407707,0.0041425293915868,241.398407946347,0.234217995921157,0.235829224477315,2.12345679012346,2,1.27741466957153,1191.73703097868,8085,22610,6902.68316476028,35663,7325640,-0.00517862796121034
"116",16,16,"LAT",1,1,324,40392,1,324,152,318,249.333333333333,152,142.727047714328,0.712069198728598,0.00254551459768299,0.0779517480032579,3,0.000841307128643122,0.831554318190307,0.00391434591476191,255.470523498898,0.201991300952333,0.212590299277606,2.03703703703704,2,1.22826128502083,1161.00232504708,10276,26387.3333333333,7204.61345314847,39287,8549496,-0.01613811750126
"117",17,17,"LAT",1,1,324,42636,1,324,170,322,263.185185185185,170,162.399183239883,0.756332231155129,0.00263474063616,0.0466250103827176,2,0.000572068033129442,0.857779731058534,0.00373163243893306,267.979233315358,0.169230009503721,0.182089209952987,2,2,1.18518518518519,1139.78919385562,12880,30144,7241.22699008817,42144,9766656,-0.0202618126687808
"118",18,18,"LAT",1,1,324,44574,1,324,187,323,275.148148148148,187,180.789865345967,0.793546586020772,0.00271606317853302,0.0627350500810664,2,0.000358373850516912,0.88239089680429,0.00358662698774258,278.813493406907,0.137225175754947,0.148148148148148,1.98765432098765,1,1.14814814814815,1097.41247423961,15755,33732.3333333333,7051.31526628331,44251,10929276,-0.0218332308825598
"119",19,19,"LAT",1,1,324,46206,1,324,203,323,285.222222222222,203,197.609968803472,0.824561495181482,0.00278826827242066,0.0489705735233119,2,0.000217825570568638,0.904607492320846,0.00347232085144151,287.991819530404,0.108721057358993,0.116959064327485,1.96296296296296,1,1.11695906432749,1049.16575709764,18836,37030.7777777778,6691.61304002252,45883,11997972,-0.0238608449084793
"120",20,20,"LAT",1,1,324,47566,1,324,218,323,293.617283950617,218,213.153295451927,0.850956865505863,0.00285125703594428,0.0365551123375398,2,0.000132898131051614,0.924143496002349,0.00338207855590304,295.676159932658,0.0848566461718686,0.0909681611435997,1.92592592592593,1,1.0909681611436,1001.09768235055,22063,39985.5555555556,6196.14262508059,47243,12955320,-0.0265784807925754
"121",1,1,"LAT",1,1,400,760,1,400,2,4,3.8,2,0.0246233188097228,0.00664571362259453,0.00019257346173509,0.752218663434903,38,0.0377348739379312,0,0.252823833328879,3.95532330490052,0.555114887912407,0.00050125313283208,29,20,13.3333333333333,632.257098443441,0,0,0,0,0,0.623687858981976
"122",2,2,"LAT",1,1,400,2202,1,400,5,12,11.01,5,0.169110499400862,0.0160303061055018,0.000370549500757452,0.672250930332511,19,0.0188328818040402,0.468932554434413,0.0854792665043318,11.6987433432097,0.541576658297915,0.0024812030075188,14.75,10,6.91729323308271,987.673448203106,7,26.49,6.05322259291681,30,10596,0.60817559986971
"123",3,3,"LAT",1,1,400,4250,1,400,9,24,21.25,9,0.615229019856856,0.030765401365862,0.000535521583063766,0.611817190311419,13,0.0125351385040706,0.524079320113314,0.0436131238055745,22.9288781160909,0.525876438362234,0.0068922305764411,10,7,4.77894736842105,1129.98141458178,28,116.55,30.2773727104188,138,46620,0.595651285460054
"124",4,4,"LAT",1,1,400,6830,1,400,14,40,34.15,14,1.61754350912462,0.0512672382810152,0.000688870207389313,0.539616261047956,10,0.00918904026222443,0.563151913977036,0.0268467971463766,37.2483911040749,0.509275175337279,0.0146616541353383,7.63,5,3.70989974937343,1266.53494098495,75,332.04,96.9051852964709,414,132816,0.574883026666903
"125",5,5,"LAT",1,1,400,9870,1,400,20,60,49.35,20,3.4835401726835,0.0778329360377987,0.000831762845237794,0.483977785168693,8,0.00754544974438067,0.580995453419524,0.0184508472079066,54.1980532780888,0.492247349022893,0.0266917293233083,6.2,4,3.06867167919799,1351.82340561135,160,727.11,231.427384909858,954,290844,0.547241775383248
"126",6,6,"LAT",1,1,400,13300,1,400,27,84,66.5,27,6.54716941130406,0.110575392733473,0.000965171522282212,0.473683057267228,7,0.00602008209773411,0.599183027149774,0.0136451716731,73.2859962452064,0.474830844647015,0.043859649122807,5.24,4,2.64157894736842,1429.03498294179,301,1377.36,470.971087023429,1908,550944,0.512375203756543
"127",7,7,"LAT",1,1,400,17052,1,400,35,112,85.26,35,11.1365722894208,0.149357818166375,0.00109002648713539,0.439371725701775,6,0.00478483137315217,0.613179425548552,0.0106369349777361,94.0120440797158,0.456941487650929,0.0670175438596491,4.58,3,2.3365664160401,1475.46742433842,515,2336.79,844.818703927811,3420,934716,0.468659902341716
"128",8,8,"LAT",1,1,400,21060,1,400,44,144,105.3,44,17.5380877181282,0.193740277196074,0.00120686328805299,0.389474786685534,5,0.00438201985188462,0.628509442284612,0.0086290814413555,115.887189939757,0.439395839402739,0.0969924812030075,4.06,3,2.10867167919799,1521.64323612578,826,3676.29,1388.80934775477,5700,1470516,0.413793956293336
"129",9,9,"LAT",1,1,400,25260,1,400,54,180,126.3,54,25.9628565554341,0.242974140955005,0.00131726155436057,0.339107508358049,5,0.00433499835948849,0.643245910835443,0.00722288216697816,138.448887422231,0.423373646472864,0.134586466165414,3.67,3,1.93010025062657,1550.14122617596,1256,5435.28,2118.99988742503,8940,2174112,0.348053968955332
"130",10,10,"LAT",1,1,400,29590,1,400,65,218,147.95,65,36.5177768956712,0.296014100322392,0.00142103897893017,0.307051273910048,4,0.00391565667900561,0.659693610121074,0.00620071323057693,161.271770329388,0.407241061111365,0.175563909774436,3.35,2,1.7874686716792,1563.46140618397,1835,7664.67,3046.7945440387,13292,3065868,0.276992130226607
"131",11,11,"LAT",1,1,400,33990,1,400,77,254,169.95,77,49.1699262247437,0.351501240521309,0.00151754039738199,0.274121897905178,4,0.00321088454360475,0.677055748344656,0.0054355949067837,183.972502945719,0.387546724978642,0.210651629072682,3.09,2,1.67295739348371,1564.75574056646,2590,10377.66,4148.33251572878,18588,4151064,0.209184972020122
"132",12,12,"LAT",1,1,400,38402,1,400,90,286,192.01,90,63.7703815591058,0.40806028509797,0.00160802056318754,0.230414557496684,4,0.00257224330425589,0.696440456092981,0.00484923412534914,206.218131389563,0.364018101714915,0.235563909774436,2.88,2,1.57854636591479,1569.98564671652,3557,13593.09,5381.99061680699,24592,5437236,0.15010423704987
"133",13,13,"LAT",1,1,400,42770,1,400,104,314,213.85,104,80.1111255267657,0.464562536956294,0.00169393784900573,0.18774396619553,3,0.00207853784526066,0.717193514304595,0.00439110342796172,227.733191988189,0.338298624641138,0.251002506265664,2.72,2,1.49824561403509,1576.59123466903,4768,17289.09,6673.21035657184,31048,6915636,0.100961596659783
"134",14,14,"LAT",1,1,400,47040,1,400,119,338,235.2,119,97.946902621773,0.520124289744695,0.00177618016926738,0.134971851237838,3,0.00169162998725062,0.739586017082874,0.00402744280160383,248.296512020425,0.311277721245922,0.257644110275689,2.55,2,1.42844611528822,1575.03966145015,6265,21443.52,7939.24364304681,37692,8577408,0.0613001468616141
"135",15,15,"LAT",1,1,400,51160,1,400,135,358,255.8,135,117.019497358262,0.574025170613007,0.00185503731848467,0.150330743483016,3,0.00137386678679022,0.76294937422218,0.00373507170532401,267.732477150195,0.283461376027731,0.256140350877193,2.36,2,1.3671679197995,1560.06131763971,8085,25993.38,9085.96137184871,44227,10397352,0.0303732892059881
"136",16,16,"LAT",1,1,400,55080,1,400,152,374,275.4,152,137.0714865828,0.62556702443186,0.00193063945220118,0.124863944515378,3,0.00110232830217037,0.787155244646829,0.00349771771390137,285.900716351577,0.25512736771106,0.247117794486216,2.21,2,1.31293233082707,1536.16390162692,10276,30869.82,10027.2190437818,50403,12347928,0.00752884924973917
"137",17,17,"LAT",1,1,400,58752,1,400,170,386,293.76,170,157.859448111724,0.673956730121217,0.00200293370306657,0.0693738938111243,3,0.000863551010742181,0.811555927625396,0.00330375591523513,302.685799331768,0.226401161812435,0.231177944862155,2.1,2,1.2646365914787,1502.43612017105,12880,35965.44,10690.9611556904,55980,14386176,-0.00778244709398148
"138",18,18,"LAT",1,1,400,62130,1,400,189,394,310.65,189,179.178773035388,0.7182617708199,0.00207162425595684,0.0873460052673262,3,0.000649699831909141,0.835797447782114,0.00314478039805856,317.987227539752,0.197298540622137,0.208897243107769,2.03,2,1.22155388471178,1462.51364022906,15951,41162.13,11032.2466460031,60760,16464852,-0.0163040673320434
"139",19,19,"LAT",1,1,400,65170,1,400,209,398,325.85,209,200.884645267733,0.757521100067659,0.00213610041685385,0.0665781788492457,2,0.000455791833323464,0.859226530039319,0.00301468573436018,331.709533966476,0.167750620349549,0.180827067669173,2,2,1.18333333333333,1436.13975086148,19536,46307.61,11047.6968446744,64563,18523044,-0.0196188472725044
"140",20,20,"LAT",1,1,400,67830,1,400,228,399,339.15,228,221.290449024882,0.791045494855004,0.00219534422769088,0.0576637541117148,2,0.000298233959237559,0.881319669174469,0.00290907467470782,343.751918331363,0.138814275549339,0.15,1.99,1,1.15,1386.78308947467,23457,51235.14,10786.6255709754,67431,20494056,-0.0210333957502619
"141",1,1,"LAT",1,1,484,924,1,484,2,4,3.81818181818182,2,0.020357116238134,0.00545550799172024,0.000144623769562954,0.773195779689286,42,0.0345674353851539,0,0.25235040529265,3.96274378414532,0.558652968666983,0.000376435159043855,32,22,14.6666666666667,766.917076410026,0,0,0,0,0,0.627964860907765
"142",2,2,"LAT",1,1,484,2686,1,484,5,12,11.099173553719,5,0.140118638308288,0.013123510811364,0.000279250047628478,0.694948823191209,21,0.0172713305098883,0.467493152659651,0.0851218019346991,11.7478716059976,0.546318035460785,0.00186506510617183,16.2479338842975,11,7.58385093167702,1198.63152277617,7,26.801652892562,5.83928274149896,30,12972,0.61383903265693
"143",3,3,"LAT",1,1,484,5202,1,484,9,24,21.495867768595,9,0.511155552663564,0.0251260087006695,0.000404882012886947,0.615828894071292,14,0.0114463328134944,0.521601455868972,0.0432905129532778,23.0997493857204,0.532026267836596,0.00518453878137673,11,8,5.22314049586777,1375.70217644852,28,118.438016528926,29.3611460170849,138,57324,0.60388479575076
"144",4,4,"LAT",1,1,484,8390,1,484,14,40,34.6694214876033,14,1.34863434527064,0.0417934578399337,0.000522382672351561,0.597016781712721,11,0.00857380606946616,0.559699965905217,0.0265415810132357,37.67673069292,0.516929541159388,0.0110363944356039,8.37190082644628,6,4.04305049364338,1546.24196105596,75,339.173553719008,94.5848663312357,414,164160,0.586670010210853
"145",5,5,"LAT",1,1,484,12170,1,484,20,60,50.2892561983471,20,2.91741890088647,0.0633881959070914,0.000632518040751592,0.539580356075833,9,0.00687165804353392,0.576352605691757,0.0181561715066267,55.0776907805159,0.501428486986253,0.0201050596307513,6.80165289256198,5,3.33512995568332,1650.84491695113,160,746.652892561983,227.460140006602,954,361380,0.5638350496543
"146",6,6,"LAT",1,1,484,16464,1,484,27,84,68.0330578512397,27,5.51397198190803,0.0900655711901293,0.000735915752987844,0.510004150469712,7,0.00567794042981776,0.593223668565639,0.0133573175618676,74.8653309594729,0.485722505065759,0.0330578512396694,5.75206611570248,4,2.86350803346851,1747.26965441441,301,1422.54545454545,466.685737557675,1908,688512,0.535529954749349
"147",7,7,"LAT",1,1,484,21196,1,484,35,112,87.5867768595041,35,9.4439039519732,0.121832178393112,0.000833325452616889,0.449216852061766,6,0.00458515206811197,0.605639000094829,0.0103534546199798,96.5861190013069,0.469622547592924,0.0505449754461612,5,4,2.52617079889807,1812.77733392381,515,2427.99173553719,844.877415204388,3420,1175148,0.500954397586576
"148",8,8,"LAT",1,1,484,26292,1,484,44,144,108.644628099174,44,14.9961334722567,0.158507299027021,0.000924854351380625,0.406313763141652,6,0.00382208680543325,0.619143635158552,0.0083481591754257,119.786887023391,0.453264784851071,0.0731995277449823,4.4297520661157,3,2.27428434543059,1869.1073131829,826,3844.63636363636,1404.20188717954,5700,1860804,0.458536802838435
"149",9,9,"LAT",1,1,484,31680,1,484,54,180,130.909090909091,54,22.4154243112843,0.199695292427188,0.00101130537483995,0.380020292492475,5,0.00360290870198727,0.631685525469646,0.00694308653592772,144.028163097982,0.437418210328554,0.101637492941841,4,3,2.07833273445922,1908.35251138384,1256,5723.30578512397,2170.42216402017,8940,2770080,0.406635384355593
"150",10,10,"LAT",1,1,484,37290,1,484,65,220,154.090909090909,65,31.8788575207892,0.244794101144579,0.00109346960561474,0.351295805001798,5,0.00357922855554441,0.645531248421159,0.00592084126101233,168.894918123345,0.422966802889345,0.136457745153397,3.65289256198347,3,1.92048662799651,1943.48486827955,1835,8130.81818181818,3171.06391352891,13410,3935316,0.346063882199871
"151",11,11,"LAT",1,1,484,43054,1,484,77,262,177.909090909091,77,43.4740315794515,0.292998568642699,0.00117111437393089,0.304292262798985,4,0.00327539465877577,0.659762274125284,0.00515453767387441,194.003820181287,0.408445818590674,0.174101261057783,3.36363636363636,2,1.79164313946923,1954.78926177271,2590,11096.1818181818,4404.33312140515,19210,5370552,0.281346221067072
"152",12,12,"LAT",1,1,484,48906,1,484,90,302,202.090909090909,90,57.170184415381,0.34328210519651,0.0012437827542848,0.2783364746871,4,0.00274153999755363,0.675591058620812,0.00456607912888357,219.006279079641,0.390855135405987,0.206851119894598,3.12396694214876,2,1.68615574149171,1953.31255178063,3557,14659.2148760331,5856.01141714289,26194,7095060,0.219050579452082
"153",13,13,"LAT",1,1,484,54782,1,484,104,338,226.371900826446,104,72.836721957463,0.394594725334857,0.00131224514427387,0.237222821481574,4,0.00223866175615097,0.692527378342892,0.00410517549043791,243.594945533821,0.369882784549746,0.231114076963879,2.92561983471074,2,1.59789880738497,1953.65890965675,4768,18817.9090909091,7471.90427472697,34042,9107868,0.163657511026925
"154",14,14,"LAT",1,1,484,60620,1,484,119,370,250.495867768595,119,90.2906061331963,0.446052630322649,0.00137743805354359,0.213665165227108,3,0.00183905521153217,0.711080267986207,0.00373817783695356,267.510012529247,0.346892317185384,0.247420563626097,2.76859504132231,2,1.52209845490478,1963.08290438395,6265,23575.5371900826,9183.36564332417,42528,11410560,0.116467631655112
