"","X","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"155",15,15,"LAT",1,1,484,66360,1,484,135,398,274.214876033058,135,109.313578778086,0.496945909212684,0.00144002819472794,0.187312743843198,3,0.00152277555733182,0.730742202213409,0.00344189264836026,290.537823855839,0.322654732264311,0.256283900552675,2.62809917355372,2,1.45562342795544,1961.31485833868,8085,28892.1818181818,10895.419686878,51335,13983816,0.0772994655986511
"156",16,16,"LAT",1,1,484,71944,1,484,152,422,297.289256198347,152,129.668545879661,0.546702167079192,0.00150027393458253,0.154221698425319,3,0.00126291292866018,0.751589374123573,0.00319994926296749,312.504954866892,0.297628586227737,0.258200297725989,2.45454545454545,2,1.39672843625413,1951.39392980642,10276,34727.652892562,12510.6856731265,60159,16808184,0.0456061195272541
"157",17,17,"LAT",1,1,484,77316,1,484,170,442,319.487603305785,170,151.113385841709,0.59480464549249,0.00155829245441544,0.13152690210585,3,0.00104143481795498,0.773122041052761,0.0030005646068363,333.270611044888,0.272086977016602,0.253648854439368,2.29752066115702,2,1.34418151018942,1927.15358372227,12880,40999.5371900826,13927.3515956406,68688,19843776,0.0208464464032611
"158",18,18,"LAT",1,1,484,82422,1,484,189,458,340.586776859504,189,173.40810349916,0.640707452739666,0.00161411695481901,0.108114597848315,3,0.000847169788569941,0.795195133776031,0.00283511950199854,352.718818129211,0.246178676023692,0.243091559297093,2.17355371900826,2,1.2970073404856,1893.20168232044,15951,47619.8925619835,15056.2303057402,76660,23048028,0.00257815271216056
"159",19,19,"LAT",1,1,484,87210,1,484,209,470,360.371900826446,209,196.331671757557,0.683778078950022,0.0016676618770773,0.0777118798804683,3,0.000673317215726907,0.817322510025459,0.00269722963150305,370.750783811737,0.219963338927285,0.226973290214397,2.08264462809917,2,1.25448727820269,1849.96765240338,19536,54461.5289256198,15827.5298264457,83823,26359380,-0.00962183346318645
"160",20,20,"LAT",1,1,484,91630,1,484,230,478,378.636363636364,230,219.710093906086,0.723294914810002,0.00171869186179033,0.0817519593632101,3,0.000515696881866426,0.83921772085053,0.00258212811803894,387.277452661595,0.193432777325689,0.205721814417467,2.02479338842975,2,1.21615933473641,1800.37968480461,23695,61387.0909090909,16201.9050143876,89967,29711352,-0.0164128051645458
"161",1,1,"LAT",1,1,729,1404,1,729,2,4,3.85185185185185,2,0.0135232845161143,0.00357709925110607,7.81862845717205e-05,0.783948080778565,52,0.028743070154881,0,0.251581894145044,3.97484883957297,0.566606911755741,0.000203500203500203,39.4814814814815,26,18,1160.30710061433,0,0,0,0,0,0.635675156174918
"162",2,2,"LAT",1,1,729,4106,1,729,5,12,11.2647462277092,5,0.0934350705996415,0.0085598760920555,0.000151942393121107,0.712018860166617,26,0.0143519005326736,0.464902883226978,0.0845403783563973,11.8286671936136,0.55650816523121,0.00100996397292694,19.9903978052126,13,9.25034293552812,1819.58802127281,7,27.3827160493827,5.38442787044859,30,19962,0.62385988741492
"163",3,3,"LAT",1,1,729,8002,1,729,9,24,21.9533607681756,9,0.342405219639025,0.016308963962357,0.000221636262384307,0.685318946132,18,0.00948940895207203,0.517182410423453,0.0427652062946413,23.3834952907805,0.544823061261461,0.00281131762613244,13.4938271604938,9,6.33394383394383,2093.65258114538,28,121.9670781893,27.3274609771342,138,88914,0.618135870575603
"164",4,4,"LAT",1,1,729,12990,1,729,14,40,35.6378600823045,14,0.90849785612336,0.0270164688887882,0.000287593462433796,0.611945397092926,13,0.0070686269082502,0.553614509736343,0.0260446102122297,38.3956600560078,0.532491392052694,0.00599195043639488,10.2427983539095,7,4.87591009813232,2358.91220277861,75,352.551440329218,89.0362495707249,414,257010,0.606559470158347
"165",5,5,"LAT",1,1,729,18970,1,729,20,60,52.0438957475994,20,1.97910237831558,0.040854340834038,0.000350108402362831,0.571182986259413,11,0.0057082472561118,0.568267525835769,0.0176768888792831,56.5710406864623,0.519849725694086,0.0109287146324183,8.29355281207133,6,4.00117577895356,2528.31430369675,160,783.415637860082,216.66847828052,954,571110,0.591018655903079
"166",6,6,"LAT",1,1,729,25844,1,729,27,84,70.9026063100137,27,3.77296644894003,0.057961993488296,0.000409434661535134,0.537061896697773,9,0.0046584600598217,0.582988504771734,0.0128900894710248,77.5789805220408,0.507020094295877,0.0179909253983328,6.99725651577503,5,3.41820045523749,2688.94259093191,301,1507.8353909465,450.621921042222,1908,1099212,0.572165919674566
"167",7,7,"LAT",1,1,729,33516,1,729,35,112,91.9506172839506,35,6.5302142351594,0.0784321381469208,0.000465827194042749,0.516531424887926,8,0.00410270952903251,0.592880658848017,0.00989464662865999,101.064751226535,0.494119489477686,0.0275403608736942,6.06858710562414,4,3.00171844616289,2798.75487308333,515,2600.72427983539,828.036328618092,3420,1895928,0.54998527101332
"168",8,8,"LAT",1,1,729,41892,1,729,44,144,114.930041152263,44,10.5004095799587,0.102295648055185,0.000519462338816081,0.487954734607902,7,0.00347501796889579,0.603558341921447,0.00789511942740348,126.66052859556,0.481073988451376,0.0399312621534844,5.36625514403292,4,2.68966218966219,2900.53621142996,826,4164.64197530864,1399.97057247112,5700,3036024,0.524082226612748
"169",9,9,"LAT",1,1,729,50880,1,729,54,180,139.588477366255,54,15.9289860135938,0.129506992018547,0.000570628884790261,0.453611353117522,6,0.00286092020471424,0.612796237110294,0.00649372208826245,153.994887124523,0.467716559459502,0.0555103332881111,4.84362139917695,3,2.44647944647945,2969.52281847578,1256,6272.83950617284,2206.25970290872,8940,4572900,0.493753556031272
"170",10,10,"LAT",1,1,729,60390,1,729,65,220,165.679012345679,65,23.0425535438402,0.159931563137108,0.000619217644094551,0.403773708873226,6,0.00251262945993217,0.622856809570331,0.00547342874406065,182.700834661477,0.454260854138017,0.074616741283408,4.38820301783265,3,2.25315425315425,3035.16208985776,1835,9023.71193415638,3297.57362586539,13410,6578286,0.457988406223695
"171",11,11,"LAT",1,1,729,70334,1,729,77,264,192.960219478738,77,32.0339255998451,0.193337747205765,0.00066568281062232,0.387117223243303,5,0.00239520153947707,0.632639926691422,0.00470760071791862,212.422433405128,0.44117338551058,0.0975821161006346,4.04252400548697,3,2.09465020576132,3086.2497150595,2590,12478.0823045267,4704.16204877433,19350,9096522,0.415893747837054
"172",12,12,"LAT",1,1,729,80626,1,729,90,312,221.196159122085,90,43.0499981167247,0.229403672811339,0.000710291866279847,0.351613952953554,5,0.00237646951982035,0.643300741910557,0.0041182689308646,242.820470636447,0.428943177048551,0.124730550656477,3.7517146776406,3,1.96175703583111,3121.05561084306,3557,16718.4773662551,6460.60245994403,27090,12187770,0.367780308511726
"173",13,13,"LAT",1,1,729,91182,1,729,104,364,250.156378600823,104,56.1811291866489,0.26772182218918,0.00075301724485529,0.321768523086671,4,0.00237641930184484,0.654273847145933,0.00365528358806184,273.57658466391,0.417997969141493,0.156378600823045,3.49794238683128,2,1.84910836762689,3148.23870080963,4768,21784.0576131687,8570.3225237742,36918,15880578,0.315673593336427
"174",14,14,"LAT",1,1,729,101920,1,729,119,416,279.615912208505,119,71.4439466803176,0.30778165313325,0.000793592998411539,0.285210046339096,4,0.0021204200527591,0.666260992198369,0.00328520592979795,304.394921161458,0.405760306174263,0.187340779933373,3.28395061728395,2,1.7535763276504,3148.67006092631,6265,27731.5226337449,11029.6809119331,48780,20216280,0.262964451677496
"175",15,15,"LAT",1,1,729,112760,1,729,135,464,309.355281207133,135,88.7723567662048,0.34899510166468,0.000832069694125037,0.279421448837772,4,0.00179807056802339,0.678966691050038,0.00298503932056738,335.00396229619,0.390376581888972,0.212424064275916,3.09739368998628,2,1.67198782013597,3139.38821847651,8085,34570.6666666667,13792.2713202115,62156,25202016,0.213119907987608
"176",16,16,"LAT",1,1,729,123624,1,729,152,508,339.160493827161,152,108.045139089209,0.390807466908769,0.000868791251644686,0.242419892971188,4,0.00151856805484245,0.692789798455256,0.00273851330548042,365.161636424684,0.372981990059415,0.231922398589065,2.93827160493827,2,1.60112452705045,3135.03925279904,10276,42324.1481481481,16797.2480804721,76824,30854304,0.16812401010287
"177",17,17,"LAT",1,1,729,134436,1,729,170,548,368.82304526749,170,129.10951238605,0.432744799381809,0.000904092186441119,0.217846265391948,4,0.0012903665563601,0.707457282895698,0.00253384022164368,394.65787600108,0.35426466251298,0.246122190566635,2.80658436213992,2,1.53849168663983,3137.84588715708,12880,50966.2222222222,19947.2718774184,92448,37154376,0.128592945979346
"178",18,18,"LAT",1,1,729,145122,1,729,189,584,398.139917695473,189,151.787899193683,0.474410495795346,0.000938227444891217,0.170946939234988,3,0.00110405004940784,0.723114332357311,0.00236231520143733,423.313535548329,0.334657129758266,0.255302310857866,2.69684499314129,2,1.4823180934292,3139.87728360899,15951,60479.037037037,23137.6818797655,108690,44089218,0.094469800004181
"179",19,19,"LAT",1,1,729,155610,1,729,209,616,426.913580246914,209,175.884452146147,0.515475387953723,0.000971320629204266,0.161545699214314,3,0.000948061933384315,0.739482624924993,0.00221740635729856,450.977330658639,0.31444121884473,0.259734093067426,2.57064471879287,2,1.43151841299989,3126.59155272098,19536,70796.6666666667,26243.6729538739,125130,51610770,0.0654781898664169
"180",20,20,"LAT",1,1,729,165830,1,729,230,644,454.951989026063,230,201.194479108808,0.555652657536206,0.00100342548359203,0.160597097526065,3,0.000813760331670897,0.756562454856748,0.00209414508980552,477.521832115685,0.293803761102288,0.259681333755408,2.42798353909465,2,1.38535401498364,3103.06937453984,23695,81856.024691358,29143.4120883818,141398,59673042,0.0413055225487776
"181",1,1,"LAT",1,1,961,1860,1,961,2,4,3.87096774193548,2,0.01026135321621,0.00269432485433299,5.16416988449744e-05,0.792730662504336,60,0.0252163671497371,0,0.251209643094077,3.9807389066888,0.570026003929185,0.000134408602150538,45.4838709677419,30,20.6666666666667,1533.38024892761,0,0,0,0,0,0.639935555583307
"182",2,2,"LAT",1,1,961,5458,1,961,5,12,11.3590010405827,5,0.0710397998294694,0.00642761382530837,0.000100726050044405,0.737471031996091,30,0.0125924454127359,0.463474054223367,0.0842580116163114,11.8683076044298,0.561206273125263,0.000667707249392993,22.9916753381894,15,10.5835934790149,2407.76989382617,7,27.7148803329865,5.08530124591519,30,26634,0.629295878251214
"183",3,3,"LAT",1,1,961,10674,1,961,9,24,22.2143600416233,9,0.260932647058933,0.0122101179837261,0.000147439749050648,0.688185902019512,20,0.00841257761786222,0.514766364830303,0.0425096219647869,23.5240859311418,0.551007388267127,0.00186004162330905,15.4942767950052,10,7.22268470343392,2775.3096945344,28,123.989594172737,25.9403943353341,138,119154,0.625702683630942
"184",4,4,"LAT",1,1,961,17390,1,961,14,40,36.1914672216441,14,0.694224850847893,0.0201722344826292,0.000191950614839941,0.641744369686266,15,0.00628649898333179,0.550324923061271,0.0258026249597606,38.7557468110128,0.540248317385384,0.00396722164412071,11.7460978147763,8,5.5423517169615,3137.14672852581,75,360.24349635796,85.0310177587925,414,346194,0.616866400772301
"185",5,5,"LAT",1,1,961,25490,1,961,20,60,53.0489073881374,20,1.51733314094758,0.0304356311733157,0.000234413793761785,0.607478480241561,12,0.00504805907168098,0.563948730740114,0.0174435843466606,57.3276673031619,0.529223608176756,0.00724072147069025,9.49635796045786,6,4.53416579951439,3368.25902243879,160,804.618106139438,208.210812751947,954,773238,0.604720510614793
"186",6,6,"LAT",1,1,961,34860,1,961,27,84,72.5494276795005,27,2.90420984312103,0.0431075872814248,0.000274965550470137,0.581241372341262,10,0.00413376829815141,0.577593334089841,0.0126629415462296,78.9705927607122,0.518054245957144,0.0119276795005203,7.99687825182102,5,3.86212278876171,3583.65983764801,301,1557.19042663892,436.058279447738,1908,1496460,0.59005368297939
"187",7,7,"LAT",1,1,961,45388,1,961,35,112,94.4599375650364,35,5.05061139092433,0.0582744309891492,0.000313721491721569,0.547412198715463,9,0.00350950588114203,0.586250198753993,0.00967206923010563,103.390492376478,0.506781220820099,0.0182708983697537,6.92715920915713,5,3.38232743669788,3739.94878733648,515,2701.01144640999,807.255234365507,3420,2595672,0.573057091606409
"188",8,8,"LAT",1,1,961,56964,1,961,44,144,118.551508844953,44,8.16719868563519,0.075994261644434,0.000350820201576994,0.519623250196083,8,0.00315062014638474,0.595584012470601,0.00767597733210801,130.276570231269,0.495481936500896,0.0265088449531738,6.12278876170656,4,3.02232049947971,3885.82138502503,826,4351.09261186264,1376.20555209694,5700,4181400,0.553629981315678
"189",9,9,"LAT",1,1,961,69480,1,961,54,180,144.599375650364,54,12.4715222379051,0.0962893155572767,0.000386324541374853,0.493235489646917,7,0.00273249670054597,0.603292798353087,0.00627713223287714,159.308417108436,0.484109658733552,0.036875650364204,5.49843912591051,4,2.74271592091571,3990.64692411611,1256,6594.16857440166,2188.55739031896,8940,6336996,0.531485024626724
"190",10,10,"LAT",1,1,961,82830,1,961,65,220,172.382934443288,65,18.1790595392456,0.11913856646199,0.000420432582638259,0.47197608120232,6,0.0023265147677069,0.6116581820635,0.00525866568254844,190.162307392658,0.472509714319993,0.0496011099549081,4.99791883454735,3,2.51838362816511,4093.91627889662,1835,9547.78563995838,3304.63049558271,13410,9175422,0.506172336832474
"191",11,11,"LAT",1,1,961,96910,1,961,77,264,201.685744016649,77,25.4936174562393,0.144471323653625,0.000453052053971325,0.457837406007642,6,0.00199282507493536,0.619512320507797,0.00449404536305163,222.51666799397,0.460747948285293,0.0649106833159903,4.59833506763788,3,2.33568331599029,4154.58088516612,2590,13292.2976066597,4768.17902292598,19350,12773898,0.477065008553572
"192",12,12,"LAT",1,1,961,111618,1,961,90,312,232.295525494277,90,34.5972253145713,0.172161578967137,0.000484326042479292,0.42761732161559,5,0.00185471049410123,0.628006032759593,0.00390538540632333,256.056674555312,0.449088958853871,0.083025494276795,4.23621227887617,3,2.18381893860562,4228.51851709764,3557,17936.7096774194,6634.21692314423,27090,17237178,0.443436572319575
"193",13,13,"LAT",1,1,961,126854,1,961,104,364,264.004162330905,104,45.6409975445935,0.2020282363559,0.000514486915924724,0.399863310870729,5,0.00180796666127353,0.636501827469979,0.00344259876121268,290.478231522904,0.437862290197425,0.104162330905307,3.96149843912591,3,2.05469129379119,4277.14196518946,4768,23546.0915712799,8932.58206674341,36918,22627794,0.404939464397445
"194",14,14,"LAT",1,1,961,142520,1,961,119,420,296.607700312175,119,58.7382322282635,0.233840781007482,0.000543600499257475,0.374401369525794,5,0.00180139819994514,0.645673512964189,0.00307227770492411,325.491409320597,0.427379953238671,0.128533645508151,3.7159209157128,3,1.94347467915366,4312.23542167388,6265,30211.1550468262,11697.9798506114,49224,29032920,0.36213098916056
"195",15,15,"LAT",1,1,961,158520,1,961,135,480,329.906347554631,135,73.956996922391,0.267318762712841,0.00057162651572004,0.350785346638465,4,0.00180019118242013,0.655165698055194,0.00277144433594035,360.822689827072,0.417914434979963,0.156347554630593,3.49843912591051,2,1.84703433922997,4339.89818236609,8085,37973.9438085328,14930.1517331876,64344,36492960,0.316557640270501
"196",16,16,"LAT",1,1,961,174760,1,961,152,540,363.704474505723,152,91.3073499125222,0.302120229970765,0.000598412907082642,0.311756899685753,4,0.00163891557359125,0.665425212295873,0.00252387779908779,396.215696481593,0.407442468797445,0.183641172389872,3.3111342351717,2,1.76348421782865,4336.96852257427,10276,46898.4474505723,18623.132078804,82156,45069408,0.270519169198378
"197",17,17,"LAT",1,1,961,191148,1,961,170,596,397.810613943809,170,110.734642376252,0.337854887270947,0.000623980076196104,0.274638194918918,4,0.00142394272839243,0.676252623595254,0.00231786061572152,431.432327387258,0.394456606628869,0.206447277141866,3.14464099895942,2,1.69073881373569,4321.68620926417,12880,56997.1030176899,22725.6824271114,102004,54774216,0.226386271172226
"198",18,18,"LAT",1,1,961,207594,1,961,189,648,432.037460978148,189,132.139151344626,0.374146435190185,0.000648498696965627,0.258108710490468,4,0.00122854314517814,0.687926222896314,0.00214474245964635,466.256447482692,0.37977674634972,0.224960978147763,2.99895941727367,2,1.62659989594173,4308.98096393155,15951,68300.0728407908,27173.8979234305,123646,65636370,0.185685827169392
"199",19,19,"LAT",1,1,961,224010,1,961,209,696,466.201873048907,209,155.394418528625,0.410664215801076,0.000672142492234723,0.206913136299387,4,0.00106328836985793,0.700265301803126,0.00199801738186579,500.496146367945,0.363929064564336,0.239373048907388,2.87408949011446,2,1.56928546652792,4301.92467446506,19536,80784.767950052,31863.7121595837,146714,77634162,0.149051862390579
"200",20,20,"LAT",1,1,961,240310,1,961,230,740,500.124869927159,230,180.354018133064,0.447124015387084,0.000695059979905611,0.201130969765845,3,0.000925331604572804,0.713392878351742,0.00187271674721464,533.983583735947,0.347260898838116,0.249869927159209,2.77003121748179,2,1.51742976066597,4306.94311869619,23695,94441.7419354839,36683.7273386761,170850,90758514,0.116586770233401
"201",1,1,"LAT",1,1,1444,2812,1,1444,2,4,3.89473684210526,2,0.00683101398665893,0.00177731150789588,2.80279693527646e-05,0.818222085696537,74,0.020708315687,0,0.25081331028108,3.98702923253685,0.573667459924196,7.2947441368494e-05,56,38,25.3333333333333,2311.08609115747,0,0,0,0,0,0.645119294330203
"202",2,2,"LAT",1,1,1444,8286,1,1444,5,12,11.4764542936288,5,0.0474024239458874,0.00422340649446738,5.49186979440818e-05,0.762116016657453,37,0.0103420117515943,0.461737825671805,0.0839566047796978,11.9109151998702,0.566446611446527,0.000362817537332773,28.2493074792244,19,12.9168399168399,3635.84621475679,7,28.1301939058172,4.66088570349349,30,40620,0.635815898128246
"203",3,3,"LAT",1,1,1444,16274,1,1444,9,24,22.5401662049861,9,0.17456271234674,0.007991982157472,8.0740647547077e-05,0.725848215114372,25,0.0068840758993531,0.51185073121533,0.0422362244492154,23.6763586954226,0.558101556303601,0.00101166583161043,19,13,8.77809388335704,4203.30262301719,28,126.523545706371,23.9206385870657,138,182700,0.634631613217873
"204",4,4,"LAT",1,1,1444,26630,1,1444,14,40,36.8836565096953,14,0.465822672415519,0.0131554340852231,0.000105556794381946,0.675751988029729,19,0.00516168403455957,0.546389685634439,0.0255434173968745,39.1490294529799,0.54930037714674,0.00215962819840936,14.3739612188366,10,6.70878421570942,4757.59904928552,75,369.905817174515,78.9771899275582,414,534144,0.628811316467746
"205",5,5,"LAT",1,1,1444,39210,1,1444,20,60,54.3074792243767,20,1.02171086674398,0.0197837039398539,0.000129424919803687,0.63293169854694,15,0.00412705897130761,0.558828732368139,0.0171935261627905,58.1614260234855,0.540285779527715,0.00394492084242777,11.601108033241,8,5.46726483568589,5116.09869136843,160,831.315789473684,194.796992609918,954,1200420,0.620285906235619
"206",6,6,"LAT",1,1,1444,53872,1,1444,27,84,74.6149584487535,27,1.96370489098633,0.0279424935597895,0.000152399365065288,0.623649323173195,13,0.00342543698176882,0.571260507650322,0.0124195173281399,80.518427051446,0.531157941145879,0.00650384029885415,9.75069252077562,7,4.63960124624945,5460.49162763847,301,1619.50138504155,411.251182362574,1908,2338560,0.609928054132093
"207",7,7,"LAT",1,1,1444,70476,1,1444,35,112,97.612188365651,35,3.43169160052329,0.0376911939772768,0.000174527414695875,0.602427219297223,11,0.00293900027885858,0.578548136830759,0.00943373936902794,106.002504508776,0.521963850966315,0.00997076343336731,8.42659279778393,6,4.04851196817956,5716.02863285301,515,2827.95290858726,767.757873950517,3420,4083564,0.598062804985287
"208",8,8,"LAT",1,1,1444,88884,1,1444,44,144,123.108033240997,44,5.58092261506983,0.049080542820258,0.000195856466047293,0.54783021723546,10,0.00248342212259298,0.586424657796171,0.00744166231344522,134.378578048785,0.512721211045661,0.0144781474421364,7.43490304709141,5,3.60521612599175,5957.73740643483,826,4587.74792243767,1320.96331432217,5700,6624708,0.584772661591061
"209",9,9,"LAT",1,1,1444,108960,1,1444,54,180,150.914127423823,54,8.5784498200575,0.0621500518889076,0.000216434394298939,0.528052562533557,9,0.00227683647320846,0.592506554602706,0.00604600416408134,165.398496736223,0.503442534446505,0.0201565298518207,6.66759002770083,5,3.26035709692219,6139.95755322361,1256,7003.14681440443,2121.43499938157,8940,10112544,0.570014861923606
"210",10,10,"LAT",1,1,1444,130570,1,1444,65,220,180.84487534626,65,12.5990494202219,0.0769252793060092,0.000236284231443526,0.517832669206472,8,0.00206030549886292,0.599110166084463,0.00503005100980113,198.805140952147,0.494172890493827,0.0271345285195701,6.04986149584488,4,2.98468679632115,6306.5428847142,1835,10216.7451523546,3237.94955804025,13410,14752980,0.553666442388839
"211",11,11,"LAT",1,1,1444,153582,1,1444,77,264,212.717451523546,77,17.8206719582968,0.0934150524956145,0.000255447915428975,0.484944660478063,7,0.00183750203462804,0.605003011094225,0.00426737415812556,234.336142776674,0.484856216231517,0.0355388416330245,5.54847645429363,4,2.75928688117054,6443.54839333605,2590,14334.6648199446,4726.77955692304,19350,20699256,0.535539240254121
"212",12,12,"LAT",1,1,1444,177866,1,1444,90,312,246.351800554017,90,24.4194922956465,0.111608802907802,0.000274003637142742,0.463519365479646,7,0.0016163624710584,0.611349387577522,0.00368016119647401,271.727227861135,0.475401020637489,0.0454942477103142,5.11634349030471,4,2.57092506954003,6573.88159619833,3557,19501.0886426593,6661.91658103564,27090,28159572,0.515380402578613
"213",13,13,"LAT",1,1,1444,203294,1,1444,104,364,281.570637119114,104,32.5647115979669,0.131474299157968,0.00029191719680134,0.460262203973913,6,0.00140478321846108,0.617451659594874,0.00321838134534776,310.715198944812,0.465816128793798,0.0571236056000599,4.78393351800554,3,2.41187469165309,6651.05335091937,4768,25815.864265928,9097.92970416173,36918,37278108,0.492863694636765
"214",14,14,"LAT",1,1,1444,229740,1,1444,119,420,318.19944598338,119,42.4130855566222,0.152955404429698,0.000309187470717452,0.424776778218615,6,0.0012827075912176,0.623979508889728,0.00284867396183931,351.04052390549,0.456210953403282,0.0705478544813725,4.45983379501385,3,2.27623276376739,6730.52970063059,6265,33415.7119113573,12104.923640104,49224,48252288,0.467587457189721
"215",15,15,"LAT",1,1,1444,257080,1,1444,135,480,356.06648199446,135,54.1034571698262,0.175970749545929,0.000325917442435096,0.404352201533995,5,0.00122453757208858,0.630513825718399,0.00254809807777611,392.449571985379,0.44675313383784,0.0858860138638532,4.19113573407202,3,2.15855126381442,6810.64036534613,8085,42386.8421052632,15726.2803539588,64344,61206600,0.439179828330325
"216",16,16,"LAT",1,1,1444,285192,1,1444,152,544,395.002770083103,152,67.7523531087518,0.200415298329445,0.00034217296684904,0.401468229833207,5,0.0012025199985825,0.637479345961806,0.00230045457937895,434.69669384647,0.437620977561464,0.103255183587594,3.96952908587258,3,2.05510411327586,6871.98285634634,10276,52850.3434903047,20016.6940782521,82728,76315896,0.407534462846477
"217",17,17,"LAT",1,1,1444,313956,1,1444,170,612,434.842105263158,170,83.4505243001628,0.226162606435754,0.00035797094813971,0.353349536967228,5,0.00119735526147176,0.644616785495782,0.00209403911407813,477.545998676455,0.428981745032222,0.122770543823175,3.76731301939058,3,1.96346101055242,6905.35764756891,12880,64872.1994459834,24996.3446866553,104760,93675456,0.37297814738311
"218",18,18,"LAT",1,1,1444,343254,1,1444,189,684,475.421052631579,189,101.259057687764,0.253064582791398,0.000373300724249038,0.350569234464256,5,0.00119630523271498,0.652218715954277,0.00192022413121392,520.77254094699,0.42098515926865,0.144545355071671,3.58448753462604,3,1.88187313672078,6943.51746373186,15951,78550.5789473684,30689.8829572662,130950,113427036,0.33628632902626
"219",19,19,"LAT",1,1,1444,372970,1,1444,209,758,516.578947368421,209,121.203000150537,0.280947368128911,0.000388112793290927,0.328418839746254,4,0.00114897831936582,0.660126130198413,0.00177253803613116,564.162787830865,0.412987690503212,0.167304956778641,3.42105263157895,2,1.8092059671007,6947.4751868283,19536,93925.4210526316,37078.6927735628,161334,135628308,0.298605088643381
"220",20,20,"LAT",1,1,1444,402990,1,1444,230,830,558.157894736842,230,143.262945428934,0.309607768729749,0.00040236179157278,0.300540667947771,4,0.00104946438971995,0.668555879901064,0.001646050697693,607.514702555357,0.403749557809631,0.188386767334136,3.27423822714681,2,1.74454957834459,6929.01127223838,23695,111065.567867036,44138.5094324734,195366,160378680,0.261299001605812
"221",1,1,"LAT",1,1,1936,3784,1,1936,2,4,3.90909090909091,2,0.00509577077947917,0.00131856518067641,1.80514467755014e-05,0.829513503222649,86,0.0180077300556956,0,0.250610474520294,3.99025620103929,0.576507237805989,4.69814423302795e-05,65,44,29.3333333333333,3104.14000833318,0,0,0,0,0,0.648190408573795
"222",2,2,"LAT",1,1,1936,11178,1,1936,5,12,11.547520661157,5,0.0354085586227595,0.0031257579556236,3.54686376067912e-05,0.780626862199383,43,0.00899203822238846,0.460710333031492,0.0838019373666512,11.9328983484569,0.570256115055234,0.000233839451598437,32.75,22,14.9167958656331,4889.38949906581,7,28.3822314049587,4.3695652111552,30,54948,0.639631061411943
"223",3,3,"LAT",1,1,1936,22010,1,1936,9,24,22.7376033057851,9,0.130581282333124,0.00590061896202917,5.22847860669044e-05,0.745081249467168,29,0.00598663062236007,0.510135552208587,0.0420955937304834,23.7554554142291,0.563033457641037,0.000652401392359109,22,15,10.1113460183228,5657.37403130347,28,128.064049586777,22.5057220154638,138,247932,0.639783906172969
"224",4,4,"LAT",1,1,1936,36110,1,1936,14,40,37.3037190082645,14,0.349015730965386,0.00969017278021022,6.85308489006335e-05,0.71731654010205,22,0.00447485119947994,0.544092087983751,0.0254098438916777,39.3548265885854,0.555416033876909,0.00139342686911397,16.6260330578512,11,7.70865633074935,6414.39341992346,75,375.793388429752,74.6170009078467,414,727536,0.63559982806183
"225",5,5,"LAT",1,1,1936,53310,1,1936,20,60,55.0723140495868,20,0.766916512676569,0.0145405030961743,8.42353877022637e-05,0.673450604673309,18,0.00356387417744565,0.555862375463561,0.0170645168188251,58.6011318466882,0.547614444726306,0.00254660772631174,13.3987603305785,9,6.26709910948812,6908.77309010121,160,847.617768595041,184.810272358939,954,1640988,0.628986457046111
"226",6,6,"LAT",1,1,1936,73444,1,1936,27,84,75.8719008264463,27,1.47711315484078,0.0204959701512149,9.94254756240507e-05,0.644308445012367,15,0.00298664244125586,0.567622236073447,0.0122938626995687,81.3413997241956,0.539716567701597,0.00420056804834818,11.2479338842975,8,5.30608302902172,7385.56766864854,301,1657.63636363636,391.942315008948,1908,3209184,0.62083758194657
"227",7,7,"LAT",1,1,1936,96348,1,1936,35,112,99.5330578512397,35,2.58763509189078,0.0275983098985566,0.000114126063063002,0.618796981779055,13,0.00255030215107908,0.574161771129736,0.00931072030594918,107.403075931842,0.531763297158909,0.00644286415956606,9.71487603305785,7,4.61967027569565,7737.31998410449,515,2905.81611570248,735.146945017507,3420,5625660,0.611518802501454
"228",8,8,"LAT",1,1,1936,121860,1,1936,44,144,125.888429752066,44,4.22001862161986,0.0358856141107309,0.000128358961566258,0.573075391500671,11,0.00223840693696299,0.581256974267711,0.00732078675648544,136.597340321941,0.523775810591237,0.00935998462425524,8.56404958677686,6,4.10496081320606,8074.44668673051,826,4733.25,1271.25485686825,5700,9163572,0.601168046235813
"229",9,9,"LAT",1,1,1936,149820,1,1936,54,180,154.772727272727,54,6.50733094333843,0.0453911984639674,0.000142150677903976,0.578734002272936,10,0.00192487364575003,0.586480383162534,0.00592690152604559,168.722222835242,0.515762905210117,0.0130373502466526,7.67148760330578,5,3.70451876054413,8336.7674907395,1256,7255.19008264463,2052.43907563629,8940,14046048,0.589813639926419
