"","X","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"ER",1,1,150,1120,1,150,6,25,14.9333333333333,6,5.13791219624073,0.526719413365777,0.00319878526474789,0.211120455994898,3,0.0118930637789707,0.104531503881567,0.0630193885686636,15.868132375014,0.427867580851387,0.0675615212527964,3,3,2.10442953020134,475.32934721876,1,11.58,6.62643678227826,34,1737,-0.0196542782660034
"2",2,0.1,"ER",1,1,150,1080,1,150,5,24,14.4,5,4.37736642622968,0.532903925310736,0.00315884383807912,0.192593878600823,4,0.0162822624325702,0.0930352758754361,0.0649133719281718,15.4051464327954,0.451875121660905,0.0644295302013423,3.01333333333333,3,2.13055928411633,468.158842445585,0,9.6,5.86766820818477,30,1440,0.010501397340136
"3",3,0.1,"ER",1,1,150,1084,1,150,4,22,14.4533333333333,4,3.3370694881665,0.520472700091214,0.00316307946723637,0.200872979670756,4,0.00967139817126465,0.0976672648038964,0.0647907583883196,15.434299966155,0.381525460594073,0.0506487695749441,3.01333333333333,3,2.12859060402685,468.86355088978,0,10.16,5.61527160231678,26,1524,-0.00776863874855644
"4",4,0.1,"ER",1,1,150,1070,1,150,7,23,14.2666666666667,7,5.55839379410604,0.521006432930384,0.00314592314493241,0.175238012053454,4,0.0127082789210061,0.0945733385764845,0.0652486916612269,15.3259778018543,0.420464926701524,0.0586129753914989,3.01333333333333,3,2.14022371364653,463.066339149533,0,9.62,5.98282777521796,27,1443,0.00730412058216545
"5",5,0.1,"ER",1,1,150,1063,1,150,6,24,14.1733333333333,6,5.12882242907713,0.533028087149532,0.00314265241599585,0.193732305930517,3,0.0146304705615391,0.0969154228855721,0.0656296852862131,15.2370073944278,0.455286282352875,0.0659507829977629,3,3,2.14228187919463,463.409523949898,0,9.74,6.04838433138423,27,1461,-0.0161234015065667
"6",6,0.1,"ER",1,1,150,1056,1,150,7,23,14.08,7,5.39126313153328,0.540282194529632,0.00314397488460473,0.216202777060377,3,0.0121587499635736,0.0980084572363934,0.0669627043382144,14.9336859955538,0.409154807133974,0.0598657718120805,3,3,2.14049217002237,465.226825557545,0,9.58,5.52999144385663,29,1437,-0.00316877366852045
"7",7,0.1,"ER",1,1,150,1064,1,150,6,23,14.1866666666667,6,4.90661004844912,0.523838475120869,0.00314742394739405,0.185509002770083,3,0.014228092348561,0.0962328997910911,0.0665659169803862,15.0227029891987,0.466717834681662,0.0591498881431767,3,3,2.13744966442953,465.501892810918,0,9.52,5.49889555719994,36,1428,0.0287581928708252
"8",8,0.1,"ER",1,1,150,1057,1,150,3,24,14.0933333333333,3,2.71662780418158,0.516170420560965,0.00314039924894877,0.198424881114237,4,0.0136255096007085,0.0973475158206544,0.0662511300517509,15.0940821570722,0.448185359865441,0.0664876957494407,3.04,3,2.14460850111857,463.067956141907,0,9.64,5.66903753534771,28,1446,-0.0136571537760125
"9",9,0.1,"ER",1,1,150,1052,1,150,5,26,14.0266666666667,5,4.29048517692692,0.513492550137081,0.00314086403472784,0.192971652763521,3,0.0190440918444204,0.100390866076939,0.0671381579967427,14.8946594580167,0.465454564006392,0.0803579418344519,3,3,2.14255033557047,463.689541863448,0,9.76,5.75644371945926,36,1464,-0.0283310117778507
"10",10,0.1,"ER",1,1,150,1054,1,150,6,23,14.0533333333333,6,4.9191816337404,0.502963234348675,0.00312324635275327,0.199815287564496,3,0.0129395125619771,0.0898450946643718,0.0674411830847552,14.8277351354183,0.437632091283119,0.0600447427293065,3,3,2.1538255033557,461.415742681037,1,8.7,5.04310280542052,27,1305,0.00402780121173128
"11",11,0.1,"ER",1,1,150,1056,1,150,7,26,14.08,7,5.48230213617286,0.525965038477712,0.00313688743116058,0.203278792900597,3,0.0146376197595489,0.094042610937712,0.0667726789970306,14.9761850957705,0.514829382555113,0.08,3,3,2.14559284116331,462.986691782158,0,9.24,5.39534972524656,38,1386,-0.0344171256785242
"12",12,0.1,"ER",1,1,150,1058,1,150,5,22,14.1066666666667,5,4.508545196199,0.532041352028411,0.00313762120271971,0.208564863618984,3,0.0100332176410832,0.0920433626508489,0.0670109439915139,14.922935574921,0.396489611130814,0.0529753914988814,3,3,2.14442953020134,463.02010557009,0,9,4.65738930816238,27,1350,0.00622311360618116
"13",13,0.1,"ER",1,1,150,1076,1,150,6,23,14.3466666666667,6,5.1699057986321,0.540967763016712,0.0031555924504213,0.180832043504097,3,0.0120779073391798,0.0921501706484642,0.0656416433361377,15.234231642849,0.391056308088308,0.058076062639821,3,3,2.13270693512304,467.129925455593,0,9.36,5.64174279323034,24,1404,0.0171062122462576
"14",14,0.1,"ER",1,1,150,1083,1,150,7,22,14.44,7,5.71932576381253,0.532682589850079,0.00316117323552321,0.196506233752725,3,0.0101992719619116,0.101099611901682,0.0651581939125836,15.3472639426072,0.407368544522726,0.050738255033557,3,3,2.12903803131991,470.765990806462,0,10.42,5.77342906958044,28,1563,0.0238003144112406
"15",15,0.1,"ER",1,1,150,1112,1,150,6,26,14.8266666666667,6,4.91054285178635,0.527615865713636,0.00318733149589137,0.196500488458154,3,0.0136285435199277,0.107875779405533,0.0628910040900871,15.9005252733375,0.455858707394511,0.0749888143176734,3,3,2.11185682326622,473.860477346463,0,11.88,7.16902359661754,34,1782,-0.0222144599923608
"16",16,0.1,"ER",1,1,150,1105,1,150,8,27,14.7333333333333,8,6.53182649251333,0.543508318685901,0.00320071120984072,0.189480968858131,3,0.0196007195269736,0.101183869774325,0.0638281617223854,15.6670656496329,0.442119262657574,0.0823266219239374,3,3,2.10201342281879,474.580077256335,1,10.94,5.74891877783066,28,1641,-0.0580703646665466
"17",17,0.1,"ER",1,1,150,1112,1,150,8,28,14.8266666666667,8,6.27410843092549,0.52767783286509,0.00319654094045161,0.179644234252886,3,0.0200605235851605,0.10294837288965,0.0636482512078644,15.7113507601987,0.475513016833504,0.0884116331096197,3,3,2.10505592841163,473.401138211777,1,11.22,6.14573568534264,36,1683,-0.0389829368202706
"18",18,0.1,"ER",1,1,150,1109,1,150,8,23,14.7866666666667,8,6.44835824507212,0.534690259362741,0.00319472753463578,0.19983356113315,3,0.00863270891652782,0.103582458307597,0.064059954816031,15.6103762931433,0.397847021447752,0.0551230425055928,3,3,2.10595078299776,474.987615343638,0,11.18,5.84941917612224,27,1677,-0.0372965998198376
"19",19,0.1,"ER",1,1,150,1095,1,150,4,26,14.6,4,3.52930048127929,0.537763693789152,0.00317218652170559,0.176404995725694,4,0.0138997766224412,0.0960827326856785,0.0641114693419304,15.5978331219743,0.466093535147417,0.076510067114094,3.01333333333333,3,2.12250559284116,469.56325084293,0,10.22,5.96282667980739,36,1533,-0.0280761002102179
"20",20,0.1,"ER",1,1,150,1104,1,150,5,23,14.72,5,4.37721295873597,0.539639419188699,0.00318128127363669,0.180394743751313,3,0.0110688625651023,0.0991889047117826,0.0637510429243182,15.6860178928703,0.413005713923505,0.0555704697986577,3,3,2.11534675615213,470.794132131144,1,10.68,6.36719781801157,34,1602,0.00541289535383491
"21",21,0.1,"ER",1,1,150,1123,1,150,6,27,14.9733333333333,6,4.77817527996988,0.536038524935215,0.00320077566263833,0.185805337915471,3,0.013239678210465,0.10260382529941,0.0624299119585443,16.01796268212,0.476873299975828,0.0807158836689038,3,3,2.10335570469799,476.028036518828,1,11.48,6.95210846294395,42,1722,0.0224463835081038
"22",22,0.1,"ER",1,1,150,1119,1,150,8,24,14.92,8,6.25495382063426,0.54155814038389,0.00320277018761951,0.187313372641378,3,0.0124734059848401,0.09466593846714,0.0635405729037405,15.7379758208181,0.384365332667825,0.0609395973154362,3,3,2.1006711409396,475.812396541402,0,10.4,5.49190985227392,27,1560,-0.0389671026503406
"23",23,0.1,"ER",1,1,150,1116,1,150,8,26,14.88,8,6.39391652836476,0.543798694757539,0.00320039499750173,0.172417170899654,3,0.0133980534848658,0.098491731782664,0.0631063671894612,15.8462615507204,0.465492216742073,0.0746308724832215,3,3,2.10255033557047,476.606429262739,1,10.84,6.84250434941857,42,1626,0.00610941140399997
"24",24,0.1,"ER",1,1,150,1125,1,150,7,26,15,7,5.86765823587716,0.533789069479954,0.00320759420685768,0.208148148148148,3,0.0144943946482067,0.10359041758767,0.0627326824075995,15.9406542430722,0.442270961390548,0.0738255033557047,3,3,2.09736017897092,478.880570613432,0,11.56,7.10844096028841,45,1734,0.00877041834510955
"25",25,0.1,"ER",1,1,150,1130,1,150,7,26,15.0666666666667,7,5.54954132437076,0.532315114124859,0.00320740800456033,0.194075886913619,3,0.0139587643044977,0.102781065088757,0.0623135089452437,16.0478845907831,0.438937925838911,0.0733780760626398,3,3,2.09807606263982,477.65007167381,1,11.58,6.86423470758433,32,1737,0.0393855586863022
