"","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1","sbm","1","1",1000,207756,1,1000,92,637,415.512,92,90.6190102525033,0.647616144383615,0.000646081394173473,0.0703360182987289,2,0.000584197193483087,0.81361389707958,0.00174679329882462,572.477579730172,0.36619970496159,0.22170970970971,2,2,1.58407207207207,8399.23594633458,1553,93790.311,74330.8550258986,163735,93790311,0.341419973434544
"2","sbm","1","1",1000,257591,1,1000,457,571,515.182,457,156.211747220704,0.310203479444691,0.000674607817863978,0.323513228406639,2,0.000123617363653194,0.679692930604458,0.00192728059756721,518.865805665397,0.163595644153636,0.0558738738738739,2,2,1.4843023023023,10242.1364583175,78674,90264.603,5910.40072466471,109382,90264603,0.566579269086743
"3","sbm","1","1",1000,56276,1,1000,62,188,112.552,62,61.2961392663628,0.831649349973366,0.000530541082410916,0.00409277530564421,3,0.00171262710315739,0.0930465992588879,0.00838116679315738,119.315129346481,0.333328172077895,0.0755235235235235,2.054,2,1.88739139139139,8105.0202980977,189,639.426,316.681530430361,1529,639426,-0.60561617205726
"4","sbm","1","1",1000,201797,1,1000,321,496,403.594,321,200.330928780616,0.481784086441559,0.000627735499428891,0.255800166490667,2,0.000216183456609854,0.486643698207309,0.00241371730181511,414.298724729696,0.272934529636623,0.0924984984984985,2,2,1.596002002002,12166.6909847291,20615,40065.801,16186.7796658059,68214,40065801,0.47315359260945
"5","sbm","1","1",1000,76993,1,1000,114,197,153.986,114,111.754063338281,0.856276924994509,0.000542327247192371,0.00371676235245313,2,0.000628170439852306,0.132663894764701,0.00644679406575086,155.115859107798,0.209688680158842,0.0430570570570571,2,2,1.84585985985986,9634.10433975987,801,1575.942,355.361343311734,2790,1575942,-0.211033602850864
"6","sbm","1","1",1000,246676,1,1000,415,559,493.352,415,230.574347900822,0.484762061134515,0.000665012674444223,0.238015516260778,2,0.000144919946902749,0.564344211955722,0.00200579575991404,498.555246742996,0.161923833619407,0.0657137137137137,2,2,1.50615415415415,12284.0143954384,45924,68932.602,12094.7508616756,90019,68932602,0.446757250237265
"7","sbm","1","1",1000,148240,1,1000,224,373,296.48,224,108.313387245299,0.355140540721067,0.000587935446204326,0.318024298922795,2,0.000287729621540057,0.39910072804937,0.00326978256608338,305.830733325434,0.331067065376748,0.0765965965965966,2,2,1.70322322322322,11418.4091121706,7786,17701.932,7626.17254309349,32277,17701932,0.542941458356793
"8","sbm","1","1",1000,234641,1,1000,430,519,469.282,430,423.67531095792,0.94178327049096,0.000654194730522048,0,2,0.000112290611026795,0.399093942312017,0.00212912530164472,469.676443761913,0.0955672122570067,0.0497677677677678,2,2,1.53024824824825,12238.1277855921,32322,43888.641,4425.57607569012,57205,43888641,-0.00100614382056281
"9","sbm","1","1",1000,119507,1,1000,2,427,239.014,2,0.489656191485382,0.032727778174614,0.000442855200845029,0.0291972767651341,5,0.0092221182160272,0.653476284569545,0.00254863620203379,392.366709380495,0.449699874709068,0.188174174174174,4.068,4,2.35437837837838,7322.46465417554,0,30121.362,24722.1260345591,59493,30121362,0.903770508371931
"10","sbm","1","1",1000,194657,1,1000,60,623,389.314,60,59.2013307318804,0.837055802683736,0.000635950262889175,0.0222544569227602,3,0.00094812036177636,0.796545198154718,0.001805322912438,553.917525286127,0.373366773511213,0.23391991991992,2.039,2,1.61034434434434,8240.13517893028,914,84907.827,67654.9820383368,150153,84907827,0.137403239121777
"11","sbm","1","1",1000,109677,1,1000,90,400,219.354,90,58.8446090832666,0.297344497174793,0.000565105804960161,0.304911479181897,2,0.000787389361811014,0.628156297403145,0.00294166393730696,339.943658185334,0.571276493096365,0.180826826826827,2,2,1.78042642642643,8703.99155391049,570,19963.179,23204.2319470654,54983,19963179,0.69247867097284
"12","sbm","1","1",1000,178550,1,1000,284,447,357.1,284,214.986444648482,0.584775736360551,0.000609858393939875,0.204281462332187,2,0.000237148623165318,0.402973028654985,0.00273355934754711,365.823409284062,0.261454634544845,0.08998998998999,2,2,1.64254254254254,12527.2771386455,14049,26006.406,9893.59549906216,44588,26006406,0.365147964186098
"13","sbm","1","1",1000,238254,1,1000,407,547,476.508,407,404.130804802538,0.945824803103584,0.000657601763341678,0,2,0.000245228953086645,0.37693248809535,0.00209094257692659,478.253210315259,0.105575849708071,0.0705625625625626,2,2,1.52301501501502,11670.2262972919,32171,42935.313,3209.79409669439,53031,42935313,-0.512643515580472
"14","sbm","1","1",1000,137995,1,1000,210,344,275.99,210,208.249817556731,0.912100624822086,0.000580880915073014,0,2,0.000302003644919254,0.12852268861783,0.00359825962105998,277.912131227879,0.158120235632877,0.0680780780780781,2,2,1.72373373373373,10805.468873325,2996,4930.638,910.315248035979,7881,4930638,-0.650569794725929
"15","sbm","1","1",1000,74706,1,1000,89,229,149.412,89,88.0391740969641,0.85500564829321,0.000541214180062271,0.00248505773290147,2,0.00127136875955647,0.132007338557901,0.00638404196148933,156.640574424845,0.285178742189998,0.0796676676676677,2,2,1.85043843843844,9232.97668978033,627,1571.232,656.482421200557,3292,1571232,-0.537980105425507
"16","sbm","1","1",1000,92218,1,1000,92,325,184.436,92,91.449329255975,0.87842654040609,0.000552471663393275,0,2,0.00162252140271864,0.196364594204663,0.00483021468130225,207.030135507434,0.359060279660863,0.140704704704705,2,2,1.81537937937938,9454.70125299227,1130,3936.144,2520.16484065787,9364,3936144,-0.574213022859612
"17","sbm","1","1",1000,115113,1,1000,190,281,230.226,190,77.0173304278209,0.328027913592277,0.000565750653668917,0.328258327450962,2,0.000313248937109217,0.309366105458031,0.00427599190260277,233.86386662503,0.291457545320776,0.0508248248248248,2,2,1.76954354354354,10815.7117761333,4514,8220.732,2708.65988535854,14699,8220732,0.40553970211349
"18","sbm","1","1",1000,282581,1,1000,360,859,565.162,360,356.907307738812,0.948088052158724,0.000714708263630233,0,2,0.00065053904410795,0.676287323777538,0.00158884774599961,629.386926795089,0.291898069726677,0.294132132132132,2,2,1.43427227227227,11088.2191763982,53801,123138.402,73394.5510374604,225710,123138402,-0.274193970244128
"19","sbm","1","1",1000,73910,1,1000,24,353,147.82,24,23.9159541033135,0.871975696158405,0.00054121428558149,0.00151070065669684,3,0.00270811587768936,0.452798165940251,0.00381419155842588,262.178756541714,0.55827076037739,0.205385385385385,2.599,2,1.86057857857858,6820.59920025307,168,8953.755,10435.4247832746,26367,8953755,-0.180113419383116
"20","sbm","1","1",1000,21540,0,979,0,127,43.08,0,-6.4844254231991e-14,-2.90431165146728e-15,-1,0.0109189948264074,6,0.00786186792721036,0.219845140023466,0.0102117261397011,97.9266371149737,0.663842996308578,0.084004004004004,4.189,0,2.54413438862326,3700.70735719599,0,458.316,574.032990356842,1810,458316,0.0155592309430176
"21","sbm","1","1",1000,103554,1,1000,102,294,207.108,102,100.947187120091,0.877830716997327,0.000558957647987682,0.0151955536690101,2,0.000781653410317927,0.237838855452768,0.00448843018902462,222.795043675907,0.286864423393079,0.086978978978979,2,2,1.79268468468468,10759.9234040217,1272,5474.145,2645.98415265684,9958,5474145,-0.0423057109116912
