"","radius","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.2,"Spatial","1","1",25,23,0,15,0,4,1.84,0,-1.17163443134553e-16,-1.01772910489148e-16,-1,0.700378071833648,10,0.136020531400966,0.4,0.350849192273336,2.85022745391111,0.858673877737766,0.09,5.08,0,3.91891891891892,29.520735547086,0,0.48,0.653197264742181,2,12,0.384428223844282
"2",0.2,"Spatial","1","1",25,49,0,19,1,8,3.92,0,-2.24501945830827e-16,-4.42798169827177e-16,-1,0.489171178675552,8,0.194329422590292,0.746606334841629,0.145880208097648,6.85493949481228,0.727740159923642,0.17,5.36,1,3.1638418079096,36.4750664418181,0,6.6,8.35164654424503,22,165,0.813467557736232
"3",0.2,"Spatial","1","1",25,39,0,14,0,6,3.12,0,-3.1946957810256e-16,-2.88398899564401e-17,-1,0.553583168967784,6,0.119263285024155,0.67741935483871,0.187790350206161,5.32508725236506,0.802504768089488,0.12,3.88,0,2.45669291338583,33.5869993856195,0,3.36,4.4988887516808,12,84,0.557920928946641
"4",0.2,"Spatial","1","1",25,29,0,16,1,4,2.32,0,5.7290469066644e-16,1.89052376781368e-16,-1,0.653983353151011,10,0.115942028985507,0.461538461538462,0.294988436613133,3.38996338799363,0.879090312279615,0.07,5.76,1,3.69014084507042,32.5884907433702,0,0.96,1.39880901722382,4,24,0.512331838565023
"5",0.2,"Spatial","1","1",25,28,0,11,0,5,2.24,0,-1.99479647210185e-16,-1.01578820203415e-16,-1,0.654974489795918,7,0.0634057971014493,0.589285714285714,0.256404871562179,3.90008190525934,0.850695689328037,0.115,3.36,0,2.38157894736842,30.1414919999949,0,1.32,1.796292478041,6,33,0.558139534883721
"6",0.2,"Spatial","1","1",25,33,0,15,0,6,2.64,0,-2.09214065976659e-16,0,-1,0.571625344352617,6,0.101298309178744,0.573033707865168,0.228047960902989,4.38504249737798,0.769041227506098,0.14,3.32,0,2.58407079646018,32.2534470133116,0,2.04,2.1694853460364,7,51,0.602764155149354
"7",0.2,"Spatial","1","1",25,38,0,15,1,7,3.04,0,2.00300581355653e-16,8.87474476641736e-17,-1,0.568559556786703,7,0.140738224637681,0.631578947368421,0.196919055406042,5.07822870639933,0.772948203723151,0.165,4.6,1,2.65891472868217,34.5514734399676,0,2.88,3.68917334913934,10,72,0.58974358974359
"8",0.2,"Spatial","1","1",25,35,1,25,1,4,2.8,1,0.0446938369888001,0.02105812125933,0.00891947980679962,0.617551020408163,13,0.331974637681159,0.455696202531646,0.260689406066666,3.83598250150706,0.782436856574212,0.05,9.8,7,4.92,34.7317713292385,0,1.44,1.66032125405497,5,36,0.173951048951049
"9",0.2,"Spatial","1","1",25,35,0,21,0,6,2.8,0,3.30791251615646e-16,1.66533453693773e-16,-1,0.569387755102041,9,0.333635265700483,0.483870967741935,0.228518937334616,4.37600494586459,0.815869855616382,0.133333333333333,6.2,0,3.88732394366197,33.5641306277558,0,1.8,2.16024689946929,8,45,0.337121212121212
"10",0.2,"Spatial","1","1",25,31,0,21,0,5,2.48,0,0,-1.95643262830233e-16,-1,0.557752341311134,7,0.304196859903382,0.493150684931507,0.278986853304015,3.58439829030326,0.726752274772442,0.105,4.92,0,3.41706161137441,32.0121618508835,0,1.44,1.41656862405839,4,36,0.126760563380282
"11",0.2,"Spatial","1","1",25,39,0,21,0,7,3.12,0,-1.56050901388493e-16,-4.10219077682931e-17,-1,0.438198553583169,9,0.241044470324362,0.612676056338028,0.179785485382586,5.56218427684517,0.742797184216185,0.161666666666667,5.76,0,3.51658767772512,32.6512144035373,0,3.48,4.68259187487727,12,87,0.572384315183052
"12",0.2,"Spatial","1","1",25,42,0,22,0,8,3.36,0,-7.21252328785122e-17,3.6343207884485e-16,-1,0.529195011337868,10,0.279740338164251,0.641379310344828,0.185977014605728,5.37700856269795,0.784597072153465,0.193333333333333,6.76,0,3.78879310344828,35.5447169302603,0,3.72,4.31586221590387,14,93,0.385329287881492
"13",0.2,"Spatial","1","1",25,35,0,10,0,6,2.8,0,-3.51054256885241e-16,-2.19205694889927e-16,-1,0.589387755102041,5,0.0585748792270531,0.692307692307692,0.197526104674098,5.06262198431909,0.807577505540452,0.133333333333333,3.16,0,2.21739130434783,32.9514287668233,0,2.88,3.78945906429928,11,72,0.550889472149315
"14",0.2,"Spatial","1","1",25,32,0,13,1,6,2.56,0,8.60662669360763e-17,-2.68459481895623e-16,-1,0.6923828125,8,0.103109903381643,0.454545454545455,0.284664419950043,3.51290828750391,0.878007117946415,0.143333333333333,4.48,1,2.85470085470085,32.6347623379964,0,1.2,1.25830573921179,4,30,-0.088
"15",0.2,"Spatial","1","1",25,32,1,25,1,6,2.56,1,0.0607884649636784,0.0315665145624314,0.0096410128925804,0.6123046875,12,0.535024154589372,0.422535211267606,0.249426577279406,4.00919585598052,0.824066444677136,0.143333333333333,8.76,6,4.60333333333333,33.5212553587957,0,1.2,1.80277563773199,6,30,0.338034790785143
"16",0.2,"Spatial","1","1",25,31,0,22,1,5,2.48,0,5.91424322223917e-16,1.08472766040136e-15,-1,0.644640998959417,10,0.424365942028986,0.39344262295082,0.318904229143511,3.13573765605343,0.706026036423774,0.105,7.24,1,4.37179487179487,32.8781162655743,0,0.96,0.840634680861233,2,24,-0.0892687559354227
"17",0.2,"Spatial","1","1",25,34,0,17,0,6,2.72,0,0,-3.32162934968154e-16,-1,0.675173010380623,9,0.222826086956522,0.513157894736842,0.259887367110676,3.84782073525775,0.876181707162707,0.136666666666667,5.44,0,3.70063694267516,33.3378290712932,0,1.56,1.52970585407784,6,39,-0.0200000000000001
"18",0.2,"Spatial","1","1",25,23,0,17,1,3,1.84,0,-5.28113345200133e-16,1.41867686343439e-16,-1,0.65406427221172,9,0.214221014492754,0.24,0.433634443068418,2.30608987820237,0.703572915321587,0.0483333333333333,5.56,1,4.16666666666667,30.4613183996721,0,0.24,0.435889894354067,1,6,0.185840707964602
"19",0.2,"Spatial","1","1",25,22,0,15,0,3,1.76,0,1.06645725864549e-16,-7.13466101492529e-18,-1,0.697314049586777,11,0.144625603864734,0.24,0.413506018565824,2.41834448617781,0.862714201026092,0.0516666666666667,5.84,0,4.13675213675214,29.1882063723363,0,0.24,0.435889894354067,1,6,0.137254901960784
