"","X","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"22",22,0.1,"Spatial",1,1,100,130,0,54,0,5,2.6,0,-1.4879972995087e-15,-1.0108295446145e-15,-1,0.835887573964497,23,0.133120527059921,0.492857142857143,0.242771937527122,4.11909222369773,0.960218682050515,0.0242424242424242,11.72,0,7.4357509994289,133.203172901126,0,1.38,1.56204993518133,6,138,0.190718732314657
"23",23,0.1,"Spatial",1,1,100,140,0,35,0,6,2.8,0,-1.2882821941674e-15,-8.04523237380357e-16,-1,0.834566326530612,15,0.054178145087236,0.483870967741935,0.234420705006333,4.26583479463976,0.951246151678453,0.0323232323232323,9.07,0,5.42585249801745,138.82255630714,0,1.65,1.92996048528136,7,165,0.244010859512516
"24",24,0.1,"Spatial",1,1,100,163,0,31,0,10,3.26,0,-2.63296157017251e-15,-4.62540568348683e-16,-1,0.823723135985547,12,0.0352712863535374,0.63840830449827,0.137471193499872,7.27425124159508,0.928218384253313,0.0680808080808081,5.02,0,3.65479115479115,141.402379279498,0,3.69,5.73082221259072,27,369,0.685182758168763
"25",25,0.1,"Spatial",1,1,100,156,0,55,1,7,3.12,0,-1.53441702631244e-15,-7.71691141045523e-16,-1,0.835264628533859,23,0.12772540911069,0.554347826086957,0.164379204550324,6.08349458032483,0.937637684690457,0.0391919191919192,13.01,1,8.08093994778068,143.746688183636,0,2.55,3.44766060341844,15,255,0.483827076504422
"26",26,0.1,"Spatial",1,1,100,143,0,41,1,6,2.86,0,-2.21223886270295e-15,-4.63014577574453e-16,-1,0.845542569318793,23,0.0628965390870153,0.521739130434783,0.197603927386966,5.06062816272731,0.953333775869472,0.0317171717171717,12.13,2,7.47751322751323,141.031799711812,0,1.8,2.31377080834195,11,180,0.342872535970084
"27",27,0.1,"Spatial",1,1,100,147,0,55,0,7,2.94,0,-1.81259409318029e-15,-5.3243438381794e-16,-1,0.831783053357397,16,0.161037295236429,0.555555555555556,0.191239676891607,5.22904041804458,0.942823034535544,0.041010101010101,8.7,0,6.22751961375981,138.070459344828,0,2.25,2.75745087962331,11,225,0.427963191869248
"28",28,0.1,"Spatial",1,1,100,136,0,71,0,6,2.72,0,-1.26747665683101e-15,-2.05246984896584e-16,-1,0.837775735294118,29,0.208516831893455,0.473186119873817,0.221369457814418,4.51733500128249,0.934716974639763,0.0331313131313131,15.64,0,9.42890809112333,138.16719842226,0,1.5,1.77240349283512,8,150,0.418694462149901
"29",29,0.1,"Spatial",1,1,100,134,0,79,0,6,2.68,0,-9.31726964401912e-16,-6.12255794401371e-16,-1,0.809255959010916,25,0.278418070625863,0.456081081081081,0.240725394746581,4.1541109572288,0.937230470410333,0.0335353535353535,15.59,0,10.1804846938776,137.417747354194,0,1.35,1.61041433905512,6,135,0.480879780054986
"30",30,0.1,"Spatial",1,1,100,134,0,77,0,6,2.68,0,-3.26363104986043e-15,-7.51354680271947e-16,-1,0.834651370015594,25,0.267459172221077,0.516233766233766,0.219446610784798,4.55691703974713,0.951563014826951,0.0335353535353535,15.4,0,10.0582491582492,136.419202568552,0,1.59,1.87538548225977,8,159,0.369643513414186
"31",31,0.1,"Spatial",1,1,100,144,0,53,0,7,2.88,0,-1.33944010021179e-15,-4.11816153285893e-16,-1,0.819926697530864,18,0.141008102047063,0.506393861892583,0.196743397456964,5.08276268950139,0.957928272528892,0.0416161616161616,11.53,0,7.03725701943844,137.378406029484,0,1.98,2.85324553815652,11,198,0.480874431472826
"32",32,0.1,"Spatial",1,1,100,136,0,84,0,6,2.72,0,-1.98945338133315e-15,-6.71207361052331e-16,-1,0.804065743944636,25,0.20624162326904,0.501547987616099,0.198841097570993,5.02914142104333,0.956973005208,0.0331313131313131,16.12,0,9.5473414842195,134.437586079286,0,1.62,2.43202538530079,11,162,0.517746478873239
"33",33,0.1,"Spatial",1,1,100,133,0,54,0,8,2.66,0,-1.71381000038244e-15,-7.91186750848312e-16,-1,0.836762960031658,20,0.128745713161298,0.583333333333333,0.2,5,0.959183673469387,0.0539393939393939,9.67,0,7.20711562897077,133.988450294377,0,1.89,2.97767789671174,10,189,0.522418160800807
"34",34,0.1,"Spatial",1,1,100,144,0,39,0,7,2.88,0,-1.81638031840856e-15,-1.00144333943259e-15,-1,0.828944830246913,15,0.0717315392640068,0.577197149643705,0.178196126358932,5.61179426530152,0.947088509324798,0.0416161616161616,8.24,0,5.48579040852576,133.427263131859,0,2.43,3.53983107512266,13,243,0.528163899538906
"35",35,0.1,"Spatial",1,1,100,152,0,32,0,9,3.04,0,-1.1182215366059e-15,-1.80897383289308e-16,-1,0.842494806094183,14,0.043396238201433,0.565909090909091,0.177523175711714,5.63306732200384,0.943359604444236,0.0602020202020202,6.89,0,4.33579725448786,141.055506424807,0,2.49,2.96612184306019,15,249,0.36711079943899
"36",36,0.1,"Spatial",1,1,100,133,0,34,0,8,2.66,0,-2.41309254082511e-15,-4.75619368924721e-16,-1,0.806602973599412,18,0.0473441902013331,0.501416430594901,0.177566003889328,5.63170864972144,0.929058057623082,0.0539393939393939,8.3,0,5.39271653543307,131.206679543863,0,1.77,2.84926004925539,12,177,0.536397725472246
"37",37,0.1,"Spatial",1,1,100,152,0,74,0,7,3.04,0,-5.97819485352015e-16,-3.26370247292957e-16,-1,0.821264716066482,30,0.228877103335978,0.52619589977221,0.187899668253411,5.32198917270759,0.948710540897369,0.04,18.41,0,11.0394088669951,139.907706195589,0,2.31,3.10325667971601,12,231,0.438256027872295
"38",38,0.1,"Spatial",1,1,100,140,0,35,0,6,2.8,0,-6.34080400514088e-16,-2.90422345214897e-16,-1,0.854285714285714,12,0.0691870258969826,0.501547987616099,0.244727956249506,4.08616986520525,0.964424312544018,0.0323232323232323,8.02,0,5.07410636442895,139.458364775054,0,1.62,1.65620961929048,7,162,0.283145021370235
"39",39,0.1,"Spatial",1,1,100,142,0,61,0,8,2.84,0,-3.05384786942462e-15,-1.06784661500606e-15,-1,0.823075778615354,25,0.209809911108612,0.576059850374065,0.165752816878812,6.03307997312129,0.937258179451899,0.0521212121212121,12.32,0,8.78478374153205,133.881812672634,0,2.31,3.48356893505102,16,231,0.587215753692272
"40",40,0.1,"Spatial",1,1,100,163,0,50,0,10,3.26,0,-2.53710934427701e-15,-6.64802007170105e-16,-1,0.797997666453385,17,0.116689467338818,0.610619469026549,0.136360449971619,7.33350469441934,0.928282511455785,0.0680808080808081,8.34,0,6.03373819163293,143.456150829346,0,3.45,5.59107333256335,27,345,0.736214414974609
"41",41,0.1,"Spatial",1,1,100,121,0,23,0,5,2.42,0,-2.42657524574694e-15,-7.16428396809705e-16,-1,0.843521617375862,14,0.0209328910627612,0.458515283842795,0.268587354375804,3.72318347721171,0.96040039372247,0.0260606060606061,8.08,0,4.75490196078431,130.519718480257,0,1.05,1.17529278535739,5,105,0.168286323773406
"42",42,0.1,"Spatial",1,1,100,147,0,31,0,7,2.94,0,-2.37972202692643e-15,-6.42963289293151e-16,-1,0.851797862001944,16,0.041178638581236,0.579207920792079,0.210394773554503,4.75296977726945,0.952435124595918,0.041010101010101,7.68,0,4.93743016759776,138.89527297354,0,2.34,2.81848157415272,10,234,0.446281846968976
"43",43,0.1,"Spatial",1,1,100,134,0,47,0,5,2.68,0,-2.05175095273393e-15,-9.97439142301812e-16,-1,0.86029739362887,22,0.0996441429341862,0.529411764705882,0.243972070191855,4.09882983414298,0.960374160141326,0.0234343434343434,10.33,0,7.37663335895465,137.906362134742,0,1.53,1.59199385816794,6,153,0.347161256089914
"44",44,0.1,"Spatial",1,1,100,138,0,51,0,7,2.76,0,-3.83464619996851e-15,-8.67823564347546e-16,-1,0.833674648183155,19,0.110580136554163,0.550143266475645,0.213821183995966,4.6768050822264,0.934283287838207,0.0428282828282828,9.77,0,7.05867014341591,134.002509851107,0,1.92,2.2278313049314,8,192,0.405459280455262
"45",45,0.1,"Spatial",1,1,100,152,0,70,0,7,3.04,0,-3.06172234287021e-15,-3.40722267630428e-16,-1,0.831327908587258,22,0.268966723512178,0.535714285714286,0.183196250041297,5.45862701760858,0.939935475846819,0.04,12.79,0,8.81592432006307,139.846226170937,0,2.4,2.89199522192488,13,240,0.451687006460877
"46",46,0.1,"Spatial",1,1,100,136,0,51,0,5,2.72,0,-1.38300504892135e-15,-7.72059920034158e-16,-1,0.851859861591696,26,0.109845101187093,0.561290322580645,0.234493156576779,4.26451677566366,0.95949565236268,0.023030303030303,12.4,0,8.32213062777426,135.976550728847,0,1.74,1.95721921886821,7,174,0.30379996062217
"47",47,0.1,"Spatial",1,1,100,137,0,51,0,5,2.74,0,-4.76523526550303e-15,-3.95361695878642e-16,-1,0.837551281368214,27,0.126294901186676,0.485148514851485,0.237668333043155,4.20754413175617,0.941790251761974,0.0228282828282828,13.3,0,8.42661097852029,138.299568040235,0,1.47,1.43867924840736,6,147,0.370805281561505
"48",48,0.1,"Spatial",1,1,100,156,0,91,0,10,3.12,0,-5.0382345849719e-15,-4.2633515212635e-16,-1,0.786715154503616,27,0.433414749432065,0.5,0.15968175666334,6.26245615589213,0.932375626127489,0.0694949494949495,19.41,0,11.1588807785888,143.149314607316,0,2.43,3.52839849784516,19,243,0.512294043092522
"49",49,0.1,"Spatial",1,1,100,150,0,85,0,8,3,0,5.48663925193069e-17,-5.05816744797868e-16,-1,0.805755555555556,27,0.279713232094184,0.461538461538462,0.205745017579272,4.8603850132833,0.88468647007513,0.0505050505050505,17.62,0,10.1273532668882,143.136341886535,0,1.86,2.21117455875671,9,186,0.375138355034111
"50",50,0.1,"Spatial",1,1,100,135,0,50,0,8,2.7,0,-2.24616029832963e-15,-8.15404283366911e-16,-1,0.809739368998628,27,0.110567643035176,0.511811023622047,0.169873839182917,5.88672160945995,0.927251231783272,0.0535353535353535,11.82,0,9.09806835066865,131.590729713348,0,1.95,3.10872022127135,14,195,0.669842974097437
"51",51,0.1,"Spatial",1,1,100,134,0,51,0,6,2.68,0,-1.90577210396145e-15,-8.4201961025407e-16,-1,0.833203386054801,26,0.106334422351738,0.490196078431373,0.210721632858786,4.74559724330794,0.952099922292326,0.0335353535353535,12.46,0,8.57553475935829,136.489168714691,0,1.5,1.9095718489925,9,150,0.448052832244008
"52",52,0.1,"Spatial",1,1,100,148,0,72,0,7,2.96,0,-3.71664985630068e-17,4.81616810679785e-16,-1,0.809281409788167,24,0.280893869638458,0.525380710659898,0.173039325578449,5.77903315709956,0.944106775134974,0.0408080808080808,15.4,0,8.18535230822631,142.692092585371,0,2.07,3.12776746145382,15,207,0.582183186951067
"53",53,0.1,"Spatial",1,1,100,150,0,81,0,8,3,0,-1.03275154465528e-15,-2.42669503771597e-16,-1,0.816688888888889,23,0.238951044145849,0.529002320185615,0.173737882042098,5.75579711371003,0.945538109250553,0.0505050505050505,15.03,0,9.63356685957965,138.778649833031,0,2.28,3.21951122458868,15,228,0.541148334229407
"54",54,0.1,"Spatial",1,1,100,169,0,76,0,10,3.38,0,-1.30189552441928e-15,-1.16099365327989e-16,-1,0.762665873043661,27,0.226055650298075,0.536741214057508,0.135465756944971,7.38193933693679,0.906570024828029,0.0668686868686869,15.76,0,9.30925050641459,144.962938405791,0,3.36,5.16108202577402,24,336,0.708229986130854
"55",55,0.1,"Spatial",1,1,100,175,0,53,1,8,3.5,0,-5.91386059816136e-16,-6.4239995293437e-16,-1,0.828228571428572,22,0.122503118174114,0.613747954173486,0.159932500498061,6.25263781211327,0.936093445691849,0.0454545454545455,11.7,1,6.83673469387755,147.701040605139,0,3.75,4.53577251669794,18,375,0.549050859427939
"56",56,0.1,"Spatial",1,1,100,143,0,78,0,8,2.86,0,-1.61085383167627e-15,-3.04079423383153e-16,-1,0.812582522372732,26,0.265762135892006,0.544757033248082,0.167549894003379,5.96837142719908,0.943944894288003,0.0519191919191919,16.55,0,10.1909300032862,137.420934635297,0,2.13,3.50369213628404,17,213,0.568947140525597
"57",57,0.1,"Spatial",1,1,100,152,0,55,0,8,3.04,0,-2.21693094064692e-15,-5.32915754028475e-16,-1,0.85961305401662,20,0.135814962654789,0.578823529411765,0.189137539298898,5.28715771446978,0.949425475581592,0.0501010101010101,9.72,0,7.21913580246914,140.02054829144,0,2.46,2.59143889674357,12,246,0.376390058517415
"58",58,0.1,"Spatial",1,1,100,141,0,61,0,6,2.82,0,-1.50599135330308e-15,-8.14424862542614e-16,-1,0.833534530456215,21,0.176091985615795,0.547683923705722,0.201098171856518,4.97269562805122,0.946240272127168,0.0321212121212121,11.4,0,8.48822927328557,136.425158574819,0,2.01,2.59562569090243,10,201,0.524947276374672
"59",59,0.1,"Spatial",1,1,100,162,0,71,0,9,3.24,0,-4.92030168077628e-16,-4.57158784107044e-16,-1,0.827503429355281,19,0.212219078019944,0.588461538461538,0.166375290642805,6.01050790737264,0.94294093844528,0.0581818181818182,11.99,0,7.82348426707598,143.589181006399,0,3.06,3.95893057695273,19,306,0.457404377173246
"60",60,0.1,"Spatial",1,1,100,150,0,63,0,9,3,0,-2.32054147998659e-15,-7.68326476868148e-16,-1,0.802088888888889,19,0.207157120577034,0.586666666666667,0.153345759727267,6.52121064044125,0.941129407711914,0.0606060606060606,11.68,0,8.07783578547698,138.583243651706,0,2.64,4.17912078134271,22,264,0.624542124542124
"61",61,0.1,"Spatial",1,1,100,148,0,61,0,6,2.96,0,-5.00925886311675e-16,-1.0387957050605e-16,-1,0.82270361577794,20,0.217666252298287,0.535980148883375,0.201665149530867,4.95871499030099,0.931626973373518,0.0307070707070707,12.15,0,7.91940018744142,139.312128823101,0,2.16,2.68448591847017,10,216,0.439588095403016
"62",62,0.1,"Spatial",1,1,100,155,0,76,0,10,3.1,0,-1.66147634596428e-15,-8.79624139652257e-16,-1,0.779729448491155,26,0.300069339030378,0.648936170212766,0.124061429058523,8.06052298114566,0.921528509808514,0.0696969696969697,15.42,0,10.0629757785467,137.242489289832,0,3.66,7.50113796080773,31,366,0.753318776343806
"63",63,0.1,"Spatial",1,1,100,145,0,63,0,7,2.9,0,-1.21684682958537e-15,-1.09024138792537e-15,-1,0.842164090368609,23,0.221424719260217,0.653753026634383,0.165323459816189,6.04874832109023,0.946422184721129,0.0414141414141414,12.57,0,8.95055208833413,136.812141178708,0,2.7,4.25334093283258,15,270,0.603948250764626
"64",64,0.1,"Spatial",1,1,100,162,0,43,0,7,3.24,0,-2.20690478622664e-15,-1.45502157324123e-15,-1,0.867626886145405,16,0.0961737209933458,0.694980694980695,0.158040624801731,6.32748700692966,0.938152708794791,0.037979797979798,6.89,0,5.77840909090909,141.456029147757,0,3.6,4.36468842536384,17,360,0.609749468794782
"65",65,0.1,"Spatial",1,1,100,153,0,32,0,6,3.06,0,-7.59364095046578e-17,-5.06478118327521e-16,-1,0.824084753727199,14,0.0512754841759171,0.565116279069767,0.203723960332445,4.90860278961866,0.911617359387267,0.0296969696969697,7.22,0,4.58187134502924,141.847555993033,0,2.43,2.64099384415195,9,243,0.384101565955941
"66",66,0.1,"Spatial",1,1,100,136,0,60,0,7,2.72,0,-6.40063344497941e-16,-8.73057126589773e-16,-1,0.813013624567474,23,0.135263165566196,0.46583850931677,0.193521455286349,5.16738569643517,0.942236791260093,0.0432323232323232,14.6,0,8.69662921348315,138.47441061621,0,1.5,2.12963694918959,11,150,0.517197854212685
"67",67,0.1,"Spatial",1,1,100,164,0,29,0,11,3.28,0,-1.81057113983057e-15,-4.51946147624148e-16,-1,0.837503718024985,12,0.0370641063281756,0.577132486388385,0.156140066737261,6.40450603676707,0.93774098483357,0.077979797979798,6.59,0,4.06855277475517,143.40645506015,0,3.18,4.13748569529707,21,318,0.442435481378458
"68",68,0.1,"Spatial",1,1,100,168,0,57,0,7,3.36,0,-1.65141635120103e-15,-4.80684461221961e-16,-1,0.845415249433107,23,0.147329822654498,0.603202846975089,0.17233896800124,5.80251820930483,0.939501213634476,0.0367676767676768,11.87,0,8.27851605758583,143.155495274776,0,3.39,3.64842570172535,14,339,0.39584809023048
"69",69,0.1,"Spatial",1,1,100,149,0,54,0,7,2.98,0,-9.6165602173541e-16,-9.6511605384541e-16,-1,0.804400702671051,19,0.134072116756099,0.55188679245283,0.168258578057476,5.94323339436762,0.935693191490799,0.0406060606060606,10.51,0,6.93720930232558,140.202458602827,0,2.34,3.3370282551632,15,234,0.536735057406118
"70",70,0.1,"Spatial",1,1,100,149,0,79,0,6,2.98,0,-9.98559764855474e-16,6.50302997090476e-17,-1,0.807553713796676,25,0.274368088220902,0.548780487804878,0.185997266789076,5.3764230908512,0.932199480419172,0.0305050505050505,16.22,0,10.0066751430388,142.969341959663,0,2.25,3.08589164954431,11,225,0.637200631550914
"71",71,0.1,"Spatial",1,1,100,146,0,40,0,7,2.92,0,-2.41455865165521e-15,-5.72718871577625e-16,-1,0.791799587164571,15,0.0634316781502929,0.537530266343826,0.177226564519103,5.64249497649216,0.919886482126256,0.0412121212121212,8.98,0,5.22994652406417,138.212691689546,0,2.22,3.01035250796684,13,222,0.53163292137786
"72",72,0.1,"Spatial",1,1,100,128,0,41,0,7,2.56,0,-1.35509336630904e-15,-1.13738470429313e-15,-1,0.83001708984375,19,0.0682166959223236,0.523972602739726,0.216461132435321,4.61976701659731,0.957675673378974,0.0448484848484848,8.93,0,6.2825,131.682751917897,0,1.53,1.90403611713474,9,153,0.331488655229662
"73",73,0.1,"Spatial",1,1,100,166,0,54,0,7,3.32,0,-7.52712308294214e-16,-4.71932310725077e-17,-1,0.81934968790826,19,0.110565560782011,0.607734806629834,0.172122740956382,5.80980755037717,0.947385181325881,0.0371717171717172,10.74,0,6.54988789237668,143.29053322797,0,3.3,3.9835520416692,14,330,0.551091365655786
"74",74,0.1,"Spatial",1,1,100,144,0,40,0,7,2.88,0,-1.27904939043047e-15,-6.12095147226058e-16,-1,0.822048611111111,13,0.0647768136945626,0.470744680851064,0.206609625643801,4.84004555394732,0.911295729053777,0.0416161616161616,7.55,0,4.69973890339426,139.135925951311,0,1.77,2.03928587223245,8,177,0.495419567607182
"75",75,0.1,"Spatial",1,1,100,151,0,52,0,7,3.02,0,-1.80519417491996e-15,-1.18915308574018e-15,-1,0.845840094732687,25,0.11605229787048,0.605911330049261,0.197064029184409,5.07449281402959,0.952969771128661,0.0402020202020202,11.75,0,7.63369963369963,140.332944835841,0,2.46,2.7539503307508,10,246,0.425533001404315
"76",76,0.1,"Spatial",1,1,100,146,0,66,0,8,2.92,0,-1.09823059561837e-15,-3.58520224698721e-16,-1,0.808922874835804,29,0.186497004678823,0.568965517241379,0.159614308621253,6.26510247507253,0.942136012874283,0.0513131313131313,15.87,0,10.0053404539386,137.64277784881,0,2.31,4.06933593470666,18,231,0.657131674222904
"77",77,0.1,"Spatial",1,1,100,156,0,56,0,7,3.12,0,-3.52996099369914e-15,-4.75216036289558e-16,-1,0.773771367521368,16,0.10825842427574,0.538144329896907,0.182201270478768,5.48843593336266,0.895234831291321,0.0391919191919192,8.64,0,5.48683473389356,142.529948141758,0,2.61,3.20320231182875,13,261,0.612002750508405
"78",78,0.1,"Spatial",1,1,100,146,0,67,0,7,2.92,0,-1.2234666229898e-15,-6.81106077417786e-16,-1,0.829400450365922,27,0.199331319100439,0.595477386934673,0.199014454897433,5.02476064120756,0.944876356384466,0.0412121212121212,14.34,0,9.51050788091068,136.645105370434,0,2.37,2.77672505304397,10,237,0.525318206972884
"79",79,0.1,"Spatial",1,1,100,130,0,54,0,6,2.6,0,-1.15070243542045e-15,-1.19618257503091e-15,-1,0.83292899408284,22,0.143690044122945,0.551236749116608,0.238699316248984,4.18937102843191,0.963721329099185,0.0343434343434343,11.33,0,8.12987804878049,133.237008237729,0,1.56,2.00665559243899,7,156,0.408547504961038
"80",80,0.1,"Spatial",1,1,100,129,0,67,0,6,2.58,0,-1.11422976025165e-15,-2.45281672179932e-16,-1,0.842106844540592,30,0.221089476500732,0.460674157303371,0.244576225032562,4.08870486028176,0.950758942253628,0.0345454545454545,15.96,0,10.6392156862745,136.75623365833,0,1.23,1.36222485869865,6,123,0.294284097340124
