"","X","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"ER",1,1,100,475,1,100,3,17,9.5,3,2.33159120172687,0.444877536501246,0.004450160749688,0.251847091412742,4,0.0264001783809065,0.0910738559130041,0.0962202156860051,10.392826422914,0.483256879021076,0.0757575757575758,3.32,3,2.28020202020202,254.328951341829,0,4.02,2.90933711079387,16,402,0.0371439583784514
"2",2,0.1,"ER",1,1,100,496,1,100,3,18,9.92,3,2.42155825988446,0.446065629232714,0.00453225084448627,0.216510308272633,4,0.0303315753871618,0.0929474113330616,0.0911117087241262,10.9755377657098,0.49829065786003,0.0816161616161616,3.2,3,2.24040404040404,258.487080015312,0,4.56,3.40326640482672,16,456,0.00274284588053107
"3",3,0.1,"ER",1,1,100,477,1,100,3,16,9.54,3,2.64755891285052,0.438172471743296,0.0044859404720502,0.234640419463014,4,0.0226293330852219,0.0932852636322668,0.0964152491957244,10.371803302297,0.474119961730744,0.0652525252525253,3.14,3,2.26060606060606,256.71943485024,0,4.14,2.71553703972923,12,414,-0.0123942649585193
"4",4,0.1,"ER",1,1,100,483,1,100,2,18,9.66,2,1.29163940576133,0.447979370473339,0.00449145541569507,0.25388895318682,4,0.0257518093930652,0.0915032679738562,0.0949013185539072,10.5372613914944,0.50383152360893,0.0842424242424242,3.23,3,2.25979797979798,255.954739796551,0,4.2,3.09120616516523,18,420,-0.0260506403349448
"5",5,0.1,"ER",1,1,100,485,1,100,3,17,9.7,3,2.46793958126405,0.440495463607581,0.0045083619810596,0.234607290891699,4,0.0212015487343346,0.0946351931330472,0.0934281778641895,10.7034090020854,0.491249133921692,0.0737373737373737,3.17,3,2.25131313131313,257.282694760369,0,4.41,3.73110052278294,16,441,0.0166878610354567
"6",6,0.1,"ER",1,1,100,488,1,100,3,17,9.76,3,2.61016412698526,0.423147243161687,0.00449894411843721,0.287034315372212,4,0.0262811904548258,0.10748357006572,0.0936401648681393,10.6791781219967,0.49898242850034,0.0731313131313131,3.15,3,2.2549494949495,256.574648395749,0,5.07,3.68248653367627,16,507,-0.0702082031170889
"7",7,0.1,"ER",1,1,100,477,1,100,2,17,9.54,2,1.7268509486541,0.456079928234991,0.00447458571953812,0.254576339719332,4,0.0245308532161539,0.105309346204476,0.0942124278351519,10.6143109033317,0.502210941455526,0.0753535353535354,3.25,3,2.26929292929293,253.675329081315,0,4.8,3.81914369798501,18,480,-0.0311659709595625
"8",8,0.1,"ER",1,1,100,470,1,100,4,20,9.4,4,2.78599453092968,0.407142741735653,0.00442842399471123,0.226765504753282,4,0.0456604784446559,0.101671938544962,0.09501218000611,10.5249663773181,0.556972863807646,0.107070707070707,3.28,3,2.29252525252525,251.104464797526,0,4.5,3.48590234394413,16,450,0.0082526171648119
"9",9,0.1,"ER",1,1,100,478,1,100,4,15,9.56,4,2.80061645490706,0.429128214619449,0.00445340588120363,0.227433868454684,4,0.02328664099506,0.0927765237020316,0.0963808801626612,10.3755018455145,0.434176376105032,0.0549494949494949,3.21,3,2.27757575757576,254.610083042934,0,4.11,2.82089963442068,14,411,0.0754747078830249
"10",10,0.1,"ER",1,1,100,475,1,100,2,17,9.5,2,1.55034261810285,0.436920704148354,0.00444917156996298,0.240600554016621,4,0.0301134147224381,0.0927694406548431,0.0962164592303772,10.3932321766865,0.547711463978028,0.0757575757575758,3.37,3,2.28141414141414,254.853713244378,0,4.08,3.2773480286674,20,408,0.0783624994287811
"11",11,0.1,"ER",1,1,100,468,1,100,1,17,9.36,1,0.883682223919728,0.422556925339372,0.00443458192221581,0.235010775074878,5,0.0217296336081195,0.0914461247637051,0.0986372941427642,10.1381532075752,0.533445457985142,0.0771717171717172,3.56,3,2.28787878787879,253.256769888094,0,3.87,3.04728725196027,16,387,0.0115168848985192
"12",12,0.1,"ER",1,1,100,465,1,100,2,15,9.3,2,1.76994542101359,0.417863569042362,0.00441676806163906,0.246109376806567,4,0.0247603581162841,0.0999534016775396,0.0970902502903063,10.2996953557122,0.474868001272815,0.0575757575757576,3.34,3,2.2989898989899,249.989244386498,0,4.29,3.12143129562919,14,429,-0.00705134741172434
"13",13,0.1,"ER",1,1,100,470,1,100,2,20,9.4,2,1.82878108220513,0.439682163319485,0.00444975571157595,0.255475328202807,4,0.0414611460034422,0.0976553608012748,0.0959399463147756,10.4231869873998,0.590935106179744,0.107070707070707,3.15,3,2.28020202020202,251.397006792717,0,4.29,3.57119508616294,21,429,-0.0157521510769515
"14",14,0.1,"ER",1,1,100,465,1,100,3,17,9.3,3,2.31712070824077,0.409653947365635,0.00441836568254571,0.240575789108567,4,0.0242013408156237,0.101542712410776,0.0954480177173664,10.4769069480429,0.515863162251074,0.0777777777777778,3.31,3,2.2989898989899,250.311377900206,0,4.41,3.58192713775727,14,441,0.0475322442484373
"15",15,0.1,"ER",1,1,100,453,1,100,2,15,9.06,2,1.66863111201144,0.40846183190078,0.00438206457991544,0.270826328279949,4,0.021971418579565,0.0891751300470646,0.100379380489447,9.96220533663414,0.426307305393379,0.06,3.39,3,2.31656565656566,246.984801368683,0,3.6,2.73769054039157,11,360,-0.0356501048050847
"16",16,0.1,"ER",1,1,100,466,1,100,2,16,9.32,2,1.76168105126491,0.430216243727568,0.00442960565515427,0.248581664793973,4,0.0248249220725157,0.100207325501037,0.0965554330224291,10.3567450188713,0.484049110987267,0.0674747474747475,3.28,3,2.29292929292929,249.542458305302,0,4.35,3.3192885936111,15,435,-0.0393253790893434
"17",17,0.1,"ER",1,1,100,472,1,100,3,19,9.44,3,2.46660624417513,0.444441882368715,0.00447127652904822,0.223059106578569,4,0.0291907807859334,0.10035922766053,0.0957870197307916,10.4398278891074,0.52926720003577,0.0965656565656566,3.2,3,2.26848484848485,253.105060958428,0,4.47,3.23945063306117,13,447,-0.123397316589101
"18",18,0.1,"ER",1,1,100,474,1,100,4,18,9.48,4,2.68398027376168,0.414121574663613,0.00446020951182291,0.236044348306005,4,0.0262298932831155,0.0929384965831435,0.0969247154333761,10.3172859010082,0.515824796392629,0.0860606060606061,3.2,3,2.27414141414141,254.571913886693,0,4.08,2.9565199307649,17,408,-0.0157625622648333
"19",19,0.1,"ER",1,1,100,477,1,100,4,20,9.54,4,2.98479482300294,0.441719204068774,0.00448265064156296,0.223813228203877,4,0.0419791660762231,0.0927284856571047,0.0953885811490824,10.4834351025423,0.556546747108043,0.105656565656566,3.13,3,2.26363636363636,254.212145247339,0,4.17,3.06183743605837,15,417,-0.0374574844840294
"20",20,0.1,"ER",1,1,100,473,1,100,3,17,9.46,3,2.47553513232204,0.420368661393694,0.00446430870010512,0.238031278913328,4,0.0280804293826497,0.0901201602136182,0.0947270719668994,10.5566442542363,0.478954253465499,0.0761616161616162,3.21,3,2.27434343434343,252.163480255857,0,4.05,3.21729857194046,16,405,-0.0336767991334385
"21",21,0.1,"ER",1,1,100,473,1,100,4,15,9.46,4,2.99086422720471,0.431489916590883,0.00445220845864211,0.262058114951571,4,0.0198241851254378,0.0838028169014085,0.0992967072912054,10.0708273947828,0.404709713513084,0.055959595959596,3.15,3,2.2759595959596,255.460924673169,0,3.57,2.21680906355113,10,357,0.0177755627543809
"22",22,0.1,"ER",1,1,100,482,1,100,3,16,9.64,3,2.31709445423601,0.439857858316889,0.0044808401794792,0.242039135001119,4,0.0243723523641073,0.100790513833992,0.0956965886214656,10.4496932900667,0.432137031573043,0.0642424242424242,3.18,3,2.26383838383838,255.454535912476,0,4.59,3.09478218420566,16,459,-0.0731411287234864
"23",23,0.1,"ER",1,1,100,485,1,100,1,19,9.7,1,0.856640910872099,0.452692120189977,0.00450502289286181,0.20611754702944,4,0.037598389414042,0.0919931856899489,0.093120400745409,10.7387854003549,0.513679934457021,0.0939393939393939,3.39,3,2.2559595959596,255.899198837921,0,4.32,3.51872336812858,17,432,0.00429127486400313
"24",24,0.1,"ER",1,1,100,474,1,100,3,15,9.48,3,2.25799534718465,0.424028298793916,0.00446535392812849,0.251773665188983,4,0.0198697261957967,0.0892978868438991,0.0965475944510842,10.3575858692849,0.427530585544902,0.0557575757575758,3.29,3,2.27373737373737,254.011761617425,0,3.93,2.73863122930069,11,393,0.0418760264975929
"25",25,0.1,"ER",1,1,100,472,1,100,4,19,9.44,4,3.09553348442646,0.444379203341486,0.00446656616024443,0.254239532461936,4,0.0382837824527932,0.0942126514131898,0.0953854951658252,10.483774270517,0.514900459146109,0.0965656565656566,3.13,3,2.27151515151515,252.684343721595,0,4.2,3.52766841475279,16,420,-0.0434993865626877
"26",26,0.1,"ER",1,1,100,466,1,100,4,16,9.32,4,2.924178758912,0.407181707518809,0.00443421964074541,0.253766877267955,4,0.0229240607431736,0.0933081998114986,0.0986214996668759,10.1397768577623,0.451406675854614,0.0674747474747475,3.21,3,2.28707070707071,252.119003598999,0,3.96,3.12345315251559,12,396,-0.046803156317898
"27",27,0.1,"ER",1,1,100,455,1,100,4,16,9.1,4,2.90012009005179,0.41558664076428,0.00437633663663508,0.258637845670813,4,0.0296812151612985,0.0937730740831898,0.0997843133564754,10.0216152856365,0.510130033696168,0.0696969696969697,3.25,3,2.31676767676768,247.340294099255,0,3.81,3.03413242887643,15,381,-0.0207544813774015
"28",28,0.1,"ER",1,1,100,451,1,100,4,19,9.02,4,2.63532469995423,0.414817310903014,0.00439863847193819,0.265404299880532,4,0.0490609164652301,0.0832507433102081,0.100308876504663,9.96920746045355,0.539864051624068,0.100808080808081,3.21,3,2.30686868686869,246.956543124094,0,3.36,2.6112422060364,12,336,-0.054366012728364
"29",29,0.1,"ER",1,1,100,464,1,100,4,17,9.28,4,2.79144477269651,0.444181774379374,0.00442321831704133,0.242336132580262,4,0.0296581839041233,0.0952825782344699,0.0966980610305983,10.3414689947461,0.4900634537461,0.077979797979798,3.15,3,2.29353535353535,250.496667833202,0,4.08,3.4220910377585,15,408,0.0198083680802769
"30",30,0.1,"ER",1,1,100,469,1,100,2,17,9.38,2,1.72436530487345,0.429870027098561,0.00444488896990152,0.239569741908793,4,0.0268677309828869,0.0905349794238683,0.0963555080060551,10.3782339037345,0.480747409796723,0.076969696969697,3.33,3,2.28444444444444,251.712228881989,0,3.96,3.21586973956007,16,396,-0.0408852596074363
"31",31,0.1,"ER",1,1,100,460,1,100,3,16,9.2,3,2.44429180085871,0.421425460547903,0.00441546077460118,0.251457939508507,4,0.0298826767470449,0.0932305468561792,0.0990961079521542,10.0912136779663,0.437651588690002,0.0686868686868687,3.21,3,2.29838383838384,250.624505842398,0,3.87,3.02399494949073,16,387,0.0117497033638163
"32",32,0.1,"ER",1,1,100,456,1,100,2,16,9.12,2,1.69371050165899,0.425585598898484,0.00438704038594226,0.224766274238227,4,0.020913989195527,0.0992102665350444,0.099976563641662,10.0023441852254,0.54719773736997,0.0694949494949495,3.41,3,2.31393939393939,249.85425239118,0,4.02,3.43181784734763,24,402,0.0355975670645912
"33",33,0.1,"ER",1,1,100,464,1,100,3,17,9.28,3,2.55658109868405,0.377874437241761,0.00440717579917641,0.266261333234245,4,0.0286553752020439,0.0937052932761087,0.0988618933445471,10.1151208637575,0.5004602495322,0.077979797979798,3.22,3,2.3010101010101,250.450659930574,0,3.93,2.5475478405714,11,393,0.00711537245000366
"34",34,0.1,"ER",1,1,100,465,1,100,2,18,9.3,2,1.62005948329269,0.454475457132522,0.00442986553567204,0.219981500751532,4,0.0277517983353371,0.0841584158415842,0.0974405367318863,10.262669249776,0.559022702684532,0.0878787878787879,3.32,3,2.29131313131313,252.600046454604,0,3.57,2.86481617510997,16,357,0.0403078870135395
"35",35,0.1,"ER",1,1,100,473,1,100,2,17,9.46,2,1.72482582010217,0.395235041010207,0.00442762554256191,0.243461956205946,4,0.0250227982329994,0.104430379746835,0.0956602722275832,10.4536604037768,0.467227236401071,0.0761616161616162,3.36,3,2.29353535353535,252.379307958349,0,4.62,3.14555964091375,15,462,0.0525656372196962
"36",36,0.1,"ER",1,1,100,465,1,100,4,16,9.3,4,2.7414760444777,0.431119035383581,0.00443465432014375,0.261570123713724,4,0.0277812354391313,0.0937947494033413,0.0997074203304852,10.029343821006,0.404835638565403,0.0676767676767677,3.19,3,2.28686868686869,252.134350621567,0,3.93,2.4546595558964,13,393,-0.0514567328598391
"37",37,0.1,"ER",1,1,100,470,1,100,4,17,9.4,4,2.97226029270906,0.441426030255094,0.00445179900549123,0.255805794477139,4,0.024765938380733,0.0984971098265896,0.0973386110660727,10.273415544436,0.475447439707388,0.0767676767676768,3.13,3,2.2779797979798,253.6875692938,0,4.26,3.2956046639441,15,426,-0.0159006575600706
"38",38,0.1,"ER",1,1,100,470,1,100,3,18,9.4,3,2.03474524283725,0.410579142295632,0.00445404640424252,0.238551380715256,4,0.0382495599853066,0.117213663764233,0.0942073097977095,10.6148875511602,0.495385683651301,0.0868686868686869,3.27,3,2.28121212121212,252.296521959337,0,5.25,4.06108658396053,18,525,-0.0182589404396172
"39",39,0.1,"ER",1,1,100,488,1,100,4,16,9.76,4,2.80845846774904,0.440859348901502,0.00449881868466237,0.257850292260145,4,0.0171035272544101,0.0975872468763464,0.0946743992783378,10.5625175086673,0.428978955479521,0.063030303030303,3.16,3,2.25373737373737,256.934821649443,0,4.53,3.10572947237127,17,453,-0.0326538651389783
"40",40,0.1,"ER",1,1,100,509,1,100,3,17,10.18,3,2.6938617088439,0.459524750060403,0.00458339067200918,0.224068920530645,4,0.0242108642729095,0.108034849951597,0.0894233339862677,11.1827635520005,0.471591595587126,0.0688888888888889,3.13,3,2.21393939393939,262.310114681383,0,5.58,4.09034339523091,20,558,-0.0306295865707626
"41",41,0.1,"ER",1,1,100,522,1,100,4,19,10.44,4,3.26123474389929,0.441798792412242,0.00462618149043241,0.240799459784795,4,0.0262801069850611,0.105993340732519,0.0878129300246688,11.3878445887078,0.463910326380011,0.0864646464646465,3.05,3,2.19272727272727,264.538762579127,0,5.73,4.43096313948044,22,573,-0.0486974976893852
"42",42,0.1,"ER",1,1,100,524,1,100,3,17,10.48,3,2.6521598649587,0.461240969614157,0.00462815937617346,0.245518544956588,4,0.0174855692821819,0.101893095768374,0.0878748971130432,11.3798141773479,0.426194091638467,0.0658585858585859,3.03,3,2.19131313131313,265.368710467583,0,5.49,3.75646244504189,14,549,0.0369837805934793
"43",43,0.1,"ER",1,1,100,517,1,100,3,19,10.34,3,2.67119128529582,0.433312198701151,0.00460077239862089,0.247589687566641,4,0.0284189555609351,0.113795055670881,0.0884641057483198,11.3040197664463,0.483155132523428,0.0874747474747475,3.06,3,2.20383838383838,264.993371383814,0,6.03,4.76191753245041,23,603,-0.0334085274301125
"44",44,0.1,"ER",1,1,100,521,1,100,3,18,10.42,3,2.67272621849567,0.45112684198483,0.00461924574754873,0.227290645112566,4,0.0281912292049256,0.102316960148285,0.0878563209295003,11.3822203049277,0.444328421636802,0.0765656565656566,3.05,3,2.19616161616162,264.396475085658,0,5.52,3.96571162426981,19,552,-0.0469242535658863
"45",45,0.1,"ER",1,1,100,520,1,100,5,17,10.4,5,3.75254369382298,0.464857926505948,0.0046248938623055,0.227679363905325,4,0.0186550343940397,0.0892278360343184,0.089471434714927,11.1767515876569,0.461587675740354,0.0666666666666667,3.02,3,2.19070707070707,265.399577884082,0,4.68,3.55868549105459,18,468,0.0191793701218618
"46",46,0.1,"ER",1,1,100,515,1,100,5,20,10.3,5,3.52730467464173,0.467490606501271,0.00459296357681671,0.203397115656518,4,0.0308918163393876,0.112101669195751,0.0880260378288448,11.3602750352614,0.522563215269332,0.097979797979798,3.12,3,2.20989898989899,264.093943438988,0,5.91,4.31603774522209,22,591,0.0427958548033971
"47",47,0.1,"ER",1,1,100,515,1,100,3,18,10.3,3,2.39025047291419,0.455236348135123,0.00459321762068259,0.245001413893864,4,0.0249753430828403,0.0982295830953741,0.0888751302126454,11.2517416020361,0.430712839546592,0.0777777777777778,3.15,3,2.21030303030303,263.013873768806,0,5.16,3.65070907738165,18,516,-0.00643446635892968
"48",48,0.1,"ER",1,1,100,521,1,100,4,19,10.42,4,3.18373836610465,0.438571195287196,0.00460432798831182,0.224638134990661,4,0.0298302397517526,0.105697151424288,0.0886931752369713,11.2748246674921,0.434799989850321,0.0866666666666667,3.1,3,2.20262626262626,265.512980103098,0,5.64,3.58030527449628,18,564,-0.027681841096414
"49",49,0.1,"ER",1,1,100,523,1,100,3,21,10.46,3,2.70673261743516,0.468910366659711,0.00463200920078489,0.238662079706357,4,0.024417150498661,0.104147633838845,0.0867315945049356,11.5298237707724,0.573027893818418,0.106464646464646,3.02,3,2.19010101010101,265.155354750059,0,5.7,4.64388378037786,30,570,-0.0297494236776544
