"","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"11",11,"LAT","1","1",484,43054,1,484,77,262,177.909090909091,77,43.4740315794515,0.292998568642699,0.00117111437393089,0.304292262798985,4,0.00327539465877577,0.659762274125284,0.00515453767387441,194.003820181287,0.408445818590674,0.174101261057783,3.36363636363636,2,1.79164313946923,1954.78926177271,2590,11096.1818181818,4404.33312140515,19210,5370552,0.281346221067072
"12",12,"LAT","1","1",484,48906,1,484,90,302,202.090909090909,90,57.170184415381,0.34328210519651,0.0012437827542848,0.2783364746871,4,0.00274153999755363,0.675591058620812,0.00456607912888357,219.006279079641,0.390855135405987,0.206851119894598,3.12396694214876,2,1.68615574149171,1953.31255178063,3557,14659.2148760331,5856.01141714289,26194,7095060,0.219050579452082
"13",13,"LAT","1","1",484,54782,1,484,104,338,226.371900826446,104,72.836721957463,0.394594725334857,0.00131224514427387,0.237222821481574,4,0.00223866175615097,0.692527378342892,0.00410517549043791,243.594945533821,0.369882784549746,0.231114076963879,2.92561983471074,2,1.59789880738497,1953.65890965675,4768,18817.9090909091,7471.90427472697,34042,9107868,0.163657511026925
"14",14,"LAT","1","1",484,60620,1,484,119,370,250.495867768595,119,90.2906061331963,0.446052630322649,0.00137743805354359,0.213665165227108,3,0.00183905521153217,0.711080267986207,0.00373817783695356,267.510012529247,0.346892317185384,0.247420563626097,2.76859504132231,2,1.52209845490478,1963.08290438395,6265,23575.5371900826,9183.36564332417,42528,11410560,0.116467631655112
"15",15,"LAT","1","1",484,66360,1,484,135,398,274.214876033058,135,109.313578778086,0.496945909212684,0.00144002819472794,0.187312743843198,3,0.00152277555733182,0.730742202213409,0.00344189264836026,290.537823855839,0.322654732264311,0.256283900552675,2.62809917355372,2,1.45562342795544,1961.31485833868,8085,28892.1818181818,10895.419686878,51335,13983816,0.0772994655986511
"16",16,"LAT","1","1",484,71944,1,484,152,422,297.289256198347,152,129.668545879661,0.546702167079192,0.00150027393458253,0.154221698425319,3,0.00126291292866018,0.751589374123573,0.00319994926296749,312.504954866892,0.297628586227737,0.258200297725989,2.45454545454545,2,1.39672843625413,1951.39392980642,10276,34727.652892562,12510.6856731265,60159,16808184,0.0456061195272541
"17",17,"LAT","1","1",484,77316,1,484,170,442,319.487603305785,170,151.113385841709,0.59480464549249,0.00155829245441544,0.13152690210585,3,0.00104143481795498,0.773122041052761,0.0030005646068363,333.270611044888,0.272086977016602,0.253648854439368,2.29752066115702,2,1.34418151018942,1927.15358372227,12880,40999.5371900826,13927.3515956406,68688,19843776,0.0208464464032611
"18",18,"LAT","1","1",484,82422,1,484,189,458,340.586776859504,189,173.40810349916,0.640707452739666,0.00161411695481901,0.108114597848315,3,0.000847169788569941,0.795195133776031,0.00283511950199854,352.718818129211,0.246178676023692,0.243091559297093,2.17355371900826,2,1.2970073404856,1893.20168232044,15951,47619.8925619835,15056.2303057402,76660,23048028,0.00257815271216056
"19",19,"LAT","1","1",484,87210,1,484,209,470,360.371900826446,209,196.331671757557,0.683778078950022,0.0016676618770773,0.0777118798804683,3,0.000673317215726907,0.817322510025459,0.00269722963150305,370.750783811737,0.219963338927285,0.226973290214397,2.08264462809917,2,1.25448727820269,1849.96765240338,19536,54461.5289256198,15827.5298264457,83823,26359380,-0.00962183346318645
"20",20,"LAT","1","1",484,91630,1,484,230,478,378.636363636364,230,219.710093906086,0.723294914810002,0.00171869186179033,0.0817519593632101,3,0.000515696881866426,0.83921772085053,0.00258212811803894,387.277452661595,0.193432777325689,0.205721814417467,2.02479338842975,2,1.21615933473641,1800.37968480461,23695,61387.0909090909,16201.9050143876,89967,29711352,-0.0164128051645458
