"","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,"LAT","1","1",324,612,1,324,2,4,3.77777777777778,2,0.0303844939755841,0.00827217683629357,0.000264308145588208,0.73217966380452,34,0.0415462568001894,0,0.253456820677734,3.94544521361089,0.550802550720193,0.000687994496044032,26,18,12,510.56631467239,0,0,0,0,0,0.618348115299331
"2",2,"LAT","1","1",324,1766,1,324,5,12,10.9012345679012,5,0.208085406695416,0.0200180207883307,0.000506439038868067,0.651213176022748,17,0.0207624225777707,0.470732250166926,0.0859566452331603,11.6337718542582,0.535797940431591,0.00340175056377327,13.2469135802469,9,6.25077399380805,794.529323636827,7,26.1111111111111,6.28921136284697,30,8460,0.600996632950472
"3",3,"LAT","1","1",324,3394,1,324,9,24,20.9506172839506,9,0.754264065283738,0.0385229152545425,0.000729062015752049,0.588204894838512,12,0.0138043247876524,0.527200227855312,0.0440438053237544,22.7046685146586,0.518375487647145,0.00944081336238199,9,6,4.33470932232542,907.854052205681,28,114.259259259259,31.2492339087383,138,37020,0.585021351754563
"4",4,"LAT","1","1",324,5430,1,324,14,40,33.5185185185185,14,1.97365587395693,0.0643098907088946,0.000934398515536625,0.531521388914326,9,0.0103361526774287,0.567541218016769,0.0272544989495078,36.6911900252733,0.499937310979795,0.0200665061346176,6.87654320987654,5,3.37709742766502,1017.71532116819,75,323.407407407407,99.185759711163,414,104784,0.559330489399358
"5",5,"LAT","1","1",324,7810,1,324,20,60,48.2098765432099,20,4.22429872142995,0.0976824342919074,0.00112433671831569,0.511639153978697,7,0.00812424470724322,0.586959880517073,0.0188450478432303,53.0643386166423,0.480977212626932,0.0365019302067806,5.60493827160494,4,2.80288957688339,1080.23115983951,160,703.518518518518,234.731497283585,954,227940,0.524767379566027
"6",6,"LAT","1","1",324,10472,1,324,27,84,64.641975308642,27,7.87754431382369,0.138612421786855,0.0013007488235233,0.467103643839646,6,0.00625872250484717,0.606929050016708,0.0140311041652894,71.270228502318,0.461354662319873,0.0599319649887245,4.76543209876543,3,2.41967664258686,1137.10314568033,301,1322.96296296296,472.519849225339,1908,428640,0.479995635243942
"7",7,"LAT","1","1",324,13356,1,324,35,112,82.4444444444444,35,13.2706474851571,0.186638466182295,0.00146421357077034,0.409229859553225,5,0.00545775798557036,0.623108166916493,0.0110180955982729,90.7597861246318,0.441782138626105,0.0915032679738562,4.1358024691358,3,2.14757481940144,1177.13986605841,515,2227.2962962963,836.937546551919,3420,721644,0.422069972979067
"8",8,"LAT","1","1",324,16404,1,324,44,144,101.259259259259,44,20.6589973094907,0.240824636431,0.00161742831934023,0.362159380185788,5,0.0053584137346476,0.641024064280736,0.00900806956619813,111.011576082005,0.42383460006897,0.132324274739135,3.69135802469136,3,1.94209379658296,1209.15982174935,826,3474.77777777778,1354.60923043609,5700,1125828,0.350308335927939
"9",9,"LAT","1","1",324,19560,1,324,54,178,120.740740740741,54,30.1752022794404,0.299780525625413,0.00176052206080678,0.309286395538242,4,0.00476146430283373,0.658949396758747,0.0076017858390565,131.548036365638,0.405706788086123,0.177273248480679,3.33333333333333,2,1.7823644077514,1219.84750380618,1256,5091.55555555556,2027.4412429977,8844,1649664,0.27154209517918
"10",10,"LAT","1","1",324,22770,1,324,65,210,140.555555555556,65,41.7840128408162,0.361655057767201,0.00189254241256139,0.264053537803037,4,0.00380853003386631,0.679240943748931,0.00658139817295936,151.943397697566,0.383396126553269,0.21499828001376,3.04938271604938,2,1.65714940947139,1224.46622920988,1835,7110.18518518519,2843.71689407539,12766,2303700,0.197249784877463
"11",11,"LAT","1","1",324,25982,1,324,77,238,160.382716049383,77,55.3136255488316,0.424600169977573,0.00201563583030866,0.218104523177261,4,0.00298328903526674,0.70104057544649,0.0058195464210998,171.834697696426,0.356700310409898,0.240301188701601,2.82716049382716,2,1.5556702213049,1231.83751921068,2590,9525.85185185185,3754.66051978751,17214,3086376,0.134164507440706
"12",12,"LAT","1","1",324,29146,1,324,90,262,179.913580246914,90,70.5249012341244,0.487145259684684,0.00213213802049579,0.170128762984937,3,0.00236308021541593,0.725109216421621,0.00523753266637132,190.929596758548,0.327625176438767,0.254137522455376,2.65432098765432,2,1.47032068187899,1238.18864285508,3557,12333.7407407407,4696.92895853821,21983,3996132,0.0832556095084168
"13",13,"LAT","1","1",324,32214,1,324,104,282,198.851851851852,104,87.1431292065805,0.548167317724856,0.00224318225546129,0.14367867043104,3,0.00188000419087964,0.750533430398624,0.00478468716920641,209.000079761925,0.297201551655415,0.257424607269808,2.44444444444444,2,1.39697282421741,1231.7093388522,4768,15489.962962963,5587.91832160266,26804,5018748,0.0436857147990419
"14",14,"LAT","1","1",324,35140,1,324,119,298,216.913580246914,119,104.88940929287,0.60670957125526,0.00234911794932461,0.113773783636087,3,0.00148258503260776,0.777266807851726,0.00442733504848695,225.869510450028,0.265978420924158,0.251041547223178,2.25925925925926,2,1.33325688950044,1216.81658701766,6265,18944.5925925926,6347.32912656463,31440,6138048,0.0144714675994524
"15",15,"LAT","1","1",324,37880,1,324,135,310,233.827160493827,135,123.496007828007,0.661751052168241,0.00245000987606314,0.0967560989157112,3,0.00114170046178295,0.804419230407707,0.0041425293915868,241.398407946347,0.234217995921157,0.235829224477315,2.12345679012346,2,1.27741466957153,1191.73703097868,8085,22610,6902.68316476028,35663,7325640,-0.00517862796121034
"16",16,"LAT","1","1",324,40392,1,324,152,318,249.333333333333,152,142.727047714328,0.712069198728598,0.00254551459768299,0.0779517480032579,3,0.000841307128643122,0.831554318190307,0.00391434591476191,255.470523498898,0.201991300952333,0.212590299277606,2.03703703703704,2,1.22826128502083,1161.00232504708,10276,26387.3333333333,7204.61345314847,39287,8549496,-0.01613811750126
"17",17,"LAT","1","1",324,42636,1,324,170,322,263.185185185185,170,162.399183239883,0.756332231155129,0.00263474063616,0.0466250103827176,2,0.000572068033129442,0.857779731058534,0.00373163243893306,267.979233315358,0.169230009503721,0.182089209952987,2,2,1.18518518518519,1139.78919385562,12880,30144,7241.22699008817,42144,9766656,-0.0202618126687808
"18",18,"LAT","1","1",324,44574,1,324,187,323,275.148148148148,187,180.789865345967,0.793546586020772,0.00271606317853302,0.0627350500810664,2,0.000358373850516912,0.88239089680429,0.00358662698774258,278.813493406907,0.137225175754947,0.148148148148148,1.98765432098765,1,1.14814814814815,1097.41247423961,15755,33732.3333333333,7051.31526628331,44251,10929276,-0.0218332308825598
"19",19,"LAT","1","1",324,46206,1,324,203,323,285.222222222222,203,197.609968803472,0.824561495181482,0.00278826827242066,0.0489705735233119,2,0.000217825570568638,0.904607492320846,0.00347232085144151,287.991819530404,0.108721057358993,0.116959064327485,1.96296296296296,1,1.11695906432749,1049.16575709764,18836,37030.7777777778,6691.61304002252,45883,11997972,-0.0238608449084793
"20",20,"LAT","1","1",324,47566,1,324,218,323,293.617283950617,218,213.153295451927,0.850956865505863,0.00285125703594428,0.0365551123375398,2,0.000132898131051614,0.924143496002349,0.00338207855590304,295.676159932658,0.0848566461718686,0.0909681611435997,1.92592592592593,1,1.0909681611436,1001.09768235055,22063,39985.5555555556,6196.14262508059,47243,12955320,-0.0265784807925754
