"","radius","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.4,"Spatial","1","1",25,84,1,25,2,12,6.72,2,0.585660833289822,0.102406862930137,0.0190677812259853,0.36203231292517,4,0.218329225122703,0.609712230215827,0.124089603690377,8.05869283372969,0.587411990708564,0.22,3.52,2,2.25333333333333,48.7734291262494,1,13.56,8.46601047325913,33,339,0.163751395608486
"2",0.4,"Spatial","1","1",25,132,1,25,2,17,10.56,2,1.02444925475236,0.300259729790786,0.0245854130010182,0.119174701561065,4,0.113269157116259,0.726915520628684,0.0771847832475331,12.9559215939362,0.432146947088746,0.268333333333333,3,2,1.76,51.4836716218551,1,44.4,30.1288897903657,91,1110,0.269261533872914
"3",0.4,"Spatial","1","1",25,114,1,25,2,14,9.12,2,1.08630151873586,0.250187003368296,0.0229850270284032,0.300746383502616,4,0.100511915333196,0.672607879924953,0.0945102344122409,10.5808646673982,0.408293305214409,0.203333333333333,3.16,2,1.86333333333333,50.5122608315219,1,28.68,16.1728166996352,51,717,0.187469798907186
"4",0.4,"Spatial","1","1",25,94,1,25,2,12,7.52,2,0.793110411915747,0.200401589777157,0.0208120312708907,0.377376641014033,4,0.115984603611768,0.637660485021398,0.114778091868674,8.71246405755006,0.500719616724599,0.186666666666667,3.56,3,2.04666666666667,48.14370289176,1,17.88,10.2766726132538,37,447,0.150259946949603
"5",0.4,"Spatial","1","1",25,104,1,25,1,14,8.32,1,0.81546534443489,0.168636686656101,0.021457889337816,0.353504068047337,4,0.129713935420457,0.661073825503356,0.101973790428592,9.80644139829497,0.440836661436036,0.236666666666667,3.44,2,2.01333333333333,48.9792440527498,0,23.64,13.695741430581,44,591,0.124759090325065
"6",0.4,"Spatial","1","1",25,114,1,25,1,16,9.12,1,0.759682582844896,0.213155425745938,0.0227031080830277,0.33329485995691,4,0.163297996691791,0.684452621895124,0.0936547605911085,10.6775138144439,0.437154378872167,0.286666666666667,3.24,2,1.90666666666667,49.7777939892162,0,29.76,16.8009920342024,57,744,0.0965524060144667
"7",0.4,"Spatial","1","1",25,108,1,25,1,14,8.64,1,0.690447983745059,0.147441449478948,0.0219357233285505,0.311342592592593,4,0.209188875733379,0.701137538779731,0.0955589465568089,10.4647449143394,0.469671815101218,0.223333333333333,3.48,2,1.96333333333333,48.9295734727644,0,27.12,16.8233964069883,51,678,0.310798222602922
"8",0.4,"Spatial","1","1",25,96,1,25,1,13,7.68,1,0.56552741195528,0.168866214078318,0.0206842358426155,0.354220920138889,5,0.169471713119811,0.689032258064516,0.101916843699686,9.81192081405759,0.55417501234787,0.221666666666667,3.76,3,2.08333333333333,47.3295574181647,0,21.36,16.1963987766828,50,534,0.427553409208029
"9",0.4,"Spatial","1","1",25,117,1,25,2,17,9.36,2,0.653542970173664,0.179712206315498,0.0221944655722473,0.242676601650961,5,0.12458558667095,0.73873121869783,0.084713713440762,11.8044642287966,0.491980351880222,0.318333333333333,3.76,3,1.96333333333333,49.0752608864419,1,35.4,25.3574446662119,77,885,0.278321047088914
"10",0.4,"Spatial","1","1",25,113,1,25,2,17,9.04,2,1.48510178587873,0.232324064831268,0.0236668877155783,0.287884720808207,4,0.169702820648216,0.664756446991404,0.0954830901284479,10.4730586185968,0.500146760899097,0.331666666666667,2.92,2,1.80333333333333,50.4154860320149,1,27.84,15.7920866259022,62,696,0.0739350192164844
