"","mu","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.15,"Spatial_noncomm","1","1",200,1812,1,200,8,40,18.12,8,6.85059472637606,0.56702368371329,0.00237883320045438,0.165068760514259,3,0.0139919305932779,0.136371109162648,0.045137230285019,22.1546602147607,0.658544008317447,0.109949748743719,3,3,2.12276381909548,682.631212026797,1,24.885,30.6049848962961,162,4977,0.184268096876585
"2",0.15,"Spatial_noncomm","1","1",200,1802,1,200,9,44,18.02,9,6.83348516597232,0.561096158747906,0.00237831860096208,0.148662969470024,3,0.0255677140658008,0.133621639488762,0.045313274684533,22.0685882219264,0.632349159696265,0.130552763819095,3,3,2.12326633165829,680.911926852947,1,24.255,29.2966112743574,141,4851,0.159040328279093
"3",0.15,"Spatial_noncomm","1","1",200,1794,1,200,9,43,17.94,9,7.09929691997723,0.558306251492724,0.00237505310663093,0.16194061934948,3,0.0184422743977503,0.126964526268523,0.0460168322955362,21.7311785734761,0.666402935680496,0.125929648241206,3,3,2.12572864321608,681.332067604871,1,22.62,26.4496411617991,155,4524,0.153103091544016
"4",0.15,"Spatial_noncomm","1","1",200,1806,1,200,9,39,18.06,9,6.95286992381978,0.545390675045351,0.00237670923371392,0.154118970036507,3,0.0180027737887282,0.134989648033126,0.045503306469664,21.9764249586275,0.635823572111924,0.105226130653266,3,3,2.12482412060301,681.168141889216,1,24.45,28.2812063598042,142,4890,0.167767447254742
"5",0.15,"Spatial_noncomm","1","1",200,1814,1,200,8,47,18.14,8,7.07709700539941,0.56044210422395,0.00238178709034134,0.162678122520447,3,0.0183805137578065,0.131494583241212,0.0457888353466124,21.8393849162181,0.706813265460653,0.145025125628141,3,3,2.11959798994975,683.641067387078,1,23.79,28.5329026329835,204,4758,0.167697093948513
"6",0.15,"Spatial_noncomm","1","1",200,1793,1,200,9,40,17.93,9,7.10938021996059,0.551688769902603,0.00238061065295421,0.174044728279114,3,0.0167261789423582,0.127465209596175,0.0465483815543079,21.483024040982,0.65113271589854,0.110904522613065,3,3,2.12,683.730481283705,1,22.395,26.0966309267814,151,4479,0.171790458107106
"7",0.15,"Spatial_noncomm","1","1",200,1809,1,200,9,45,18.09,9,6.93376205358108,0.569688224688836,0.0023845738732542,0.168049722909927,3,0.0216719221014629,0.133445619460474,0.0456134528814255,21.9233567473954,0.66267562174985,0.135226130653266,3,3,2.11708542713568,683.790383931833,0,24.165,29.0616702615655,155,4833,0.157349292265189
"8",0.15,"Spatial_noncomm","1","1",200,1799,1,200,9,45,17.99,9,7.06059242855868,0.556686738896994,0.0023751084200316,0.155530944466591,3,0.0158495091197547,0.128205852446051,0.0459870186441839,21.7452670227943,0.693376240521009,0.13572864321608,3,3,2.1256783919598,683.053943441431,1,22.695,28.2905239208925,176,4539,0.213122909726968
"9",0.15,"Spatial_noncomm","1","1",200,1798,1,200,9,41,17.98,9,7.0147571775823,0.570930268293698,0.00237847710455974,0.174782633781433,3,0.0158780876239018,0.128826139122185,0.0458311038085616,21.8192431973064,0.65627096714199,0.115678391959799,2.995,2,2.1229648241206,681.864132377353,0,23.085,27.6599555441349,151,4617,0.169926111829415
"10",0.15,"Spatial_noncomm","1","1",200,1799,1,200,9,44,17.99,9,6.87323817460551,0.559003346714949,0.00237185280196261,0.164882972836494,3,0.0203081222915876,0.136106958976914,0.045247755822536,22.1005435920855,0.672374836855969,0.13070351758794,3,3,2.12914572864322,679.983003528009,1,24.585,30.0848511103455,167,4917,0.178866706484169
"11",0.15,"Spatial_noncomm","1","1",200,1805,1,200,9,42,18.05,9,6.9353521986714,0.556712182041951,0.00237556630542097,0.154597967863083,3,0.0158910406067142,0.134369060408231,0.0451143255614847,22.1659082243651,0.680016560417145,0.12035175879397,3,3,2.12547738693467,679.919169437085,1,24.39,31.1070109565877,163,4878,0.176734868674518
"12",0.15,"Spatial_noncomm","1","1",200,1810,1,200,9,44,18.1,9,7.15980031964628,0.562723895354051,0.00238113358939654,0.153744235634804,3,0.0136621822303434,0.129805704836709,0.0454496709265091,22.0023595246041,0.691177998788868,0.130150753768844,3,3,2.12070351758794,681.253083463591,1,23.55,28.7300291135307,173,4710,0.182567693462218
"13",0.15,"Spatial_noncomm","1","1",200,1816,1,200,8,43,18.16,8,6.75523464863997,0.560867178961598,0.00237770696006648,0.171977490186691,3,0.0173068416211546,0.127991081139874,0.0451224159871061,22.1619338885966,0.640563501334004,0.124824120603015,3,3,2.12442211055276,683.797521894415,0,23.535,27.9626235640169,131,4707,0.167228730445111
"14",0.15,"Spatial_noncomm","1","1",200,1818,1,200,9,40,18.18,9,6.99591024967782,0.568632394433615,0.00238697460582815,0.14287905395031,3,0.0170931843329251,0.135838150289017,0.0446598743867444,22.3914646812534,0.640218629899493,0.10964824120603,3,3,2.11608040201005,682.276446628489,1,25.38,30.0039461391264,150,5076,0.135452123702413
"15",0.15,"Spatial_noncomm","1","1",200,1817,1,200,9,41,18.17,9,7.22035934002015,0.571624149047721,0.00237910068909921,0.166810795664787,3,0.0150431790885448,0.135666086199391,0.0450493609457823,22.19787315526,0.659197056834611,0.114723618090452,3,3,2.12226130653266,683.981728580959,2,24.93,30.0614964337971,161,4986,0.174394757691458
"16",0.15,"Spatial_noncomm","1","1",200,1800,1,200,9,36,18,9,7.05521011968481,0.566167012502959,0.00238013126299849,0.174029648303986,3,0.0123548063616291,0.12878894091916,0.0462111270063922,21.6398098202988,0.618346889119089,0.0904522613065327,3,3,2.12150753768844,682.560552333318,0,22.965,25.4801878893067,121,4593,0.162475258621097
"17",0.15,"Spatial_noncomm","1","1",200,1795,1,200,9,44,17.95,9,7.12282865533816,0.552987938731435,0.00237377770517021,0.165192395448685,3,0.019971939081919,0.123529907092935,0.0462418623716132,21.6254265877898,0.660467375158087,0.130904522613065,3,3,2.12698492462312,680.137783385977,1,22.005,25.4427127713581,145,4401,0.142554779289927
"18",0.15,"Spatial_noncomm","1","1",200,1800,1,200,9,43,18,9,6.71533652059455,0.564073959375813,0.00237640364036277,0.162886425852776,4,0.0188250127248135,0.12777017019255,0.0460306271853706,21.7246659701786,0.64874960646291,0.125628140703518,3.01,3,2.12502512562814,680.557867754722,1,22.86,25.8894130590617,142,4572,0.164321180697507
"19",0.15,"Spatial_noncomm","1","1",200,1817,1,200,9,39,18.17,9,7.27079985642485,0.579364495495444,0.00238852995079422,0.147917494177818,3,0.0135153694522768,0.12821144217352,0.045781767062957,21.8427567163331,0.643116447518865,0.104673366834171,3,3,2.11402010050251,685.71458588758,0,23.43,25.7407855397034,145,4686,0.138732937196501
"20",0.15,"Spatial_noncomm","1","1",200,1814,1,200,8,41,18.14,8,6.95836388364417,0.543529839594685,0.00237830262434536,0.169402882456779,3,0.0137145978448834,0.137738330046022,0.0451491435407303,22.1488143866532,0.646526400125535,0.114874371859296,3,3,2.1229648241206,682.663903178517,0,25.14,29.8894176328707,140,5028,0.184930746073248
"21",0.15,"Spatial_noncomm","1","1",200,1806,1,200,8,41,18.06,8,7.10285756762716,0.56431126378614,0.00238388242487067,0.148133635520935,3,0.0163673433767506,0.124868719252667,0.0458720711934026,21.7997568887585,0.640607237860817,0.115276381909548,3,3,2.11874371859296,683.579004481025,1,22.59,24.6998443630277,144,4518,0.152714754294503
"22",0.15,"Spatial_noncomm","1","1",200,1821,1,200,8,44,18.21,8,6.45542678148523,0.563116637138177,0.00237814784858314,0.158157423138618,3,0.0183173721471091,0.132442613620965,0.0447953802891639,22.3237305620531,0.66074719832529,0.129597989949749,3,3,2.12366834170854,684.060506166892,1,24.435,30.4646722661086,156,4887,0.193434480640139
"23",0.15,"Spatial_noncomm","1","1",200,1821,1,200,8,43,18.21,8,6.94649693411052,0.565243507995023,0.00238529569806143,0.149632945656776,3,0.0176451941094482,0.131712450752874,0.044889039879629,22.2771527901136,0.652794062113802,0.124572864321608,3,3,2.1172864321608,684.619491211232,0,24.405,29.6242969511387,159,4881,0.165388852328164
"24",0.15,"Spatial_noncomm","1","1",200,1805,1,200,9,48,18.05,9,6.93779894852359,0.564346843507451,0.00237916799263344,0.170732423663139,3,0.0248968909378691,0.126344530862155,0.0456313480262494,21.9147591130718,0.686855795049121,0.150502512562814,3,3,2.12286432160804,678.683172222391,1,22.905,27.1612711087167,180,4581,0.147453800383532
"25",0.15,"Spatial_noncomm","1","1",200,1800,1,200,9,39,18,9,6.91183576669634,0.556796105904352,0.00237406209104659,0.158988267183304,3,0.0128331692389893,0.127486061412998,0.0455043023593399,21.9759439910355,0.617032240537766,0.105527638190955,3,3,2.12708542713568,679.938510665212,0,22.98,27.0168307861719,120,4596,0.17687306803864
"26",0.15,"Spatial_noncomm","1","1",200,1810,1,200,9,42,18.1,9,7.0926148340824,0.561363510088331,0.00238049244900019,0.16246697306633,3,0.0182631067753085,0.130506653442433,0.0454972205436417,21.9793646304346,0.655968396818413,0.120100502512563,3,3,2.12115577889447,681.072126819344,0,23.685,28.3081708644067,151,4737,0.16847023373939
"27",0.15,"Spatial_noncomm","1","1",200,1806,1,200,9,40,18.06,9,7.00482311979778,0.55094498452633,0.00237762038157189,0.164645597338676,3,0.0143792693124237,0.132763201594155,0.0457370521857053,21.8641113104473,0.647762050625245,0.110251256281407,3,3,2.12396984924623,680.621280664403,1,23.985,27.8267210974483,151,4797,0.158823819082452
"28",0.15,"Spatial_noncomm","1","1",200,1812,1,200,9,44,18.12,9,6.86069835136463,0.554268506349152,0.00238022441295817,0.156379580497742,3,0.018279094316879,0.137780430241706,0.044652197576983,22.3953143241369,0.665356475143001,0.130050251256281,3,3,2.12211055276382,681.230133164735,2,25.395,32.5690449421258,181,5079,0.172476127044404
"29",0.15,"Spatial_noncomm","1","1",200,1799,1,200,9,39,17.99,9,7.02212931088341,0.551810831724437,0.00237088629292245,0.163977831602097,3,0.0147541160876768,0.130629757785467,0.0452064503734141,22.1207370129662,0.647169112559884,0.105577889447236,3,3,2.13010050251256,678.248473576746,1,23.595,29.3885934013616,156,4719,0.181112874940717
"30",0.15,"Spatial_noncomm","1","1",200,1791,1,200,9,39,17.91,9,6.91982915826055,0.554590358081758,0.00237023800400657,0.166975617408752,3,0.0159750672410053,0.130570122549707,0.045898128779018,21.7873805883159,0.640511544626182,0.105979899497487,3,3,2.13110552763819,678.445725083639,1,23.28,27.1717337609857,137,4656,0.166458159739182
"31",0.15,"Spatial_noncomm","1","1",200,1781,1,200,8,43,17.81,8,6.91726589758837,0.5632762638944,0.00236929693137614,0.157594472169876,3,0.018555357603368,0.123630361157754,0.0461835107508172,21.6527497312946,0.67935848516846,0.126582914572864,3,3,2.1313567839196,677.899726939131,0,21.72,27.2865236308933,165,4344,0.167900581425262
"32",0.15,"Spatial_noncomm","1","1",200,1794,1,200,9,42,17.94,9,7.08252175149553,0.556906295217023,0.00237844374412638,0.177855774760246,3,0.0193760184318193,0.13117807305276,0.0459322939114998,21.7711748062649,0.641449185493368,0.120904522613065,3,3,2.12316582914573,677.997115864469,1,23.595,26.6852296675907,131,4719,0.121500221845361
"33",0.15,"Spatial_noncomm","1","1",200,1779,1,200,9,39,17.79,9,6.92591759376018,0.56897215992146,0.00237341915687779,0.162898689508438,3,0.0173033154330307,0.124322766570605,0.0467311592691214,21.3989983479989,0.623728005654593,0.106582914572864,3,3,2.12738693467337,680.702149304743,0,21.57,24.8655702310358,124,4314,0.185302522610027
"34",0.15,"Spatial_noncomm","1","1",200,1779,1,200,9,42,17.79,9,6.87649364724818,0.565668235002924,0.00236757479879954,0.165993481874466,3,0.0153378581703219,0.128150839747074,0.0463097968152266,21.5937030341537,0.670212499318687,0.121658291457286,3,3,2.13256281407035,678.704321888546,0,22.395,27.247405021433,149,4479,0.178913975815856
"35",0.15,"Spatial_noncomm","1","1",200,1804,1,200,8,38,18.04,8,6.69788589930318,0.564470664675967,0.00237763815837348,0.15896275639534,3,0.0132361545634774,0.131056194801215,0.0456985993405302,21.8825087514903,0.635308623257386,0.100301507537688,3,3,2.12366834170854,683.181649533384,1,23.52,27.8349334036915,135,4704,0.196511467797272
"36",0.15,"Spatial_noncomm","1","1",200,1787,1,200,8,43,17.87,8,6.89082710711911,0.571855251664892,0.00237261962713359,0.177234590053558,3,0.0215104620883482,0.12635062510607,0.0463445390733706,21.5775152799955,0.634423351000241,0.126281407035176,3,3,2.12809045226131,678.543141122444,0,22.335,26.2344047955137,134,4467,0.151424927158061
"37",0.15,"Spatial_noncomm","1","1",200,1789,1,200,9,38,17.89,9,7.11140865791836,0.557972207167328,0.00237401242145831,0.152447521686554,3,0.0114853547093724,0.123178467340991,0.0465158359202064,21.4980550218512,0.649683945899061,0.10105527638191,3,3,2.12683417085427,679.65633104761,1,21.555,26.534266742418,141,4311,0.191265733255498
