"","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.3,"Spatial","1","1",50,248,1,50,2,17,9.92,2,0.5693175246677,0.0755908178601925,0.00794657936935561,0.475782062955255,6,0.175805240327803,0.630616907844631,0.0777440337064061,12.8627233798598,0.630069339689616,0.144489795918367,4.8,3,2.65387755102041,104.95599858348,1,33.12,23.195390112024,78,1656,0.448722043966836
"2",0.3,"Spatial","1","1",50,251,1,50,3,17,10.04,3,0.875483340302369,0.0879100955650323,0.00829878733487534,0.496627037666069,5,0.126224421430583,0.647264260768335,0.079964924232676,12.5054829926466,0.664275754682569,0.142040816326531,4.2,3,2.51020408163265,106.208509040242,3,33.36,20.4028409386376,80,1668,0.386513215017538
"3",0.3,"Spatial","1","1",50,267,1,50,2,18,10.68,2,0.92921743445603,0.1116076072219,0.00848551028139331,0.422800151496023,6,0.0869772544886892,0.647649918962723,0.0716023987309024,13.9660125599733,0.606557853111414,0.149387755102041,4.32,3,2.48244897959184,107.631825309156,0,39.96,28.6819007140641,94,1998,0.549412508707786
"4",0.3,"Spatial","1","1",50,283,1,50,2,20,11.32,2,0.429221323461086,0.0756422358176131,0.00850730115621793,0.425720136348313,5,0.164290473424697,0.643350604490501,0.0693821551930049,14.4129278950507,0.561329291569094,0.177142857142857,4.18,3,2.48326530612245,108.620791945748,1,44.7,30.125756828498,99,2235,0.438420990310845
"5",0.3,"Spatial","1","1",50,344,1,50,3,25,13.76,1,0.0880624020335041,0.0116288998783084,0.00777522323667853,0.339752906976744,8,0.273635985006247,0.706047556637334,0.0548542264133388,18.230135859811,0.561359424445573,0.229387755102041,6.1,4,2.82204081632653,111.541329567782,3,75.42,56.2592722516539,180,3771,0.490696506387012
"6",0.3,"Spatial","1","1",50,255,1,50,1,19,10.2,1,0.73756005585122,0.0821644990605435,0.00814076535333917,0.484690503652441,5,0.157192836099623,0.643979057591623,0.082125571131364,12.1764754414974,0.639048788570547,0.179591836734694,4.24,3,2.56489795918367,105.760565937972,0,34.44,19.3772009941412,82,1722,0.268094162966756
"7",0.3,"Spatial","1","1",50,250,1,50,2,16,10,2,0.637157627071234,0.0668528615570271,0.00791571539117431,0.50568,6,0.105192727980462,0.649688958009331,0.0809588037060271,12.3519611731312,0.63252069004522,0.122448979591837,4.6,3,2.64897959183673,105.202791199651,1,33.42,19.9305836157727,73,1671,0.39399851603539
"8",0.3,"Spatial","1","1",50,236,1,50,1,14,9.44,1,0.498301715067493,0.0624225725366887,0.00774362749754618,0.554160083309394,6,0.135026430087134,0.661844484629295,0.0932136261671524,10.7280452560314,0.463927757809192,0.0930612244897959,4.88,3,2.69714285714286,103.031439757206,0,29.28,15.1172829866335,58,1464,0.170389873184864
"9",0.3,"Spatial","1","1",50,213,1,50,3,14,8.52,3,0.505500454162882,0.0743419663379299,0.00746150292395988,0.579239128038969,6,0.180712168275958,0.651071025930101,0.0992714683731155,10.0733878161393,0.650158244067554,0.111836734693878,4.9,3,2.80163265306122,102.102454480098,3,23.1,12.2678441463853,48,1155,0.390201744569299
"10",0.3,"Spatial","1","1",50,219,1,50,1,15,8.76,1,0.591943080216377,0.0936594591272231,0.00768617029930483,0.499697671024374,6,0.155448196128221,0.617738589211618,0.0937387230864691,10.6679498831828,0.64168493513475,0.12734693877551,4.96,3,2.71428571428571,102.462652901501,0,23.82,13.4554290689138,53,1191,0.388067804611774
