"","X","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"153",153,"sbm",1,1,50,36,0,20,0,5,1.44,0,-1.35097583482165e-15,-6.63102699294758e-16,-1,0.682484567901235,7,0.0549713082511916,0.0576923076923077,0.344595992298714,2.90194901376899,0.884263021120861,0.0726530612244898,2.84,0,2.97209302325581,42.8989137017516,0,0.06,0.239897937482095,1,3,0.0673575129533678
"154",154,"sbm",1,1,50,123,0,46,0,12,4.92,0,-1.47191502041161e-15,-6.53497854611474e-16,-1,0.237259567717628,11,0.36130337488826,0.221614227086183,0.130659491924533,7.65348146752004,0.675958556823907,0.144489795918367,9.06,0,4.63478260869565,84.0221718114428,0,3.24,3.54884286976554,14,162,0.408539186411758
"155",155,"sbm",1,1,50,218,1,50,2,20,8.72,2,1.82193340311015,0.49562932018576,0.0104412138760134,0.211514182307887,4,0.0739875068317979,0.205353225098727,0.0926251825786547,10.7962000415041,0.51753542491466,0.230204081632653,3.06,2,1.97469387755102,106.552853049754,0,9.36,8.48710907247947,32,468,-0.480572640415503
"156",156,"sbm",1,1,50,183,1,50,2,13,7.32,2,1.173905589589,0.235472334133228,0.00910109373046512,0.256905252470961,4,0.0517341538833044,0.203991130820399,0.112302562008104,8.90451635402441,0.606810543574014,0.115918367346939,3.56,3,2.2669387755102,106.766044543465,0,5.52,5.60699271864507,25,276,0.22113426288579
"157",157,"sbm",1,1,50,129,0,49,0,10,5.16,0,1.5790293911057e-15,3.38579620476221e-16,-1,0.383720930232558,5,0.0768670220981758,0.141384388807069,0.153793655801709,6.50221879951492,0.622928277298845,0.0987755102040816,3.98,0,2.53231292517007,91.0269442947487,0,1.92,2.28428526757791,9,96,-0.00602892942259078
"158",158,"sbm",1,1,50,83,0,21,0,10,3.32,0,-5.25234916480998e-16,-5.99177292745907e-16,-1,0.448541152562055,7,0.0377967513536027,0.305785123966942,0.152288438104891,6.5664866778083,0.800523334860902,0.136326530612245,3.42,0,2.28448275862069,68.7655674851462,0,2.22,3.80273800392962,16,111,0.464124741137775
"159",159,"sbm",1,1,50,693,1,50,20,37,27.72,20,18.3347477580215,0.795559753082134,0.0142922983621701,0.0563488940112317,2,0.00933900097567806,0.578999842577531,0.0351647590966689,28.4375615158054,0.248553603429641,0.189387755102041,2,2,1.43428571428571,171.822947953209,111,220.68,69.8349190474747,378,11034,-0.0980785226378324
"160",160,"sbm",1,1,50,400,0,49,0,29,16,0,6.85650699696184e-15,2.22044604925031e-16,-1,0.037246875,3,0.0645940557467432,0.658894449499545,0.0435962049407888,22.9377763811821,0.43134889663136,0.26530612244898,2.62,0,1.7780612244898,114.354526777988,0,115.86,95.4044045532661,239,5793,-0.0595041992235568
"161",161,"sbm",1,1,50,474,1,50,1,33,18.96,1,0.592733641144439,0.405622253774534,0.0120721719073817,0.0303525966280332,5,0.0568649594327398,0.85102972994631,0.0359708382164306,27.8002973959952,0.419172839775458,0.286530612244898,3.4,3,1.78938775510204,105.896519379145,0,212.4,174.025097884982,399,10620,0.241566531310366
"162",162,"sbm",1,1,50,460,0,47,0,31,18.4,0,-4.10260607942311e-15,2.12945053599041e-16,-1,0.00725661625708879,4,0.0414889381817453,0.89265850945495,0.03533452062647,28.3009358064101,0.41065717046007,0.257142857142857,2.4,0,1.69380203515264,91.0160525547397,0,224.7,184.472579678014,400,11235,-0.078739496520377
"163",163,"sbm",1,1,50,500,1,50,15,28,20,15,12.9733644843349,0.736730771085477,0.0128238767046092,0,3,0.012665595780781,0.30678648899907,0.0491029391266162,20.3653797061193,0.296064153926727,0.163265306122449,2.06,2,1.5934693877551,151.520079691206,27,59.4,25.2117562470611,148,2970,-0.0149501415003435
"164",164,"sbm",1,1,50,783,1,50,15,42,31.32,15,14.5997331105773,0.79522545622851,0.0151536281445018,0.0455464051711905,2,0.00791328803273869,0.700830025261638,0.0303694218405393,32.9278576737713,0.255759053796431,0.217959183673469,2,2,1.36081632653061,162.1565551645,70,349.56,150.372891608203,588,17478,0.0389088727050985
"165",165,"sbm",1,1,50,532,1,50,7,33,21.28,7,6.80536801373494,0.716500974110505,0.0131182071195541,0,3,0.0199930654949167,0.462986517425591,0.0437179631952554,22.8738927185091,0.336181173501572,0.239183673469388,2.04,2,1.5665306122449,156.156630073273,11,109.2,55.5227476824056,228,5460,-0.258994570716009
"166",166,"sbm",1,1,50,497,1,50,9,35,19.88,9,8.14342729007473,0.676709324403282,0.0129077984871689,0.054046613686141,3,0.027754491917809,0.50250556792873,0.0443476649805188,22.5491015240438,0.428180763498923,0.308571428571429,2.12,2,1.59673469387755,152.888921447672,19,108.3,75.8866636128227,283,5415,-0.072047708597281
"167",167,"sbm",1,1,50,236,1,50,2,16,9.44,2,0.205950305578713,0.0214862630796839,0.00805737022286493,0.481677319735708,5,0.171767103465122,0.540077153879126,0.0756702350190408,13.2152358156199,0.696718498854537,0.133877551020408,4.38,3,2.56408163265306,110.759629384199,0,25.2,26.1572949983872,83,1260,0.655469553553231
"168",168,"sbm",1,1,50,467,1,50,3,31,18.68,3,2.84501792931807,0.590281347840471,0.0125326042253819,0.0541544965587444,3,0.0380059895634753,0.629971988795518,0.0414221083270372,24.141697281673,0.406766272920358,0.251428571428571,2.46,2,1.6669387755102,134.096263658982,1,134.94,104.940879371508,281,6747,0.0523053330166027
"169",169,"sbm",1,1,50,281,0,46,0,21,11.24,0,-2.8966951843488e-15,-3.23731881599843e-16,-1,0.0845100745937868,9,0.168535433905646,0.573568872987478,0.0567724437209969,17.6141792471434,0.512140814081039,0.199183673469388,5.4,0,2.48841698841699,106.919506537246,0,51.3,45.2959654913759,121,2565,0.52908924622422
"170",170,"sbm",1,1,50,727,1,50,20,39,29.08,20,19.5079560900491,0.833936202018035,0.0145805659785874,0,2,0.00795340314560853,0.547976547976548,0.0336746194935576,29.6959554417924,0.228008393956594,0.202448979591837,2,2,1.4065306122449,154.364799277525,101,229.92,77.5851974099625,400,11496,-0.302713562897253
"171",171,"sbm",1,1,50,679,1,50,9,38,27.16,9,8.43339052217265,0.721438985784133,0.0143234110772379,0.0592387661834848,2,0.0142982909474157,0.695121951219512,0.0329708117659839,30.3298568169226,0.295589365426125,0.221224489795918,2,2,1.44571428571429,152.535759283108,22,273.6,163.492744643365,473,13680,0.14424740965293
"172",172,"sbm",1,1,50,562,1,50,10,31,22.48,10,1.26348374088851,0.073172103378367,0.012180742017533,0.341166841858639,3,0.0730909906381017,0.872543892416885,0.036032024473319,27.7530894979404,0.423543667481557,0.173877551020408,2.82,2,1.70612244897959,115.441034763748,32,233.58,149.066495229478,389,11679,0.845495760388471
"173",173,"sbm",1,1,50,296,1,50,1,24,11.84,1,0.700383561176746,0.457285294057463,0.0104976069448728,0.0574666727538349,5,0.047936770323065,0.465025906735751,0.0596128127651353,16.7749172302913,0.524479441793311,0.248163265306122,3.48,3,2.01061224489796,115.409145775948,0,43.08,38.4452114796406,125,2154,0.048171977124182
"174",174,"sbm",1,1,50,294,1,50,3,24,11.76,3,1.94391381491978,0.404128364093482,0.0107852453948487,0.105528946272387,4,0.0565782274278053,0.414893617021277,0.0640968078938415,15.6014009567563,0.533873912447315,0.249795918367347,3.02,2,1.9265306122449,123.045670136102,0,34.32,30.8236855654338,104,1716,0.206940128462515
"175",175,"sbm",1,1,50,217,1,50,2,21,8.68,2,1.72028651185792,0.470775395403951,0.0102555906961206,0.168415128798658,4,0.081341146001356,0.222629409070087,0.0911514349188673,10.9707543374395,0.601259505475881,0.251428571428571,3.04,2,2.01714285714286,113.348196445324,0,9.72,10.6061976490837,47,486,-0.0966346585798932
"176",176,"sbm",1,1,50,620,1,50,8,37,24.8,8,7.87290788964451,0.779888164744818,0.013837701676304,0.0201144640998959,2,0.0202610588939965,0.578437897029463,0.0367276390987172,27.2274511659239,0.305679757807266,0.248979591836735,2,2,1.49387755102041,159.658182305969,17,191.22,100.596443723404,364,9561,-0.27705645672348
"177",177,"sbm",1,1,50,581,1,50,15,34,23.24,15,14.2457604449506,0.761458913514732,0.0134360725880248,0,2,0.0172477320089923,0.44478097067297,0.041565815784362,24.0582310518785,0.27469369052218,0.219591836734694,2,2,1.52571428571429,161.099956149893,42,120.42,43.4798053053111,221,6021,-0.358355893692216
"178",178,"sbm",1,1,50,378,1,50,5,23,15.12,5,4.63715217537175,0.618275312523938,0.0120234088787462,0.128072422384592,3,0.0155274139913013,0.310381733856582,0.0631413598537166,15.8374796221804,0.381458511087698,0.160816326530612,2.26,2,1.70122448979592,148.365692699,2,34.8,16.0471244801563,88,1740,-0.0258917582890841
"179",179,"sbm",1,1,50,193,0,44,0,18,7.72,0,6.09625250035032e-16,-5.36323679963908e-17,-1,0.177696045531424,10,0.258513111269775,0.3855,0.0826645590301278,12.0970826159678,0.6437452491775,0.209795918367347,7.44,0,3.40358271865121,98.1235334934933,0,15.42,15.4683218091633,64,771,0.534779757233016
"180",180,"sbm",1,1,50,510,1,50,2,36,20.4,2,1.96149352680412,0.647580121956958,0.0128642752854886,0.0188081507112649,3,0.042852177826923,0.755117012691659,0.0362435212854432,27.5911380719411,0.400097267304044,0.318367346938775,2.4,2,1.64816326530612,122.167748815299,1,205.86,162.245846461096,405,10293,-0.0830539988517853
"181",181,"sbm",1,1,50,124,1,50,1,9,4.96,1,0.659896790850261,0.242812049768929,0.00785217794899533,0.344920655567118,6,0.0782096027444167,0.0995024875621891,0.165519427459855,6.04158687198539,0.539393119892029,0.0824489795918367,4.32,4,2.64,90.2031289934804,0,1.2,1.39970842444753,5,60,0.0661765907048916
"182",182,"sbm",1,1,50,381,1,50,6,25,15.24,6,5.30118481085687,0.624762297067494,0.012010581135554,0.103206095301079,3,0.0363051917458602,0.368101182654402,0.0587388534329158,17.0245066349835,0.425734357122299,0.199183673469388,2.42,2,1.70857142857143,146.482997831642,4,44.82,30.4648944839526,114,2241,-0.00596849800789666
"183",183,"sbm",1,1,50,705,1,50,20,37,28.2,20,18.6887861154576,0.787375961456678,0.0143655781661046,0.0476585684824707,2,0.00748843888991767,0.575515226084282,0.0349068930124042,28.647637005237,0.236800831559855,0.179591836734694,2,2,1.42448979591837,171.688343444361,109,224.52,56.6583891513383,374,11226,-0.0580235375171516
"184",184,"sbm",1,1,50,266,0,44,0,24,10.64,0,-4.60220379748308e-15,-2.94800923396887e-16,-1,0.028485216801402,4,0.04123164925399,0.493911349245007,0.0608119783459865,16.4441287259321,0.56570047505689,0.27265306122449,2.86,0,1.91860465116279,100.075306741895,0,40.56,38.9872611324808,128,2028,-0.0332035780408478
"185",185,"sbm",1,1,50,85,0,49,0,8,3.4,0,-1.42952541452588e-16,1.11022302523995e-15,-1,0.407404844290657,7,0.136799724601682,0.0211267605633803,0.229413804385175,4.35893560407135,0.655392607163843,0.0938775510204082,5,0,3.12585034013605,73.4516776582329,0,0.12,0.328260722659316,1,6,-0.182368686647067
"186",186,"sbm",1,1,50,511,1,50,12,36,20.44,12,11.370927637549,0.771561271064418,0.0130337155921995,0.00261947526242619,2,0.0307207226939137,0.354188481675393,0.0447346833115109,22.3540198784125,0.365063062664221,0.317551020408163,2,2,1.58285714285714,131.569632720056,27,81.18,55.7892133528571,218,4059,-0.626300490986463
"187",187,"sbm",1,1,50,268,1,50,3,20,10.72,3,2.38329100403689,0.510155972984863,0.0108983029823461,0.160712296725329,3,0.0317062657405656,0.263888888888889,0.0811715094852853,12.3195934921141,0.502458963801003,0.189387755102041,2.94,2,1.88897959183673,127.221747034601,1,15.96,11.9590457608542,51,798,-0.00844292727047282
"188",188,"sbm",1,1,50,630,1,50,15,37,25.2,15,13.7701299451284,0.736521538975699,0.0138560825456369,0.049021164021164,2,0.0148034193318322,0.581035642232683,0.0370374067856501,26.999730455952,0.326058040622359,0.240816326530612,2,2,1.48571428571429,162.768904707297,52,190.08,101.924710108061,380,9504,0.00431449418743873
"189",189,"sbm",1,1,50,286,1,50,5,18,11.44,5,4.44115802663766,0.606853475832571,0.0104105103900384,0,3,0.0332501283415374,0.0319537431527693,0.0817167482208411,12.2373934569384,0.314713173212936,0.133877551020408,3,3,1.9665306122449,118.022763089726,0,2.1,3.0722590239438,12,105,-0.569635691242428
"190",190,"sbm",1,1,50,580,1,50,10,41,23.2,10,9.81302072676549,0.812847652823298,0.0137405038301121,0,2,0.0271275217624469,0.586543149683081,0.0363224370864255,27.5311922936394,0.378002895973652,0.363265306122449,2,2,1.5265306122449,130.505914134171,38,192.48,143.88292292765,438,9624,-0.529252233788538
"191",191,"sbm",1,1,50,264,0,49,0,23,10.56,0,1.9539491552535e-15,2.22044604925031e-16,-1,0.178324437557392,4,0.0751706636238404,0.798265632131447,0.0519945940013686,19.2327686984858,0.582967453737078,0.253877551020408,3.36,0,2.10714285714286,93.7789264604277,0,69.96,85.2494443096378,177,3498,0.485908683798948
"192",192,"sbm",1,1,50,165,0,49,0,14,6.6,0,-1.76580837498013e-16,-1.69597647148964e-16,-1,0.432764003673095,6,0.165917021468327,0.43338683788122,0.0956317578145255,10.4567773598752,0.722745894709906,0.151020408163265,4.52,0,2.74574829931973,97.4408189045475,0,10.8,14.030578849682,47,540,0.537560949787374
"193",193,"sbm",1,1,50,292,1,50,3,22,11.68,3,2.47500294505,0.303653096987616,0.0108399424850051,0.234565584537437,3,0.0617453439790704,0.355512785262579,0.0705834721718236,14.1676226633576,0.550424090732753,0.210612244897959,2.96,2,1.89959183673469,128.659793644203,1,25.86,21.2343675994115,90,1293,0.27227344251055
"194",194,"sbm",1,1,50,637,1,50,13,36,25.48,13,8.21363383315344,0.416717981638118,0.0139241821574801,0.21778277788594,2,0.0104532383623276,0.719943255703984,0.0347691276992313,28.7611472065234,0.344179330968487,0.21469387755102,2,2,1.48,143.278680744038,34,243.6,152.631074483407,434,12180,0.474773184891816
"195",195,"sbm",1,1,50,138,1,50,1,12,5.52,1,0.535498948358567,0.110775089543795,0.00785425267430913,0.394113631590002,5,0.0916559642006454,0.169421487603306,0.155509728461227,6.43046586149322,0.675612438068636,0.132244897959184,4.34,3,2.62857142857143,96.232083047291,0,2.46,2.30536198406043,12,123,-0.0801104972375693
"196",196,"sbm",1,1,50,545,1,50,8,38,21.8,8,7.76614159291938,0.729244693544345,0.0133334770994252,0,2,0.0274863601964159,0.527545662944613,0.0401614696626556,24.8994872050177,0.395983175155414,0.330612244897959,2,2,1.55510204081633,147.411488842649,19,142.68,94.3993773760166,343,7134,-0.385018515793662
"197",197,"sbm",1,1,50,782,1,50,22,40,31.28,22,21.3481046715609,0.829252090034911,0.0150846116401979,0,2,0.00629660480066768,0.624989751578257,0.0312381835008403,32.0121046722547,0.196723264097988,0.177959183673469,2,2,1.36163265306122,157.021712452289,150,304.92,95.0868217655285,472,15246,-0.299264588223946
"198",198,"sbm",1,1,50,669,1,50,19,33,26.76,19,17.2239101878565,0.719561030645455,0.0140616987185596,0.0987038638308521,2,0.00522232443967245,0.549266727772686,0.0369027938297183,27.0982193005313,0.198727475879643,0.12734693877551,2,2,1.45387755102041,169.861589088137,94,191.76,44.2698404730603,289,9588,-0.00648860934547449
"199",199,"sbm",1,1,50,347,1,50,6,24,13.88,6,5.53907077805982,0.615295811469646,0.0117650798184252,0.00294828459666636,3,0.0388322860775405,0.229873314262362,0.0667499687967768,14.9812804114492,0.383947392402766,0.206530612244898,2.5,2,1.74122448979592,138.686052369532,4,22.5,14.4027350010407,58,1125,-0.179547546807577
"200",200,"sbm",1,1,50,251,1,50,4,19,10.04,4,3.5044595326335,0.536580308757061,0.0105807720469656,0.0116109268106855,3,0.0482807718848221,0.125048243921266,0.0902715582690386,11.0776862521823,0.456157622518575,0.182857142857143,2.98,2,1.93795918367347,118.488919711091,0,6.48,5.0839483290298,25,324,-0.441269136105069
"201",201,"sbm",1,1,50,389,1,50,9,24,15.56,9,7.83950556570803,0.637922955417188,0.0121464566714389,0.12092505336338,3,0.0257766521966071,0.321854304635762,0.0609036633308479,16.4193735698243,0.358996064007779,0.172244897959184,2.08,2,1.68408163265306,149.101224937559,12,38.88,19.2233276653813,97,1944,-0.194340863064557
"202",202,"sbm",1,1,50,217,0,43,0,22,8.68,0,-2.50225951031175e-16,-2.98797958797441e-16,-1,0.019824162755633,4,0.0718251371341689,0.803823991618648,0.054212849830055,18.4458113368837,0.608606351923094,0.271836734693878,2.54,0,2.04429678848284,69.5527836225422,0,61.38,76.0625118851969,169,3069,-0.124280549085907
"203",203,"sbm",1,1,50,606,1,50,9,47,24.24,9,8.90856386100294,0.825754709956633,0.0140057317969344,0,2,0.0357193929174361,0.621427386809663,0.0345903858194612,28.9097671595609,0.400107312398478,0.464489795918367,2,2,1.50530612244898,127.67594871719,34,224.82,169.205308210265,530,11241,-0.530131080850344
"204",204,"sbm",1,1,50,462,1,50,13,25,18.48,13,11.3990530102655,0.713142855352161,0.0125796661824067,0.00429855137647345,3,0.0120522572515515,0.270355158250785,0.053024840439133,18.8590855100808,0.235926465450077,0.133061224489796,2.08,2,1.62448979591837,149.40549984753,12,44.76,16.5474703658959,77,2238,-0.228759229476471
"205",205,"sbm",1,1,50,397,1,50,9,23,15.88,9,4.11687922057228,0.263348021782871,0.0119438633367083,0.344812161742032,3,0.0212500565542277,0.480446024563672,0.0578496343266482,17.2861939688935,0.457996701371149,0.14530612244898,2.58,2,1.7134693877551,140.053714455105,10,59.46,38.8446460997168,132,2973,0.324703781262815
"206",206,"sbm",1,1,50,620,1,50,10,34,24.8,10,9.06250157134442,0.511113508150582,0.0137658307079387,0.184910249739854,2,0.00922780963708919,0.637357774968394,0.0367137134451108,27.2377786435322,0.321541377066748,0.187755102040816,2,2,1.49387755102041,153.136393604197,22,201.66,116.73039056575,365,10083,0.362863802217447
"207",207,"sbm",1,1,50,225,0,48,0,21,9,0,2.8426863366205e-15,1.35177207193816e-16,-1,0.215911111111111,7,0.229373602302822,0.900513112884835,0.0539053155433365,18.5510462172522,0.624130557385114,0.244897959183673,5.06,0,2.82269503546099,77.719761405574,0,63.18,78.4025952298488,167,3159,0.772375225992131
"208",208,"sbm",1,1,50,186,0,49,0,19,7.44,0,2.2204460471068e-16,6.66133814775094e-16,-1,0.163544918487686,4,0.0991512798893573,0.375,0.0808364577348889,12.3706558651988,0.610904736291511,0.235918367346939,3.3,0,2.1921768707483,87.9392297973628,0,16.5,20.1972416787187,59,825,-0.253407725423177
"209",209,"sbm",1,1,50,409,1,50,10,21,16.36,10,2.37511923815939,0.145218753693068,0.0116936076254538,0.412990716220013,3,0.0417512616790515,0.565464313123561,0.0574795825150024,17.397481962208,0.451490492341342,0.0946938775510204,2.72,2,1.75510204081633,134.596309172878,15,73.68,38.6820846577506,147,3684,0.140933359671324
"210",210,"sbm",1,1,50,330,1,50,4,21,13.2,4,3.74626228700038,0.576887408818064,0.0116506390360455,0.146460055096419,3,0.0312381306911683,0.280599686730812,0.0691158686728165,14.4684573774778,0.40198995039176,0.159183673469388,2.58,2,1.75918367346939,138.439347697865,3,25.08,14.3297037011679,64,1254,-0.132556165995977
"211",211,"sbm",1,1,50,692,1,50,19,37,27.68,19,17.8057536176177,0.795364332262091,0.0142911457815811,0,2,0.00963635915761759,0.561202013845186,0.0352029916714084,28.4066766067553,0.228420879854057,0.190204081632653,2,2,1.43510204081633,167.415585951708,103,214.02,67.117469364373,351,10701,-0.237122491428325
"212",212,"sbm",1,1,50,521,1,50,12,31,20.84,12,9.93097021776918,0.569085584725235,0.0130044301745775,0.155567876628807,2,0.0131682586160484,0.466820489155515,0.0453790362828042,22.0366072511535,0.356741578266875,0.20734693877551,2,2,1.57469387755102,158.031137501861,19,101.16,52.0699529479334,215,5058,0.148084309965746
"213",213,"sbm",1,1,50,497,1,50,15,25,19.88,15,2.46973827712075,0.128060545120846,0.0123890716127011,0.405416401831512,3,0.0272920924030515,0.66078184110971,0.0492143284998941,20.3192856731176,0.303062705701201,0.104489795918367,2.64,2,1.6530612244898,136.497786170073,67,125.76,23.2427825093191,164,6288,0.0863902512447482
"214",214,"sbm",1,1,50,129,0,40,0,16,5.16,0,-2.008775998548e-16,-9.92002670299647e-17,-1,0.146926266450333,5,0.105958498633426,0.370617696160267,0.0968373150137121,10.3265977568502,0.682696139002982,0.221224489795918,3.26,0,2.36619718309859,71.3580276126409,0,8.88,12.3596446682957,40,444,-0.0550313927136051
"215",215,"sbm",1,1,50,582,1,50,15,28,23.28,15,14.2595709977917,0.775584455238228,0.0133995483354757,0,2,0.00644142167898555,0.367351598173516,0.0424239078998047,23.571614438768,0.163035449704187,0.0963265306122449,2,2,1.52489795918367,153.287564427961,32,96.54,28.6585884836911,155,4827,-0.0416151487949142
"216",216,"sbm",1,1,50,244,1,50,4,16,9.76,4,2.85502950939841,0.515476613778126,0.0106964638620813,0.209621069604945,3,0.0251942485000299,0.196764320069961,0.0955573746049462,10.4649170630127,0.427921253263027,0.12734693877551,3,3,1.91591836734694,126.011391343101,0,9,5.68923078621139,26,450,0.088927783706868
"217",217,"sbm",1,1,50,348,1,50,8,21,13.92,8,6.8905389270215,0.597899367563694,0.011821221960477,0.163347205707491,3,0.0191360602269649,0.267409470752089,0.0695021285543592,14.3880485504538,0.368767984317967,0.144489795918367,2.38,2,1.72897959183673,146.005539737961,8,24.96,9.75612837227589,58,1248,-0.0983401925227417
"218",218,"sbm",1,1,50,287,0,44,0,23,11.48,0,-5.21934035213677e-15,-2.54490592902843e-16,-1,0.00449805145139558,4,0.0641256294141438,0.563032022699635,0.0550505137805065,18.1651347340214,0.531149694264491,0.235102040816327,2.86,0,1.93763213530655,97.2046106263543,0,55.56,49.668764051957,150,2778,-0.0654056920629337
"219",219,"sbm",1,1,50,522,1,50,5,36,20.88,5,4.69876772505359,0.582826890975089,0.0130876113132913,0.0769347925015781,3,0.0256729178234907,0.632631748071979,0.0395548499032869,25.2813498836435,0.417525622776311,0.308571428571429,2.24,2,1.58367346938775,143.482325538979,6,157.5,115.74818727368,356,7875,0.124988608284119
"220",220,"sbm",1,1,50,389,1,50,11,23,15.56,11,8.71517803680179,0.642578706473246,0.0121266553208975,0.126918933921928,3,0.0238489902121277,0.308680020544427,0.062469651869031,16.0077728958138,0.301457291001436,0.151836734693878,2.12,2,1.68489795918367,152.670520919311,15,36.06,13.2947895271579,77,1803,-0.062214849697457
"221",221,"sbm",1,1,50,297,1,50,3,22,11.88,3,2.48433888023315,0.471037268375068,0.0111079497446345,0.126495028851931,3,0.0372663723947255,0.373787615021139,0.0666437903549208,15.0051489369731,0.532810684507811,0.206530612244898,2.84,2,1.85959183673469,127.190685465828,0,30.06,29.9873510749082,97,1503,0.135486697825781
"222",222,"sbm",1,1,50,83,0,48,0,7,3.32,0,-3.77256911101376e-16,0,-1,0.360284511540136,7,0.100496177950884,0.0674157303370786,0.221543713106371,4.51378188971611,0.663975417001884,0.0751020408163265,5.3,0,3.28812056737589,73.9056624605811,0,0.36,0.662709343128183,2,18,0.184847421957208
"223",223,"sbm",1,1,50,181,0,46,0,18,7.24,0,0,-8.48373133242695e-17,-1,0.0627880711821983,5,0.0935150840134035,0.527078891257996,0.071585623919923,13.9692852452976,0.610142797214512,0.219591836734694,3.54,0,2.27246376811594,80.8813656034046,0,24.72,30.5046266146294,77,1236,-0.0481809078771684
"224",224,"sbm",1,1,50,446,1,50,13,25,17.84,13,10.3421229155833,0.652009172585744,0.01249210749385,0.123798487803897,2,0.0113910825202995,0.359565104840797,0.0545171026812276,18.3428676657158,0.313022695481434,0.146122448979592,2,2,1.63591836734694,158.756493573194,21,55.56,20.0419559923676,108,2778,0.0157957020789236
"225",225,"sbm",1,1,50,234,1,50,4,15,9.36,4,2.39493117949011,0.28358068061393,0.0102439121563384,0.332155380232303,3,0.0448056746281863,0.25196123673281,0.0973421915267084,10.2730376655391,0.43888167067097,0.115102040816327,3,3,2.00489795918367,120.019558282592,1,10.92,7.35912594632525,32,546,-0.0771442366301342
"226",226,"sbm",1,1,50,416,1,50,9,29,16.64,9,8.18922288637775,0.666661470094577,0.012318399333988,0.10973615477071,3,0.0311352624191025,0.331938834391229,0.0569469581516536,17.5602004471763,0.416247048986478,0.252244897959184,2.04,2,1.66122448979592,152.419364939995,14,46.02,22.3666022891092,130,2301,-0.143307246156578
"227",227,"sbm",1,1,50,264,1,50,5,18,10.56,5,3.82715566437156,0.538370485229042,0.0110331739884116,0.179242711202938,3,0.0331675268785456,0.20265780730897,0.0887940829760205,11.2620116846081,0.450324420185657,0.151836734693878,2.88,2,1.85632653061224,129.543375341169,1,10.98,6.43488578780081,34,549,-0.0533313684072641
"228",228,"sbm",1,1,50,107,0,33,0,14,4.28,0,-5.22541172122167e-16,-3.96483343765766e-16,-1,0.0642414184644947,4,0.0625163681051853,0.371739130434783,0.106034170520969,9.4309220799935,0.726488735381252,0.198367346938776,2.2,0,2.15909090909091,57.883658005209,0,6.84,9.56473113227199,35,342,-0.235648682025992
"229",229,"sbm",1,1,50,308,1,50,5,20,12.32,5,4.64462040556463,0.605078503582421,0.0107298658874883,0.0125126496879744,4,0.0359765528158235,0.0646008403361345,0.0761240781081755,13.1364480838633,0.325974720126071,0.156734693877551,3,2,1.91102040816327,125.595332182097,0,4.92,4.68971954254784,18,246,-0.474409304820656
"230",230,"sbm",1,1,50,67,0,20,0,11,2.68,0,0,0,-1,0.224437513922923,3,0.0145942728850892,0.340740740740741,0.141033627783737,7.09050753153295,0.778408233397987,0.169795918367347,1.02,0,1.68586387434555,42.6200959689844,0,2.76,4.21154874804304,16,138,-0.0509803921568612
"231",231,"sbm",1,1,50,317,1,50,6,22,12.68,6,5.37330651437091,0.591312964177768,0.0115203016803319,0.00999611897819666,3,0.0398459265128001,0.198529411764706,0.0722809840813088,13.8348974174881,0.357421112828571,0.190204081632653,2.76,2,1.77795918367347,129.292198492459,3,16.74,11.8525120044793,52,837,-0.528794489855421
"232",232,"sbm",1,1,50,234,1,50,2,18,9.36,2,0.644244120514505,0.117152692227969,0.00900482043236805,0.259368836291913,4,0.0588425229411746,0.38197251414713,0.0781779118328455,12.7913367926497,0.588159218960455,0.176326530612245,3.78,3,2.31020408163265,113.514530940304,0,18.9,18.3961508840012,65,945,0.551981565708357
"233",233,"sbm",1,1,50,141,1,50,1,12,5.64,1,0.801565037136423,0.316226193765114,0.00869772146291429,0.226422212162366,4,0.0945345610785498,0.0913348946135831,0.141134954101875,7.08541697812274,0.588204293593735,0.129795918367347,3.54,3,2.38122448979592,94.4653509776222,0,1.56,2.03198907276509,10,78,-0.114794502162654
"234",234,"sbm",1,1,50,518,1,50,15,27,20.72,15,2.92748971462056,0.152343336939547,0.012689452335588,0.373978846469194,3,0.0233686673525979,0.661435406698565,0.0452950878894897,22.0774491582793,0.410018884937829,0.128163265306122,2.54,2,1.61387755102041,139.422895002338,65,138.24,41.6313069010056,238,6912,0.542736679175618
"235",235,"sbm",1,1,50,400,1,50,4,30,16,4,3.37175808037105,0.611118212074974,0.0120429031187984,0.05378125,3,0.0524834487723405,0.471828131333604,0.050999708559497,19.6079551873004,0.447973773516379,0.285714285714286,2.54,2,1.71918367346939,138.946285955357,0,69.84,53.380559023231,180,3492,0.0215972577858127
"236",236,"sbm",1,1,50,491,1,50,8,30,19.64,8,7.68343198874014,0.707864100675874,0.0128608022290822,0.0528162733687018,3,0.0192449840173457,0.452732003469211,0.0459776657910367,21.7496904811324,0.331366788014906,0.211428571428571,2.04,2,1.6,152.94137491056,17,93.96,54.8522914521446,195,4698,-0.256525483736345
