"","X","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"Spatial",1,1,400,2217,1,400,1,21,11.085,1,0.0609333831690018,0.00534042986376304,0.000335210402198967,0.784579689197897,18,0.116549447051263,0.600860078044119,0.0633537534632523,15.7843844339868,0.937310012339708,0.0248496240601504,14.3175,10,7.62665413533835,894.467353945779,0,37.725,23.7538415307645,129,15090,0.519441888403446
"2",2,0.1,"Spatial",1,1,400,2099,1,400,1,20,10.495,1,0.0657779892389677,0.00586098418761025,0.000333462798512299,0.793430751865552,17,0.100109968928111,0.605029451744449,0.069335388614167,14.4226493856512,0.921121371733831,0.0238220551378446,13.925,9,7.6619298245614,883.905982209589,0,33.3825,20.1729661964449,106,13353,0.551105086939456
"3",3,0.1,"Spatial",1,1,400,2089,1,400,1,18,10.445,1,0.0721196123654103,0.00710757450563552,0.000335098508691185,0.7936408564683,18,0.0837329061613383,0.610653842596874,0.0744255382669491,13.4362481385517,0.911407192761754,0.0189348370927318,14.155,10,7.66778195488722,876.190284978287,0,33.015,18.5746418080064,90,13206,0.514271447733547
"4",4,0.1,"Spatial",1,1,400,2140,1,400,3,19,10.7,3,0.0843562682015867,0.00787508940322586,0.000355534162352393,0.77838370163333,17,0.0974666686071342,0.588831600104868,0.0693312431220503,14.4235117526972,0.904887785561783,0.0208020050125313,13.425,9,7.23916040100251,892.394492409077,1,33.69,19.0918870302529,89,13476,0.550200585743859
"5",5,0.1,"Spatial",1,1,400,2093,1,400,3,19,10.465,3,0.076680525375076,0.00734222942946005,0.000342044281079569,0.808605642679886,19,0.123758680550399,0.58767365039142,0.0720191242253458,13.8852007818233,0.92270177500079,0.021390977443609,14.2125,10,7.50894736842105,888.83327066236,0,32.4675,19.843850173903,86,12987,0.493912909713121
"6",6,0.1,"Spatial",1,1,400,2086,1,400,1,18,10.43,1,0.0732050046370716,0.00683427200771732,0.000335819290758262,0.798215446261384,19,0.0811043903314161,0.588516746411483,0.0727354553429889,13.7484531482539,0.928341456867942,0.0189724310776942,14.6875,10,7.64068922305764,885.788469807794,0,32.2875,19.3481451449843,94,12915,0.519223641927594
"7",7,0.1,"Spatial",1,1,400,2166,1,400,1,20,10.83,1,0.0755011389993101,0.00720938955724631,0.000345315603835771,0.774930215050188,18,0.100303785243583,0.594983858952074,0.0676231525023536,14.7878346837674,0.932947488540564,0.0229824561403509,14.1225,10,7.44809523809524,891.708646013375,0,35.94,22.9112136141494,104,14376,0.537576458042873
"8",8,0.1,"Spatial",1,1,400,2058,1,400,2,19,10.29,2,0.0601526018724147,0.00591954896101494,0.000328729351530189,0.81246783039191,21,0.102768452836797,0.613437057991513,0.0704838496287396,14.1876473159073,0.927241030909722,0.0218295739348371,15.1325,11,7.82347117794486,872.059711627224,0,32.5275,19.2422687335729,95,13011,0.480232991296691
"9",9,0.1,"Spatial",1,1,400,2268,1,400,2,23,11.34,2,0.0506751325695061,0.00396941540802481,0.000321577417388595,0.805383698975704,19,0.10201622018306,0.622233190326132,0.0609230135299543,16.4141584937903,0.927375523562257,0.0292230576441103,14.62,10,7.93104010025063,894.597465805741,0,40.9725,26.8226654567646,126,16389,0.532597087429166
"10",10,0.1,"Spatial",1,1,400,2087,1,400,2,20,10.435,2,0.0783882521585788,0.00730866397530419,0.000338986957562615,0.804006434061772,19,0.112396194963452,0.60683489153127,0.070925845769537,14.0992326443219,0.944454030011785,0.0239724310776942,14.175,10,7.56265664160401,880.608721235638,1,33.4275,20.8826472493396,103,13371,0.491487049562643
