"","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.7,"Spatial","1","1",150,8630,1,150,51,146,115.066666666667,51,50.38363851173,0.677061799076036,0.00554008239907756,0.0782783923605843,2,0.00223630357910041,0.844627489163892,0.0084133749124952,118.858366636537,0.194833800604194,0.207606263982103,2,2,1.22774049217002,493.447220133527,1267,5736.8,1728.75309061825,8299,860520,-0.0649135232521668
"2",0.7,"Spatial","1","1",150,8276,1,150,60,149,110.346666666667,60,53.6264998317614,0.644813275045598,0.00540344115285524,0.0678834835091237,2,0.00368984486772809,0.827760017321752,0.00872148737768113,114.659341542942,0.232031476061201,0.259418344519016,1.99333333333333,1,1.25941834451902,494.181630227349,1729,5199.26,1686.04197735287,8127,779889,-0.0559137401085928
"3",0.7,"Spatial","1","1",150,8111,1,150,57,147,108.146666666667,57,51.2273887330484,0.63320860057116,0.00534223513324332,0.10230262602385,2,0.00391191822045409,0.818792879198562,0.00888619658888138,112.534084745686,0.23943875863127,0.26076062639821,2,2,1.27418344519016,495.156016335341,1506,4948.08,1648.95027222426,7815,742212,-0.0629574725889853
"4",0.7,"Spatial","1","1",150,8491,1,150,60,149,113.213333333333,60,54.719679217537,0.667286424240734,0.00548772318940019,0.0726362763563202,2,0.00310772635136432,0.839131489568171,0.00852515329063671,117.299943579702,0.214189570407417,0.240178970917226,1.99333333333333,1,1.24017897091723,491.513291379424,1735,5534.24,1732.25188691817,8342,830136,-0.0660163317101626
"5",0.7,"Spatial","1","1",150,8058,1,150,49,149,107.44,49,46.0422190390472,0.606633743150219,0.00532538005805487,0.0952425394913928,2,0.00486305964069486,0.819323519781901,0.00891327327791482,112.192229366263,0.248701152930658,0.278926174496644,1.98,1,1.27892617449664,493.616519756905,1173,4904.7,1664.4098042983,7909,735705,-0.0657728864176778
"6",0.7,"Spatial","1","1",150,7753,1,150,44,148,103.373333333333,44,42.2507031835151,0.599886994813508,0.00521457462002618,0.119253613048254,3,0.00633651895136867,0.805656891758587,0.00919742503236903,108.726083276639,0.268840488103222,0.299507829977629,2.01333333333333,2,1.30630872483221,507.532115825396,934,4491.94,1631.56437151259,7539,673791,-0.0408372113868307
"7",0.7,"Spatial","1","1",150,8083,1,150,51,149,107.773333333333,51,48.4428172255091,0.632423112488452,0.00533392679657355,0.0827624808546013,2,0.00440478519714641,0.819245406351616,0.00889131975315387,112.46924278539,0.246829440639255,0.27668903803132,1.99333333333333,1,1.27668903803132,499.857198048849,1271,4929.7,1676.93850063123,7934,739455,-0.0590111275858787
"8",0.7,"Spatial","1","1",150,8150,1,150,56,149,108.666666666667,56,51.5662237724952,0.634115231851823,0.00535907049760625,0.0985014942225902,2,0.00415848041189497,0.820513547990035,0.00883732712142306,113.156386117681,0.24218658028594,0.270693512304251,1.99333333333333,1,1.27069351230425,494.781989616354,1506,5012.84,1671.16288363049,8001,751926,-0.0767910548355487
"9",0.7,"Spatial","1","1",150,8059,1,150,58,148,107.453333333333,58,51.6583742411956,0.641738451007198,0.00532850129049491,0.0857678529518335,2,0.0038443750600839,0.81592416069183,0.00892650139581935,112.025972512405,0.247056393233475,0.272125279642058,2,2,1.27883668903803,496.720852617405,1609,4883.54,1664.52662368002,7853,732531,-0.0931949001177529
"10",0.7,"Spatial","1","1",150,7851,1,150,59,149,104.68,59,48.9992136650941,0.592760449511836,0.00525192763843002,0.109662829062776,2,0.00497609122132525,0.806968213013182,0.00913569481018327,109.460749376756,0.267157098805704,0.29744966442953,1.97333333333333,1,1.29744966442953,491.886363185848,1688,4597.54,1608.36302469145,7702,689631,-0.0927714387854947
"11",0.7,"Spatial","1","1",150,7698,1,150,47,148,102.64,47,43.9796579902683,0.584005240432576,0.00519768829731278,0.0755651223394766,2,0.00626832316082837,0.803173883692942,0.0092678989035712,107.899321130345,0.275052648153231,0.304429530201342,2,2,1.31114093959732,496.264552129854,1057,4418.04,1605.91260253473,7494,662706,-0.0702828586688463
"12",0.7,"Spatial","1","1",150,7784,1,150,53,148,103.786666666667,53,48.1301555048659,0.574817393683988,0.00521889067306835,0.11726506971636,2,0.0052353066523833,0.803269342474202,0.0092361034728485,108.270766231638,0.272356430010757,0.296733780760626,2,2,1.3034451901566,500.086284360943,1271,4480.54,1520.48821031869,7575,672081,-0.0575557378378926
"13",0.7,"Spatial","1","1",150,8011,1,150,56,149,106.813333333333,56,49.9766797071899,0.619453027075269,0.00531042310244461,0.0837798143019582,2,0.00450227680998341,0.815404817845472,0.00895830771670936,111.628226181019,0.252511985263386,0.283131991051454,1.99333333333333,1,1.28313199105145,500.807370853975,1504,4830.98,1674.22034933303,7862,724647,-0.0779578061968401
"14",0.7,"Spatial","1","1",150,8138,1,150,44,148,108.506666666667,44,43.1096115764046,0.650261867581819,0.00534825116064489,0.0770383546032947,3,0.00373468320714995,0.818440002943266,0.00887344245402542,112.695834247097,0.242254746817407,0.265055928411633,2.01333333333333,2,1.27185682326622,502.010670986825,922,4968.22,1608.53132340942,7927,745233,-0.0587997499929533
"15",0.7,"Spatial","1","1",150,8110,1,150,50,149,108.133333333333,50,47.7678595547684,0.643259381406541,0.00534684981240891,0.0917862437112393,2,0.00398744347621482,0.819520491397246,0.00887357838582732,112.694107891939,0.245310081811225,0.27427293064877,1.99333333333333,1,1.27427293064877,495.680462635979,1204,4963.18,1678.27818073951,7961,744477,-0.0861741365851519
"16",0.7,"Spatial","1","1",150,8093,1,150,58,147,107.906666666667,58,51.6659696887873,0.640995545479959,0.00533955767269376,0.073207531579211,2,0.00382776347778401,0.819277374503391,0.00887851291938746,112.631474333541,0.240090457007257,0.262371364653244,2,2,1.27579418344519,500.017055893325,1607,4946.48,1687.12848744675,7827,741972,-0.0719020392639624
"17",0.7,"Spatial","1","1",150,8192,1,150,54,146,109.226666666667,54,51.4582738739122,0.650123762897702,0.0053734812850892,0.0580205693840981,2,0.00324631476875057,0.82276230186414,0.00880048460746961,113.630106136567,0.230329449826635,0.246800894854586,2,2,1.26693512304251,499.059883698162,1390,5071.26,1680.32236212911,7859,760689,-0.0647620054603974
