"","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.5,"ER","1","1",750,140364,1,750,334,414,374.304,334,329.235849860704,0.9287003409518,0.000890046769548628,0.0110277390918591,2,0.000150657754463286,0.499722599495464,0.00266822038735922,374.781635256793,0.0957702940193053,0.0529986648865154,2,2,1.50026168224299,9070.01999299846,27848,34957.7,2497.28096342409,42653,26218275,-0.0040145711223126
"2",0.5,"ER","1","1",750,140145,1,750,335,418,373.72,335,329.455537497347,0.929099775226282,0.00088959773383214,0.0126057406069216,2,0.000171356740605272,0.499014932693567,0.0026720186421375,374.248885928446,0.105633600344499,0.0591188251001335,2,2,1.50104138851802,9067.65821931687,27956,34804.04,2627.77476025899,43358,26103030,-0.00346630330208067
"3",0.5,"ER","1","1",750,140478,1,750,336,420,374.608,336,329.998528697861,0.929245399800963,0.000890291833177857,0.013568776743483,2,0.000168481501595239,0.500207076117756,0.00266592900525534,375.10376233902,0.109203167836881,0.0606034712950601,2,2,1.49985580774366,9074.52515890622,28133,35049.936,2558.16459439707,44084,26287452,0.00162708397224263
"4",0.5,"ER","1","1",750,140413,1,750,338,423,374.434666666667,338,331.791693996816,0.928919332722368,0.000890155973294959,0.0106622710623184,2,0.000188897179966932,0.499931254589178,0.00266713339107368,374.93437836547,0.114012945079309,0.0648402314196707,2,2,1.50008722741433,9078.67167002889,28407,34998.736,2558.35725041122,44492,26249052,-0.00246262404321654
"5",0.5,"ER","1","1",750,140458,1,750,332,412,374.554666666667,332,327.579064253717,0.928955430949232,0.000890240431618692,0.0103734650693865,2,0.000139498937981438,0.49998504757906,0.00266657306543425,375.01316313534,0.0912945693789779,0.049993769470405,2,2,1.49992701379617,9079.29387482948,27476,35021.152,2453.58067887724,42327,26265864,-0.0036913191059437
"6",0.5,"ER","1","1",750,140028,1,750,327,408,373.408,327,322.849805500867,0.927148460891338,0.000889342026556928,0.0121861065750278,2,0.000127430497161976,0.49863532898368,0.00267447124348111,373.905684137547,0.0864914061380629,0.0461842456608812,2,2,1.50145794392523,9078.41638849227,26678,34716.552,2527.12655747181,41369,26037414,-0.00288439592220993
"7",0.5,"ER","1","1",750,140411,1,750,335,413,374.429333333333,335,329.830985439675,0.929469078558984,0.000890158967374636,0.00767861948416735,2,0.000150428944574784,0.499900909680745,0.00266697344316523,374.956864517247,0.0922792037151438,0.0514962171784602,2,2,1.50009434801958,9078.57457743192,28102,34998.164,2635.63848685954,42336,26248623,-0.00111558689461829
"8",0.5,"ER","1","1",750,140311,1,750,329,415,374.162666666667,329,324.555207792561,0.92861298380608,0.000889947170383795,0.0117835977086824,2,0.000153433580377193,0.499719296430751,0.00266887855270523,374.689211311762,0.0988391454316977,0.0545224744103249,2,2,1.50045037828215,9073.93591000014,26911,34935.4,2632.64308141561,42923,26201550,0.000932988094488407
"9",0.5,"ER","1","1",750,140309,1,750,336,414,374.157333333333,336,330.528026005326,0.929340901911377,0.000889927753740608,0.00754544287429007,2,0.000150483834356531,0.49958244515061,0.00266933898898496,374.624580889315,0.0961192253533868,0.0531944815309301,2,2,1.50045749888741,9084.40162091312,28131,34919.516,2468.75728788243,42679,26189637,-0.00375314974100598
"10",0.5,"ER","1","1",750,140562,1,750,339,417,374.832,339,332.88437897762,0.929158089186918,0.000890459400391443,0.0106543626974185,2,0.000163660585864708,0.500273310107581,0.00266462007894225,375.288022447448,0.100589965047291,0.0562990654205607,2,2,1.4995567423231,9076.9639054057,28756,35092.884,2459.33977889896,43182,26319663,0.000179523663369133
"11",0.5,"ER","1","1",750,140786,1,750,331,416,375.429333333333,331,326.314744543539,0.928338231277248,0.000890943067021812,0.0115822137980596,2,0.000156246958039771,0.501221163828664,0.00266013684154721,375.920510697627,0.096813053230419,0.0541664441477526,2,2,1.49875923453494,9084.12593045955,27281,35275.052,2553.45487180391,43108,26456289,-0.00283584224511252
"12",0.5,"ER","1","1",750,140176,1,750,335,412,373.802666666667,335,329.731228351477,0.929465000949325,0.000889649708962677,0.00814834554227171,2,0.000142422520466793,0.499025622360318,0.00267178533686238,374.281566038667,0.0936409236764103,0.0509977748108589,2,2,1.50093101913663,9069.13085479371,27856,34815.484,2496.22778032221,42241,26111613,-0.00258801104570737
"13",0.5,"ER","1","1",750,140512,1,750,329,405,374.698666666667,329,324.866412982309,0.929522745429049,0.000890347493982153,0.00928164123905146,2,0.000116562431249259,0.500050646636279,0.00266573192511194,375.131494123517,0.0761495645493445,0.0404557187360926,2,2,1.49973475745438,9079.34875330087,26993,35050.3,2375.08876582063,41027,26287725,-0.00402294740586367
"14",0.5,"ER","1","1",750,140164,1,750,334,419,373.770666666667,334,328.484354095765,0.927655611699593,0.000889627452543643,0.0135268195474003,2,0.00016556998525884,0.498993977243201,0.00267192344427782,374.262220027896,0.109316495222909,0.060386292834891,2,2,1.50097374276814,9071.16055739598,27964,34808.424,2527.35459493823,43928,26106318,-0.0010747547490338
"15",0.5,"ER","1","1",750,140109,1,750,329,415,373.624,329,324.743177876406,0.928599323251596,0.000889513624885173,0.0122018146503628,2,0.000157347786301084,0.498912297218023,0.00267290889726721,374.124236341314,0.0997779511963868,0.055241655540721,2,2,1.50116955941255,9066.57083253369,26911,34776.228,2547.04784374127,42821,26082171,-0.00137277701846782
"16",0.5,"ER","1","1",750,140244,1,750,331,432,373.984,331,326.22527630195,0.929169325054609,0.000889810641031262,0.010196645236224,2,0.000221357266856485,0.499381266259955,0.00267003291910072,374.527217565843,0.134755584650965,0.0774579439252336,2,2,1.50068891855808,9067.13106564863,27208,34880.26,2662.2298017056,46581,26160195,-0.00478251681216665
"17",0.5,"ER","1","1",750,140282,1,750,326,418,374.085333333333,326,322.230094260466,0.929116273558998,0.000889889667536032,0.00766129547715623,2,0.000161892661956781,0.49961500015416,0.00266932777469067,374.626154750098,0.106511445150724,0.0586310636404094,2,2,1.5005536270583,9066.35054612438,26383,34915.1,2655.26714213997,43623,26186325,-0.00102891475630154
"18",0.5,"ER","1","1",750,140573,1,750,334,414,374.861333333333,334,329.008923610966,0.928688511540387,0.000890495943204486,0.0124298021924348,2,0.000149389352122005,0.500403925892891,0.00266407208169445,375.365218858478,0.0937627114873475,0.0522545616377392,2,2,1.49951757899421,9070.90267771137,27834,35112.336,2571.90888294542,42716,26334252,-0.0062833218012782
"19",0.5,"ER","1","1",750,140536,1,750,334,414,374.762666666667,334,329.163440805888,0.929101059494652,0.000890405583072886,0.0117002769638011,2,0.000148445635188776,0.500234570632495,0.00266509056484603,375.221770393297,0.0945900183671138,0.052386292834891,2,2,1.49964931019137,9075.16186062064,28019,35077.672,2454.20836932049,42693,26308254,-0.00447714685897169
"20",0.5,"ER","1","1",750,140420,1,750,325,413,374.453333333333,325,321.295541748079,0.928458005886073,0.000890167664662885,0.0119353016144356,2,0.0001472195991275,0.499882810420741,0.00266708527638818,374.941142247323,0.0928762512662767,0.0514641744548287,2,2,1.50006230529595,9076.79942897556,26317,34997.752,2528.98441541142,42431,26248314,-0.00302548992941886
"21",0.5,"ER","1","1",750,140604,1,750,332,418,374.944,332,327.608078842425,0.929147694739402,0.000890562293500638,0.010267560530243,2,0.000159704056555053,0.500540384157276,0.00266345567533863,375.452090026939,0.103710778116881,0.0574846461949266,2,2,1.49940720961282,9076.09618986362,27257,35137.656,2587.4046476624,43688,26353242,-0.00310798123853545
"22",0.5,"ER","1","1",750,140429,1,750,332,414,374.477333333333,332,327.399962127534,0.928921813581755,0.00089018568915512,0.0115163377312961,2,0.000147142742527772,0.499948462362739,0.00266694910078097,374.960286908801,0.0950432050845268,0.0527672452158433,2,2,1.50003026257232,9070.44181333145,27413,35006.404,2519.29449895812,42834,26254803,-0.0035761813602745
"23",0.5,"ER","1","1",750,140397,1,750,331,420,374.392,331,326.67761644886,0.929491901738104,0.000890110206894586,0.011276702852097,2,0.000164468520762002,0.499735505304898,0.00266776891913066,374.845059790961,0.11074555950107,0.0608918558077437,2,2,1.50014419225634,9073.89491722506,27271,34972.74,2445.97428782253,44220,26229555,-0.0035979969458749
"24",0.5,"ER","1","1",750,139998,1,750,327,417,373.328,327,323.122782671825,0.928542875435083,0.000889277333936301,0.00799600914454781,2,0.000161535001985618,0.49837741991738,0.00267508413221383,373.820018577295,0.105971153721779,0.0583070761014686,2,2,1.50156475300401,9069.36069777481,26339,34683.104,2532.18058186673,43375,26012328,-0.000969443231368054
"25",0.5,"ER","1","1",750,140708,1,750,329,410,375.221333333333,329,324.685262821394,0.927942338633136,0.000890767494908456,0.0121888430573513,2,0.000128207801594925,0.500822018428395,0.00266189323704903,375.672467280693,0.0858016801172036,0.0464334668446818,2,2,1.49903693813974,9079.02830371348,26989,35204.196,2445.0927695665,41967,26403147,-0.00460095308061547
"26",0.5,"ER","1","1",750,140467,1,750,331,420,374.578666666667,331,326.655741707744,0.928651129649676,0.000890263410023638,0.00919553560302979,2,0.000170533309460084,0.500075758283703,0.00266629406549769,375.05240436161,0.108502385929233,0.060642634623943,2,2,1.49989497107254,9077.4397976683,27446,35033.38,2497.83333793753,44034,26275035,-0.00276240560424096
"27",0.5,"ER","1","1",750,140741,1,750,338,422,375.309333333333,338,331.774463670488,0.928934646676146,0.000890846608062685,0.00990024563766947,2,0.000177773839324716,0.501043143070356,0.00266101929236596,375.795847429157,0.110325404239207,0.0623373386737873,2,2,1.49891944815309,9074.17814083939,28372,35239.524,2544.07774163802,44460,26429643,-0.00261024964833658
"28",0.5,"ER","1","1",750,140502,1,750,327,411,374.672,327,323.066731958759,0.92898419051117,0.000890335286255767,0.0118505076666855,2,0.000131272185634654,0.500157969119776,0.00266568428384972,375.138198495068,0.0893731355090562,0.048502002670227,2,2,1.49977036048064,9079.86122020419,26567,35055.896,2476.9912015186,42301,26291922,-0.00242999433700485
"29",0.5,"ER","1","1",750,140809,1,750,335,419,375.490666666667,335,330.06125891856,0.928347068026639,0.000890999582724942,0.0101010967141042,2,0.000164793213388288,0.501348290958145,0.00265950008673271,376.010516032182,0.103266044349383,0.0580898976412995,2,2,1.49867734757454,9074.74845560367,28144,35298.26,2631.26490070909,43887,26473695,-0.00319133374809898
"30",0.5,"ER","1","1",750,140283,1,750,336,422,374.088,336,330.364082366543,0.928486798906982,0.000889871752832052,0.0115829225536817,2,0.000180704345433663,0.499259966908041,0.00266985884197229,374.551637067552,0.114104238614148,0.0639679572763685,2,2,1.50055006675567,9066.69000382314,28004,34883.668,2457.26961600275,44411,26162751,-0.00307517005286293
"31",0.5,"ER","1","1",750,140154,1,750,332,417,373.744,332,327.410948613531,0.928675961150931,0.000889608459981958,0.011929132112857,2,0.000167142043632139,0.499012118742878,0.00267206407254455,374.242522952573,0.103201736479589,0.0577516688918558,2,2,1.50100934579439,9072.42350101372,27469,34805.396,2554.79294826972,43271,26104047,-0.00157104652841733
"32",0.5,"ER","1","1",750,140464,1,750,337,423,374.570666666667,337,330.853339284859,0.929270244143814,0.00089027213869435,0.0124991717644226,2,0.000185504062556993,0.500241665701831,0.00266594259667262,375.101849997861,0.114391033242295,0.0646586559857588,2,2,1.49990565198042,9071.18980203503,28295,35048.796,2649.98978253012,44561,26286597,-0.000768710364936034
"33",0.5,"ER","1","1",750,140164,1,750,327,425,373.770666666667,327,323.184349181198,0.928883032641843,0.000889628750006122,0.0100522595854216,2,0.00020658301911099,0.499147614518125,0.00267191183141459,374.263846674376,0.118631372838189,0.0683969737427681,2,2,1.50097374276814,9074.81765221934,26699,34819.516,2531.52969299711,44646,26114637,-0.00576679134904778
"34",0.5,"ER","1","1",750,140902,1,750,333,415,375.738666666667,333,328.317190184834,0.928274096630831,0.000891188150802214,0.01185008166333,2,0.000156610360525344,0.501740526808463,0.0026579622029769,376.228073852972,0.0956608946598586,0.0524183355585225,2,2,1.49834623943035,9074.06231284868,27784,35369.688,2552.11427912511,43196,26527266,-0.00278330270292929
"35",0.5,"ER","1","1",750,139874,1,750,333,413,372.997333333333,333,327.757580661378,0.928840640590395,0.000889019875238647,0.0118949811014561,2,0.000149023167877323,0.498013914736088,0.0026773456765745,373.504254138538,0.0974123903738537,0.0534080996884735,2,2,1.50200623052959,9070.67161518362,27645,34597.86,2558.70132183089,42459,25948395,-0.00272769626236713
"36",0.5,"ER","1","1",750,140415,1,750,335,420,374.44,335,329.737195048141,0.928017053359958,0.00089015317936628,0.0132143143539176,2,0.000170507449607407,0.499881454659512,0.00266728285667378,374.913368298345,0.108990368061986,0.0608277703604806,2,2,1.50008010680908,9081.58983113125,28047,34993.78,2492.68216963142,44065,26245335,-0.00245283493014319
"37",0.5,"ER","1","1",750,140691,1,750,322,418,375.176,322,318.63753721103,0.929303762848659,0.000890746463145799,0.0120522095810801,2,0.000159184192888338,0.500883044180209,0.00266179856123041,375.685829335543,0.103577241141171,0.0571748998664887,2,2,1.49909746328438,9069.03562495318,25962,35205.268,2600.95912706901,43660,26403951,0.00017202147330807
"38",0.5,"ER","1","1",750,140522,1,750,323,420,374.725333333333,323,319.633489220086,0.928751678868426,0.00089038520744308,0.0104465412507877,2,0.000168686076480682,0.500235631839428,0.00266510377631811,375.219910341172,0.108901403290475,0.0604468179795283,2,2,1.49969915442813,9080.23484318293,26016,35074.036,2548.39900997785,44039,26305527,-0.00346021293946626
"39",0.5,"ER","1","1",750,140417,1,750,334,427,374.445333333333,334,328.948539289411,0.929266489822545,0.000890168478724697,0.00879526806633703,2,0.000204434061668427,0.500046828845426,0.00266696447707509,374.95812508786,0.121795186240786,0.0701664441477526,2,2,1.50007298620383,9073.42742543501,27714,35010.192,2594.33965923752,45435,26257644,-0.00536542023046823
"40",0.5,"ER","1","1",750,140684,1,750,330,420,375.157333333333,330,325.954465709018,0.929220280085371,0.000890718756250803,0.0118193798269275,2,0.000170545399122055,0.500767778879683,0.00266228836954635,375.616710585863,0.107113833377878,0.0598700489541611,2,2,1.49912238540276,9077.50492942303,27088,35189.068,2469.18026903207,43962,26391801,-0.00294153777315138
"41",0.5,"ER","1","1",750,140213,1,750,338,416,373.901333333333,338,331.090259181652,0.929121021902568,0.0008897263936128,0.00844217709413129,2,0.000155827070389417,0.49915309812853,0.00267113100321854,374.373251927766,0.102883917949567,0.0562064975522919,2,2,1.50079928793947,9072.24906334707,28448,34842.212,2481.94947584694,43162,26131659,-0.00459312435479272
"42",0.5,"ER","1","1",750,140416,1,750,332,409,374.442666666667,332,327.310914522739,0.928039412125404,0.000890154531499421,0.0117083486403261,2,0.000130635864642118,0.499784309260048,0.00266728009612865,374.913756321063,0.0865194342964333,0.0461379617267468,2,2,1.50007654650645,9066.33497411855,27519,34987.176,2489.37473524055,41878,26240382,-0.000577760165981046
"43",0.5,"ER","1","1",750,140499,1,750,327,420,374.664,327,323.073691472598,0.928563661524299,0.000890346908762216,0.0139870654045107,2,0.000174127518901233,0.500230672932145,0.00266526449522875,375.197284093252,0.107970144136741,0.0605287049399199,2,2,1.49978104138852,9076.72524912233,26750,35065.796,2649.5447415548,43987,26299347,-0.00260914879803258
"44",0.5,"ER","1","1",750,140611,1,750,334,416,374.962666666667,334,328.747994203325,0.928158442400508,0.000890570018317213,0.0135743734738477,2,0.000159123494711023,0.500562970557899,0.00266350630964376,375.444952534672,0.0976882784910059,0.0547894971072541,2,2,1.49938228749444,9068.48649649329,27877,35140.232,2524.24836586909,43041,26355174,-0.00112208105600071
"45",0.5,"ER","1","1",750,140523,1,750,334,414,374.728,334,328.51403204951,0.927855274365712,0.000890387163381659,0.0113514415789143,2,0.000145620157912741,0.500231920921735,0.00266509766340472,375.220770980107,0.0954358485349742,0.0524325767690254,2,2,1.4996955941255,9074.89589635163,27763,35074.188,2541.47139306709,42830,26305641,-0.00516214961594238
"46",0.5,"ER","1","1",750,140586,1,750,333,411,374.896,333,328.235434585238,0.928834105631,0.00089051141017272,0.0116416342581776,2,0.000134538937723324,0.500465225299524,0.00266412696340098,375.357486237599,0.0883170087481612,0.0482029372496662,2,2,1.49947129506008,9080.07118605587,27592,35118.872,2469.74402810666,42125,26339154,-0.000112026221103064
"47",0.5,"ER","1","1",750,140145,1,750,324,420,373.72,324,320.383586716407,0.929513764286031,0.000889602371349466,0.0111939312519778,2,0.000179149322987519,0.499131520883824,0.00267188557241145,374.267524899082,0.109754236139246,0.0617890520694259,2,2,1.50104138851802,9077.86027042896,26008,34813.8,2673.11547083684,43778,26110350,-0.00111225233028781
"48",0.5,"ER","1","1",750,140632,1,750,335,417,375.018666666667,335,329.688148060437,0.92759568806875,0.000890626164130584,0.01093481626458,2,0.000162572042359163,0.500757503441799,0.00266281124948373,375.54295303277,0.0999683155454196,0.0560498442367601,2,2,1.4993075211393,9070.33880499285,27974,35168.552,2627.99609054095,43245,26376414,-0.00532824052413158
"49",0.5,"ER","1","1",750,139936,1,750,322,419,373.162666666667,322,318.503075115193,0.928995825489118,0.000889150678354954,0.0107406917194765,2,0.000175324480981073,0.498287401134673,0.00267616101813737,373.669593579241,0.109425241989445,0.0611980418335559,2,2,1.5017854917668,9079.31142193263,25608,34647.572,2560.81870399468,43628,25985679,-0.00263060790987005
"50",0.5,"ER","1","1",750,140252,1,750,332,408,374.005333333333,332,327.357808871548,0.928334426312301,0.000889809376456009,0.012809622681699,2,0.000132151270917408,0.499368670260734,0.00267036656601374,374.480422548421,0.0852930969425114,0.0453867378727192,2,2,1.50066043613707,9077.50753719439,27447,34876.908,2486.78213387861,41659,26157681,-0.00324252149996609
"51",0.5,"ER","1","1",750,140360,1,750,328,412,374.293333333333,328,324.105381462134,0.928875513096206,0.000890034428674667,0.0107571458201647,2,0.000143887511411073,0.499636003428779,0.00266838894808714,374.757960497798,0.0912802372267423,0.0503426791277259,2,2,1.50027592345349,9080.38935005234,26860,34948.312,2468.63826643557,42207,26211234,-0.00120273433661276
"52",0.5,"ER","1","1",750,140560,1,750,331,413,374.826666666667,331,326.53198307785,0.929045475388532,0.000890462886594769,0.00748053936380666,2,0.000141527638298051,0.500400307153989,0.0026644331141485,375.314356622377,0.0926589887930837,0.0509657320872274,2,2,1.49956386292835,9076.94450015401,27203,35103.648,2537.01803951143,42631,26327736,0.00261980841351112
"53",0.5,"ER","1","1",750,140511,1,750,329,412,374.696,329,324.770066849248,0.928419910151722,0.00089035245129023,0.0082445571143409,2,0.000130660402792414,0.500152683081318,0.00266556567723137,375.154890589177,0.0931144370801359,0.0498050734312417,2,2,1.49973831775701,9073.13610943871,27223,35059.336,2458.34770764965,42593,26294502,-0.00236857359013893
"54",0.5,"ER","1","1",750,140394,1,750,334,414,374.384,334,329.190426135458,0.928794253625741,0.000890117393380065,0.0119974675480219,2,0.000150350299241772,0.499832964870501,0.00266745277521076,374.889486064468,0.0953307940110943,0.0528918558077437,2,2,1.50015487316422,9076.19812781051,27922,34982.944,2573.11159777226,42678,26237208,-0.00288232610521051
"55",0.5,"ER","1","1",750,140949,1,750,332,417,375.864,332,327.849622674551,0.928601826436916,0.000891274614249044,0.012441333504278,2,0.000155869532714314,0.501647688395858,0.00265742580488431,376.30401502161,0.0982562516071384,0.0549212283044059,2,2,1.49817890520694,9080.34946532258,27533,35381.984,2430.12345689782,43423,26536488,-0.000187217850718965
"56",0.5,"ER","1","1",750,140611,1,750,334,415,374.962666666667,334,328.958732416765,0.929489047314188,0.000890571398682884,0.00839460766011132,2,0.000143479099221766,0.50043043184072,0.00266347887514145,375.448819712111,0.0977439111092689,0.0534543836226079,2,2,1.49938228749444,9078.12193097447,27683,35131.4,2532.38182263144,43203,26348550,-0.00345579561826187
"57",0.5,"ER","1","1",750,140302,1,750,331,430,374.138666666667,331,326.424215119762,0.927372978424426,0.000889925344546327,0.0115887167182137,2,0.000207353008675515,0.499576999815372,0.00266912627497495,374.65443631339,0.13196897600079,0.0745812194036493,2,2,1.50048242100579,9081.51922869008,27315,34919.984,2604.13422974432,46247,26189988,0.000623050962789792
"58",0.5,"ER","1","1",750,141028,1,750,330,414,376.074666666667,330,326.008521599282,0.929354741303092,0.000891450591901821,0.00864878531816709,2,0.000141531975536469,0.502091942846568,0.00265572289330952,376.545309949043,0.0928204889573025,0.0506346239430352,2,2,1.49789764129951,9073.13559811374,27207,35456.052,2513.82142593927,43012,26592039,-0.00267991746966347
"59",0.5,"ER","1","1",750,140424,1,750,333,415,374.464,333,328.140411863675,0.928236652190522,0.000890175565582351,0.012097943405055,2,0.000153939715322611,0.499899898306277,0.00266703746321692,374.947863984567,0.0996469201720828,0.0541201602136182,2,2,1.50004806408545,9078.45752248355,27573,35000.724,2517.68173980508,43180,26250543,-0.00640246697290679
"60",0.5,"ER","1","1",750,140568,1,750,333,411,374.848,333,328.399162349683,0.929030077489063,0.000890480125653516,0.0118400112367916,2,0.000142160614257224,0.50044141495891,0.00266429793164475,375.33339951312,0.0880604118813308,0.0482670226969292,2,2,1.49953538050734,9080.74343019415,27589,35110.584,2527.34087929802,42194,26332938,-0.00312616806965429
"61",0.5,"ER","1","1",750,140953,1,750,332,416,375.874666666667,332,327.707250133676,0.929362551557969,0.000891299571132249,0.00609524304043387,2,0.000154572621380103,0.501768629492165,0.00265693224388747,376.3739185674,0.0955609219028666,0.0535718736092568,2,2,1.49816466399644,9082.35189086654,27849,35398.412,2578.94733280522,43133,26548809,-0.00669760497412877
"62",0.5,"ER","1","1",750,140150,1,750,324,417,373.733333333333,324,320.405478602603,0.928184994124312,0.000889603839227621,0.00864490723905851,2,0.000169786414294068,0.499100247783844,0.00267203194064314,374.247023319379,0.102688969565422,0.0577659101023587,2,2,1.5010235870049,9076.30253445818,26090,34810.92,2593.6178033807,43123,26108190,-0.000500455152307049
"63",0.5,"ER","1","1",750,140610,1,750,330,417,374.96,330,325.794506482638,0.92964203609853,0.000890582170084933,0.00972425805246014,2,0.00014981425899157,0.500643531414482,0.00266314058882659,375.496511222718,0.103143893096566,0.056128170894526,2,2,1.49938584779706,9075.42879805747,27296,35150.436,2667.07564820629,43627,26362827,-0.000425314085620022
"64",0.5,"ER","1","1",750,140975,1,750,335,418,375.933333333333,335,329.297909824301,0.928321074979937,0.00089134718939661,0.0094547194488665,2,0.000158387028653066,0.502054789292416,0.00265646945044906,376.43948806976,0.10075314109407,0.0561637739207833,2,2,1.49808633733867,9081.94660456403,28071,35430.052,2600.90749977628,43813,26572539,-0.00108541592323586
"65",0.5,"ER","1","1",750,140607,1,750,335,416,374.952,335,329.022627937016,0.928749927576509,0.000890572107970704,0.0116645954868628,2,0.000149705590579278,0.500686409267433,0.00266330564450381,375.473240205708,0.0999544594155022,0.054803738317757,2,2,1.49939652870494,9074.33233820073,27981,35150.668,2620.69700171712,43324,26363001,-0.00343901308102873
"66",0.5,"ER","1","1",750,140372,1,750,328,421,374.325333333333,328,323.968019029108,0.927978347344209,0.000890081213250046,0.0114863416899828,2,0.000181667190307334,0.499896905383723,0.00266761520434159,374.866659318961,0.109784877485734,0.0623159768580329,2,2,1.50023319982198,9073.00869545604,26756,34980.064,2660.75513813481,44054,26235048,-0.00799261382221803
"67",0.5,"ER","1","1",750,140718,1,750,332,418,375.248,332,327.29057153064,0.928908809595618,0.000890804971345862,0.008841610791021,2,0.00015889403610462,0.5010754178662,0.00266126049054349,375.76178790216,0.103105767558546,0.0570787716955941,2,2,1.49900133511348,9086.28190934108,27597,35232.804,2608.72020508049,43678,26424603,-0.00187138880849567
"68",0.5,"ER","1","1",750,140631,1,750,340,418,375.016,340,333.429917611084,0.929397112287544,0.000890611185496765,0.0127877645242219,2,0.000167374977070885,0.500766783623812,0.00266315097784037,375.495046402113,0.101495550697402,0.057388518024032,2,2,1.49931108144192,9077.4336477525,28860,35164.14,2514.23861028595,43497,26373105,0.00111279088852041
"69",0.5,"ER","1","1",750,139574,1,750,333,414,372.197333333333,333,326.914706419002,0.928555484237813,0.000888380303035447,0.0092946908397988,2,0.000157725120589227,0.496773124383729,0.00268329244782152,372.676485864173,0.1020599444012,0.0558113039608367,2,2,1.50307432131731,9073.65247442605,27341,34361.132,2468.03742777587,42485,25770849,-0.00317344690306931
"70",0.5,"ER","1","1",750,140328,1,750,342,426,374.208,342,334.26615640379,0.929369547163204,0.000889982636479396,0.00980151113426811,2,0.000192156627123898,0.499622231979768,0.00266858862946658,374.729918638636,0.123598342084762,0.0691481975967957,2,2,1.50038985313752,9078.43627773768,29051,34936.84,2622.59161125261,45333,26202630,-0.0028224763065046
"71",0.5,"ER","1","1",750,140603,1,750,326,421,374.941333333333,326,322.300364671366,0.929181678645471,0.000890549107477549,0.0100291769674393,2,0.00018331195939284,0.500509051767894,0.00266376998435155,375.407788913664,0.107275042910072,0.0614935469514909,2,2,1.49941076991544,9069.56722730044,26551,35131.048,2473.71312831897,43994,26348286,-0.00315074256214424
"72",0.5,"ER","1","1",750,140171,1,750,332,419,373.789333333333,332,327.072718695795,0.928452906127508,0.000889647440832964,0.0115111416551153,2,0.000174337942137967,0.499031319602344,0.00267165469366514,374.29986830676,0.107774850383662,0.0603613707165109,2,2,1.50094882064976,9068.58054077889,27567,34816.3,2583.0910545045,43599,26112225,-0.00144204237259281
"73",0.5,"ER","1","1",750,141066,1,750,336,419,376.176,336,331.128606162484,0.929942942475404,0.000891534474571186,0.0102981534334058,2,0.000163684256791647,0.502130286101443,0.00265491992755525,376.65919398211,0.101764871279048,0.0571748998664887,2,2,1.49776234979973,9075.0060706507,28427,35479.108,2550.74164985174,43817,26609331,-0.00344292908800675
"74",0.5,"ER","1","1",750,140749,1,750,333,415,375.330666666667,333,328.536304476264,0.929299772617435,0.000890861090264677,0.0103375345604468,2,0.00014714895347465,0.501088239713074,0.00266092778928294,375.808770169399,0.0959998583857503,0.0529630618602581,2,2,1.49889096573209,9076.99359052085,27616,35245.88,2518.16667295681,43065,26434410,-0.00203870524873789
"75",0.5,"ER","1","1",750,140289,1,750,328,420,374.104,328,323.954373998155,0.929197951639611,0.000889900866436385,0.0144089894703495,2,0.000175184473882957,0.499514883728916,0.00266929975286433,374.630087507758,0.109788797327512,0.0612763684913218,2,2,1.50052870493992,9079.09109621891,26662,34910.296,2620.60457569881,43861,26182722,-0.0028728620385201
"76",0.5,"ER","1","1",750,140790,1,750,334,418,375.44,334,328.996543170471,0.927786479406269,0.000890956126362523,0.0122030626081481,2,0.000160089220447311,0.501304653282634,0.00265993714479975,375.94873320786,0.101509350087098,0.0568224299065421,2,2,1.49874499332443,9078.87679313967,27729,35284.576,2595.15669801916,43701,26463432,-0.0024438433281415
"77",0.5,"ER","1","1",750,140828,1,750,337,415,375.541333333333,337,331.639725762995,0.929322803836098,0.000891028084012883,0.0132026111546399,2,0.000145214086835876,0.501319780195623,0.00265945190672207,376.017328033789,0.0956454076074029,0.052681797952826,2,2,1.49860970182466,9073.41927772392,28409,35301.576,2522.6712994107,43139,26476182,-0.00176361004604362
