"","nei","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,"LAT","1","1",196,364,1,196,2,4,3.71428571428571,2,0.0501441756363494,0.0139972587987606,0.00056282769562133,0.69114539306847,26,0.0520925001898154,0,0.255585148716257,3.91259040293522,0.538540562021783,0.00146520146520147,20,14,9.33333333333333,306.092523871097,0,0,0,0,0,0.602372034956303
"2",2,"LAT","1","1",196,1038,1,196,5,12,10.5918367346939,5,0.34028977373206,0.0341597839907991,0.00106556640900818,0.618856293227305,13,0.0260397006285146,0.476135040745052,0.08755951409645,11.4208034423131,0.519364578983243,0.00722135007849294,10.2448979591837,7,4.91794871794872,474.033335981558,7,25.0408163265306,6.83568069852922,30,4908,0.57876438522108
"3",3,"LAT","1","1",196,1970,1,196,9,24,20.1020408163265,9,1.21826458459524,0.066135965694834,0.00151720829625321,0.542262619495478,9,0.0173009158346527,0.536726607741542,0.0454908517744798,21.9824417655991,0.4970032192906,0.0199895342752486,7,5,3.44688644688645,539.030242601973,28,107.816326530612,33.2737971718181,138,21132,0.550650208272071
"4",4,"LAT","1","1",196,3110,1,196,14,40,31.734693877551,14,3.13435727930188,0.110628665888956,0.00192502096290385,0.482300120966491,7,0.012561017403694,0.581235879345198,0.0286282338495152,34.9305516105714,0.473169813869412,0.0423861852433281,5.36734693877551,4,2.71187859759288,601.097560953408,75,299.265306122449,102.837841086795,414,58656,0.506266454173376
"5",5,"LAT","1","1",196,4410,1,196,20,60,45,20,6.55969757250421,0.167435828822597,0.00229483447258624,0.411008941747523,6,0.00943978345725631,0.606025941795762,0.0201796240207847,49.5549371469962,0.448312690609548,0.0769230769230769,4.38775510204082,3,2.27137624280481,634.192220936537,160,637.897959183673,236.074411988707,954,125028,0.44270589235326
"6",6,"LAT","1","1",196,5824,1,196,27,84,59.4285714285714,27,11.8863948097894,0.235135862556715,0.00263186679404834,0.367065739248732,5,0.00890163997745806,0.632406194622082,0.0153460038218328,65.1635443083427,0.424913922620817,0.126007326007326,3.75510204081633,3,1.97791732077446,662.469033251505,301,1172.57142857143,457.194656405949,1908,229824,0.355645246225772
"7",7,"LAT","1","1",196,7308,1,196,35,110,74.5714285714286,35,19.3322843934477,0.311036189675942,0.0029406563717575,0.295606384977032,4,0.00751895070063904,0.656843643448612,0.0123266206872099,81.1252349995326,0.400966040982855,0.181684981684982,3.28571428571429,2,1.76776556776557,674.40876997583,515,1926.42857142857,771.313578188169,3360,377580,0.255216795758683
"8",8,"LAT","1","1",196,8820,1,196,44,134,90,44,28.8575814758126,0.391286247511775,0.00321927976196238,0.24009936060592,4,0.00561637226907017,0.685026385224274,0.010320641000022,96.8932065360929,0.370976901974444,0.225641025641026,2.93877551020408,2,1.6138147566719,682.260656516427,826,2924.75510204082,1169.21365695704,5268,573252,0.164017212095569
"9",9,"LAT","1","1",196,10320,1,196,54,154,105.30612244898,54,40.2225302632402,0.472195582455487,0.00347533862667752,0.165697204945616,3,0.00414364705762713,0.715257722553048,0.00892647236448487,112.026336851569,0.335060006294518,0.249712192569335,2.69387755102041,2,1.49450549450549,690.49676247659,1256,4159.83673469388,1608.04211383732,7440,815328,0.092387690492912
"10",10,"LAT","1","1",196,11770,1,196,65,170,120.102040816327,65,53.103488688297,0.551069814482945,0.00371514102571936,0.137938193743147,3,0.00308795866031026,0.748704797078077,0.00792416694635659,126.196230691453,0.296348607000786,0.255886970172684,2.42857142857143,2,1.39727891156463,690.221308490424,1835,5618.38775510204,2031.86508553054,9700,1101204,0.0398923818483564
"11",11,"LAT","1","1",196,13134,1,196,77,182,134.020408163265,77,67.1667857750132,0.625813556094116,0.003940373850997,0.122023517808691,3,0.00226532811387447,0.783484106528263,0.0071856673141283,139.165919640313,0.256216636914107,0.246049188906332,2.20408163265306,2,1.316378859236,680.480682652627,2590,7252.04081632653,2375.81726793817,11847,1421400,0.00450881538337694
"12",12,"LAT","1","1",196,14378,1,196,90,190,146.714285714286,90,82.1053581621367,0.694162497037495,0.00415111653203085,0.0916525206271672,3,0.00158045173630218,0.819030692688688,0.00663305460344859,150.760103720553,0.215199405054784,0.221978021978022,2.06122448979592,2,1.24814233385662,665.521279064604,3557,9000.42857142857,2586.92656373424,13719,1764084,-0.0154226506810202
"13",13,"LAT","1","1",196,15470,1,196,104,194,157.857142857143,104,97.6553366786807,0.753352127607654,0.0043454979895615,0.0729501184393005,2,0.000987755320974948,0.85347023331107,0.00621752992451237,160.835574921407,0.173335229215194,0.185347985347985,2,2,1.19047619047619,653.620605529488,4768,10770.4285714286,2638.84518643075,15172,2111004,-0.0225242642049088
"14",14,"LAT","1","1",196,16380,1,196,117,195,167.142857142857,117,111.986927123282,0.801045581502478,0.00451874333657287,0.0559727235185111,2,0.00054793830896864,0.885394764908432,0.00590835589103405,169.251822070756,0.132722566645586,0.142857142857143,1.97959183673469,1,1.14285714285714,624.581176598342,6141,12452.5714285714,2550.15623453012,16185,2440704,-0.0245460567501473
"15",15,"LAT","1","1",196,17108,1,196,129,195,174.571428571429,129,124.741585814849,0.838951050375979,0.00466690904960929,0.0360407678919859,2,0.000289320884915167,0.913187367948694,0.00568071801204308,176.034085458917,0.0977624460880565,0.104761904761905,1.93877551020408,1,1.1047619047619,590.786728505059,7625,13954.2857142857,2362.06732573016,16913,2735040,-0.0274468310269109
"16",16,"LAT","1","1",196,17680,1,196,140,195,180.408163265306,140,136.239659145249,0.870062583431118,0.00478990759032186,0.0161721517270326,2,0.00015292102548097,0.93639961477112,0.00551293700459816,181.391515841,0.0701468255618599,0.0748299319727891,1.87755102040816,1,1.07482993197279,557.795038406909,9172,15239.387755102,2100.80982496508,17485,2986920,-0.0314687735312627
"17",17,"LAT","1","1",196,18120,1,196,150,195,184.897959183673,150,146.617020869778,0.896171899084222,0.00488878848404312,0.00553875104162099,2,7.98241948191792e-05,0.95503071117145,0.00538994436468654,185.53067199575,0.0488109690940736,0.0518053375196232,1.79591836734694,1,1.05180533751962,526.41396696213,10728,16294.2857142857,1793.00134568857,17925,3193680,-0.0358326786233236
"18",18,"LAT","1","1",196,18450,1,196,159,195,188.265306122449,159,155.94831120019,0.918376128244308,0.00496557572718207,0.00378037764117479,2,4.0508251618439e-05,0.969438292592477,0.00530085354900549,188.64886395279,0.0327378146763402,0.0345368916797488,1.69387755102041,1,1.03453689167975,497.436301612567,12239,17125.2857142857,1464.05178554901,18255,3356556,-0.0390239406430787
"19",19,"LAT","1","1",196,18690,1,196,167,195,190.714285714286,167,164.279725496695,0.93734600866954,0.00502299426938431,0.00286954423228706,2,1.95328033173012e-05,0.980170843094106,0.00523754268141364,190.929231669783,0.0209833419083343,0.021978021978022,1.57142857142857,1,1.02197802197802,471.343878292083,13651,17752.7142857143,1137.41515321769,18495,3479532,-0.039528133275568
"20",20,"LAT","1","1",196,18858,1,196,174,195,192.428571428571,174,171.63684823484,0.953498975127694,0.0050641346275014,0.0010161640759597,2,8.71185222567659e-06,0.987860747424478,0.00519379503571833,192.537439988079,0.0126936083088682,0.0131868131868132,1.42857142857143,1,1.01318681318681,448.436343874908,14925,18205.2857142857,833.574545602805,18663,3568236,-0.0368320058414457
