"","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.5,"Spatial","1","1",200,9346,1,200,33,159,93.46,33,22.5662171767695,0.338145461551539,0.00326338336761506,0.270929946239235,3,0.0133043673347816,0.726613711648055,0.00969350095373563,103.161902471844,0.415110035358989,0.329346733668342,2.585,2,1.55909547738693,680.912171304759,510,3428.505,1554.94676344909,6997,685701,0.102986887678243
"2",0.5,"Spatial","1","1",200,9462,1,200,33,153,94.62,33,24.5300748049382,0.383703236210547,0.00326497427803545,0.245306990848731,3,0.00918601674371306,0.724239917014498,0.00950157672298207,105.245690179109,0.404879776497975,0.293366834170854,2.62,2,1.56120603015075,691.314984225531,507,3518.85,1676.02117000698,7077,703770,0.138845668200279
"3",0.5,"Spatial","1","1",200,9394,1,200,38,158,93.94,38,28.165548298934,0.344067167434459,0.00325752594222819,0.251230627778529,3,0.0120029197529766,0.713481510136586,0.00982269153826845,101.805090397482,0.413968200360836,0.321909547738693,2.605,2,1.56085427135678,700.494801632069,670,3356.745,1391.09082319122,6951,671349,0.081176758149305
"4",0.5,"Spatial","1","1",200,8736,1,200,42,158,87.36,42,22.3895053592068,0.297148154199984,0.0031704870059067,0.274581009363805,3,0.0201723279940613,0.706709868542862,0.0105861631207191,94.4629313374937,0.455445933446556,0.354974874371859,2.695,2,1.6013567839196,688.295819695138,830,2862.705,1130.21529410557,6328,572541,0.077912354229092
"5",0.5,"Spatial","1","1",200,8624,1,200,39,155,86.24,39,20.7391534028559,0.289182146687804,0.00314514823700084,0.279586535106326,3,0.027269427083459,0.717610197666648,0.010603379457646,94.3095551747806,0.451721833057478,0.345527638190955,2.655,2,1.61407035175879,674.775149958219,729,2829.72,1181.75764318924,6062,565944,0.156774012934943
"6",0.5,"Spatial","1","1",200,9016,1,200,45,157,90.16,45,25.5748388158938,0.339617492650882,0.00321220574894522,0.262609589016155,3,0.0160219302395838,0.710206413415429,0.0102300942152173,97.750810399429,0.430643327587605,0.335879396984925,2.605,2,1.58140703517588,684.925879511121,972,3076.845,1257.20228639611,6443,615369,0.060499787900981
"7",0.5,"Spatial","1","1",200,8727,1,200,38,146,87.27,38,24.0093485918874,0.314092985638094,0.00315703003105733,0.279004581231309,3,0.0149710648061618,0.710195126297501,0.0105911091082619,94.4188176873679,0.426849583550425,0.295125628140704,2.71,2,1.60874371859296,681.150691641568,675,2869.515,1121.55198902925,5785,573903,0.0983634195762035
"8",0.5,"Spatial","1","1",200,8839,1,200,36,162,88.39,36,25.4389016210603,0.343708126181678,0.00317109058820685,0.262797406320335,3,0.0168195010364401,0.704596654364185,0.0104108546849617,96.0535931256902,0.461799024141368,0.369899497487437,2.77,2,1.60391959798995,690.01621572676,624,2940,1209.90517922421,6792,588000,0.0788150634617003
"9",0.5,"Spatial","1","1",200,8700,1,200,42,147,87,42,23.66382851453,0.302032730701043,0.00315566959989856,0.276379079138592,3,0.0161999810280063,0.706559444771358,0.0107914662696133,92.6658134322124,0.423528731785295,0.301507537688442,2.685,2,1.60693467336683,685.079721847365,818,2803.695,982.389043679083,5615,560739,0.0689921761154682
"10",0.5,"Spatial","1","1",200,8821,1,200,37,142,88.21,37,23.6121963753174,0.305808839066899,0.00316159081970546,0.272369988855294,3,0.00988931332056451,0.707174568730129,0.0103870089016429,96.2741063831984,0.406876714807713,0.270301507537688,2.655,2,1.60934673366834,690.460341968818,656,2946.015,1236.78828060026,5716,589203,0.104598495962659
"11",0.5,"Spatial","1","1",200,8891,1,200,41,159,88.91,41,25.0817473309625,0.342419336920266,0.00318905308132041,0.259997260463934,3,0.0161921091605846,0.706946275934693,0.0103583703544809,96.5402824747822,0.448758470221084,0.352211055276382,2.695,2,1.59361809045226,684.551104622886,802,2980.74,1215.05769344174,6609,596148,0.0821505885229565
"12",0.5,"Spatial","1","1",200,9114,1,200,41,154,91.14,41,25.6894759205968,0.350156157028931,0.00321919644740934,0.232297194115317,3,0.0129265534429635,0.717169286254199,0.010039038321404,99.61113485023,0.426951127591502,0.315879396984925,2.665,2,1.57849246231156,686.793437487188,781,3173.7,1360.60012993085,6558,634740,0.135830028398327
"13",0.5,"Spatial","1","1",200,9549,1,200,26,155,95.49,26,23.3124303645216,0.348091980674666,0.00327987690850153,0.251447651091672,3,0.0109663909798519,0.729342488875249,0.00942496560976234,106.101182901315,0.386984164537756,0.299045226130653,2.66,2,1.55437185929648,683.530094601436,315,3612.375,1710.88579260913,6994,722475,0.11230778754672
"14",0.5,"Spatial","1","1",200,9539,1,200,38,155,95.39,38,26.9095106790155,0.37154803054326,0.00327974508459094,0.216998592664555,3,0.0111464975794723,0.72656400551813,0.00948809196777278,105.395268447713,0.400671199761968,0.299547738693467,2.655,2,1.55236180904523,679.290221977918,675,3562.95,1652.71108094713,7048,712590,0.133273016242257
"15",0.5,"Spatial","1","1",200,9120,1,200,40,148,91.2,40,25.2252736894034,0.351844544966845,0.00320842730838509,0.25817363876385,3,0.00946849197494425,0.707637576580878,0.0100209221889244,99.791214934814,0.407675132139489,0.285427135678392,2.64,2,1.58668341708543,699.207115673031,773,3156.75,1363.71285513347,6286,631350,0.11873495624035
"16",0.5,"Spatial","1","1",200,9131,1,200,35,150,91.31,35,25.4830747742357,0.366519956471327,0.00321147616616871,0.246733964327817,3,0.00938699263122142,0.707821984490922,0.00994287071196678,100.574575388619,0.408642693754278,0.294924623115578,2.66,2,1.58643216080402,698.591473153678,580,3185.16,1435.20616921079,6416,637032,0.117523601838814
"17",0.5,"Spatial","1","1",200,8653,1,200,39,144,86.53,39,20.9215524157772,0.28870235293656,0.00314265237350242,0.277795802034311,3,0.0142802317887702,0.709549412929977,0.0106041807015058,94.3024292162428,0.432351078115203,0.288793969849246,2.71,2,1.61678391959799,683.008251299228,721,2826.075,1165.0780159678,5766,565215,0.12905542763008
"18",0.5,"Spatial","1","1",200,8064,1,200,42,142,80.64,42,18.9378784974089,0.253382719546533,0.00306461005748881,0.310654497711266,3,0.0226894284403071,0.709571872227152,0.0115744644196061,86.3970861844881,0.454935041890268,0.308341708542714,2.77,2,1.65522613065327,647.663992492232,816,2431.05,848.257159440882,4965,486210,0.0561320507507646
"19",0.5,"Spatial","1","1",200,8684,1,200,43,150,86.84,43,21.2231991726375,0.284074506285286,0.00314984828075047,0.297016585827035,3,0.014506337489983,0.712959970279558,0.0105626724336951,94.6730106682081,0.440628748713255,0.317386934673367,2.66,2,1.61467336683417,663.118403061559,896,2878.665,1175.01661819746,6029,575733,0.081931492829053
"20",0.5,"Spatial","1","1",200,9017,1,200,39,150,90.17,39,25.1950267091115,0.339708637173551,0.00319412578036516,0.227382220088781,3,0.0122919972561307,0.712962548197358,0.0101058714001605,98.9523773263251,0.428324275015351,0.300653266331658,2.695,2,1.59286432160804,690.668888503491,714,3103.665,1369.34458252973,6430,620733,0.131731471447851
"21",0.5,"Spatial","1","1",200,8697,1,200,43,151,86.97,43,23.7503984047028,0.31539901083945,0.00315597496310041,0.283896126605148,3,0.0187245881683435,0.708151035882128,0.010620526862359,94.1572873888373,0.434402629906569,0.321758793969849,2.655,2,1.60879396984925,684.758294760815,867,2837.37,1119.13398549389,5848,567474,0.108050382186709
"22",0.5,"Spatial","1","1",200,8975,1,200,40,156,89.75,40,24.3586574701067,0.327825785910577,0.00319816674432746,0.267628345528045,3,0.0151854548579022,0.709446928568773,0.0102358396857963,97.6959419741253,0.434667597057578,0.332914572864322,2.61,2,1.58964824120603,688.405501555831,776,3052.665,1268.94954490419,6506,610533,0.0911540324125687
"23",0.5,"Spatial","1","1",200,9828,1,200,39,164,98.28,39,30.1721416880849,0.385692712952908,0.00331950156331564,0.221715827039901,3,0.00970800324499644,0.721225510122306,0.00935634156216794,106.879381578316,0.404063746249064,0.330251256281407,2.62,2,1.53396984924623,697.357545985674,699,3734.805,1607.79686864639,7703,746961,0.0560552158339021
"24",0.5,"Spatial","1","1",200,9581,1,200,35,158,95.81,35,24.5944820206254,0.327426639631351,0.00327635521764706,0.231956205376859,3,0.0116762023265919,0.725595545034858,0.00955042592404208,104.707372001349,0.401578503677136,0.31251256281407,2.64,2,1.55386934673367,696.419141225005,575,3574.095,1535.74341776255,7192,714819,0.100648490180669
"25",0.5,"Spatial","1","1",200,9533,1,200,44,156,95.33,44,27.0998781079135,0.35423760679337,0.00327284760656909,0.181856244798457,3,0.0100046913101068,0.717285576151583,0.00963917464389258,103.743322114576,0.401782241315726,0.304874371859297,2.635,2,1.55482412060302,702.049437106817,877,3486.51,1481.36480935385,6960,697302,0.0823994410741464
"26",0.5,"Spatial","1","1",200,9998,1,200,43,168,99.98,43,32.4664066770121,0.406361945869027,0.00335038653855296,0.219067733330623,3,0.0112743268515857,0.721754276162921,0.00925158272951985,108.089613338182,0.400131243648731,0.341809045226131,2.525,2,1.51839195979899,697.203240852497,839,3851.685,1618.36984976492,7976,770337,0.0316039750243247
"27",0.5,"Spatial","1","1",200,10085,1,200,30,160,100.85,30,27.1140302721517,0.366159425435503,0.00335772626759505,0.216000942902532,3,0.0091856243631845,0.734208192135368,0.00902248476255784,110.834213225815,0.377226793883953,0.297236180904523,2.58,2,1.51834170854271,697.50344338189,422,4035.3,1846.72588449459,7759,807060,0.069997464266272
"28",0.5,"Spatial","1","1",200,9800,1,200,39,158,98,39,26.5357363870504,0.385307568817153,0.0033124182395215,0.208610349854227,3,0.00734337740467682,0.731413086863841,0.00916165194382794,109.150621103183,0.388667546087453,0.301507537688442,2.585,2,1.54050251256281,703.045911254576,708,3820.635,1862.8167901712,7537,764127,0.134222372510179
"29",0.5,"Spatial","1","1",200,9638,1,200,39,155,96.38,39,28.8575203690677,0.382424295837923,0.00328624164427186,0.218106155637566,3,0.00782634682554682,0.717510165282264,0.00941793433705508,106.180396274953,0.393633201053482,0.294572864321608,2.62,2,1.55165829145729,708.250153691823,701,3604.215,1672.44982311253,7172,720843,0.10037405299847
"30",0.5,"Spatial","1","1",200,9261,1,200,40,154,92.61,40,26.2618983975909,0.3609285458523,0.00323754257512532,0.250081124690249,3,0.0101605129614078,0.710154890405686,0.00986585956111225,101.35964269567,0.413422304119042,0.308492462311558,2.625,2,1.57246231155779,703.496878820349,772,3274.755,1438.36857088283,6687,654951,0.0825353221787745
"31",0.5,"Spatial","1","1",200,9059,1,200,43,151,90.59,43,25.2586373730194,0.346230149349535,0.00320752923679147,0.26226589106326,3,0.0136004765495963,0.710601124550015,0.0101048689209265,98.9621941487102,0.412633505817966,0.30356783919598,2.635,2,1.58522613065327,689.689019174837,859,3115.89,1336.64295526114,6235,623178,0.112046102066735
"32",0.5,"Spatial","1","1",200,9174,1,200,35,152,91.74,35,27.097146561195,0.35786881803345,0.00322806201913105,0.255995304832298,3,0.0122237873767217,0.71222392740375,0.0100052365352555,99.9476620543944,0.41670719825547,0.302814070351759,2.64,2,1.57497487437186,690.20556667635,582,3202.23,1359.57832551717,6500,640446,0.093872811813139
"33",0.5,"Spatial","1","1",200,9392,1,200,40,157,93.92,40,26.0409147273181,0.321074314572157,0.00325699836746507,0.248527581966529,3,0.0126112595419886,0.720730839752195,0.0097620781236259,102.437205207345,0.401826425122255,0.316984924623116,2.57,2,1.56195979899497,691.917056747736,756,3404.055,1463.00989117757,6806,680811,0.0788035534995046
"34",0.5,"Spatial","1","1",200,9369,1,200,45,162,93.69,45,28.1820526949471,0.36176569452774,0.00325536974438832,0.24107536839374,3,0.0124039912542014,0.714219439141245,0.00984429658440971,101.581661160401,0.431576063307542,0.343266331658291,2.555,2,1.56150753768844,697.958845645218,965,3340.74,1390.44572673477,7217,668148,0.0702795021988505
"35",0.5,"Spatial","1","1",200,9182,1,200,42,157,91.82,42,26.0194766528005,0.33438297546187,0.00323297247371829,0.270423216590413,3,0.0148246495229767,0.716263300681759,0.0100694077418072,99.3107068103019,0.429879684134776,0.327537688442211,2.64,2,1.57050251256281,685.41079145306,839,3203.835,1283.49505865937,6707,640767,0.0888368387131619
"36",0.5,"Spatial","1","1",200,9080,1,200,43,152,90.8,43,24.0879872985866,0.337802949309233,0.00321005957316892,0.261141280880669,3,0.0117012686063518,0.711696580146407,0.00999128155666166,100.087260510966,0.416254014091341,0.307537688442211,2.62,2,1.58557788944724,696.267632205792,883,3156.78,1436.05125872597,6426,631356,0.124429599497912
"37",0.5,"Spatial","1","1",200,9132,1,200,42,151,91.32,42,25.1273989742685,0.342252448325124,0.00321372875924267,0.252668537749451,3,0.0113785032058324,0.713570444496836,0.00996106776640227,100.390843978886,0.416057870662228,0.299899497487437,2.6,2,1.58356783919598,689.518895282289,849,3193.11,1424.61814610479,6541,638622,0.132112923061272
"38",0.5,"Spatial","1","1",200,8701,1,200,47,159,87.01,47,24.4005073186118,0.32096191200956,0.00317284415973853,0.295156764131951,3,0.0262384084043551,0.712600629065013,0.0107262313890114,93.2293891239803,0.456011823319308,0.361758793969849,2.64,2,1.59768844221106,669.592956256196,1071,2838.78,1031.884182664,6216,567756,0.0685434310250479
"39",0.5,"Spatial","1","1",200,9723,1,200,34,165,97.23,34,27.440073840896,0.342426742228328,0.00330713809085711,0.187293406354265,3,0.0115831821510878,0.721343771677733,0.00949982435700405,105.265104113501,0.413782094121181,0.340552763819095,2.625,2,1.53809045226131,693.109337966155,549,3639.54,1518.44286096318,7638,727908,0.0527418971731065
"40",0.5,"Spatial","1","1",200,10005,1,200,45,162,100.05,45,29.7675501215511,0.373096672366854,0.00334737376613951,0.214477568811796,3,0.00912329697659625,0.726136388965251,0.00914618126252682,109.335248372689,0.387219694127188,0.311306532663317,2.565,2,1.52165829145729,703.628192009915,946,3909.315,1746.71684725873,7739,781863,0.0703893691452152
"41",0.5,"Spatial","1","1",200,9030,1,200,51,154,90.3,51,26.467201699934,0.338059225354917,0.00321163805099167,0.281780584957978,3,0.0170288647305213,0.706880037705869,0.010367328190719,96.4568673436245,0.427736758302163,0.320100502512563,2.575,2,1.57874371859296,698.036546225349,1210,3029.55,1105.48586262435,6292,605910,0.0709414926072116
"42",0.5,"Spatial","1","1",200,8850,1,200,41,152,88.5,41,22.9346699457501,0.291660996301245,0.00318710827554284,0.262405356059881,3,0.0154291309764217,0.711812539405897,0.010410954193008,96.0526750440991,0.433219288555845,0.319095477386935,2.66,2,1.59366834170854,682.052670916248,763,2969.205,1208.29705030837,6116,593841,0.0810522175510736
"43",0.5,"Spatial","1","1",200,8979,1,200,43,152,89.79,43,24.7233865040689,0.324246855471841,0.00319964777389376,0.246192645047798,3,0.0132815809433663,0.707972442092256,0.0102909300115974,97.1729473306146,0.421958236061351,0.312613065326633,2.695,2,1.58793969849246,687.719194517503,859,3036.6,1213.54139342992,6208,607320,0.0767244315603705
"44",0.5,"Spatial","1","1",200,9777,1,200,41,165,97.77,41,28.3958488307666,0.369534182814028,0.00331693563264933,0.248065662996074,3,0.0134333421887153,0.720946773697587,0.0094419466731285,105.910363044728,0.412645012661317,0.337839195979899,2.545,2,1.53241206030151,699.789790262653,789,3669.255,1533.79310744875,7699,733851,0.076636896716814
"45",0.5,"Spatial","1","1",200,9765,1,200,33,165,97.65,33,27.230525871658,0.389585977322081,0.00331290912071722,0.241378178280215,3,0.00981728795311618,0.718954981930115,0.00938709342906893,106.529247584061,0.410346252281691,0.338442211055276,2.65,2,1.53723618090452,695.808444928301,520,3683.325,1624.84515516597,7736,736665,0.0608717921749331
"46",0.5,"Spatial","1","1",200,9505,1,200,36,155,95.05,36,26.9554407808473,0.37742283668565,0.00327426757107492,0.227309932118564,3,0.00844122863929424,0.717824601366743,0.00952144072645883,105.026122488074,0.396851998386868,0.301256281407035,2.635,2,1.55688442211055,695.374672351797,609,3516.795,1647.31416638993,6988,703359,0.0861557965050412
"47",0.5,"Spatial","1","1",200,8916,1,200,37,149,89.16,37,23.0359929090748,0.307264654858333,0.00318324374743248,0.265245281417249,3,0.0116084032162431,0.710648516194199,0.0102412432440354,97.644394940273,0.422091799346665,0.30070351758794,2.71,2,1.59904522613065,680.571119688508,656,3039.33,1303.38533355976,6155,607866,0.0815114845890532
"48",0.5,"Spatial","1","1",200,8771,1,200,47,151,87.71,47,22.616058361954,0.313347866842784,0.00317035936026183,0.264118432650087,3,0.0148920556035628,0.708781477387301,0.0104346721941535,95.8343473942855,0.436185989690033,0.318040201005025,2.63,2,1.60321608040201,676.564692744279,1059,2917.38,1225.44988174275,6074,583476,0.0892572633346383
"49",0.5,"Spatial","1","1",200,9187,1,200,38,150,91.87,38,25.7093558898202,0.363489827091289,0.0032250580559148,0.260699684620919,3,0.00930915570521213,0.714993933356883,0.0098734263727563,101.28196253727,0.411723188786515,0.292110552763819,2.605,2,1.57914572864322,686.663164406324,672,3258.735,1466.71609224528,6619,651747,0.105146135784934
"50",0.5,"Spatial","1","1",200,8703,1,200,45,147,87.03,45,22.0441638186069,0.277087277334555,0.0031526093586606,0.280701497628621,3,0.0204310847048299,0.716646826120132,0.0107348622497949,93.1544324212551,0.430212193529171,0.301356783919598,2.645,2,1.60854271356784,674.693798008605,899,2850.495,1022.10834913027,5631,570099,0.0864204418615377
"51",0.5,"Spatial","1","1",200,8834,1,200,42,157,88.34,42,23.8580740464142,0.321567171412635,0.00318680524497726,0.270056911907597,3,0.0177565648629297,0.708727658898152,0.0104262293488714,95.9119511511847,0.451996503219351,0.345025125628141,2.665,2,1.59336683417085,687.392819468266,809,2943.105,1193.38737259969,6499,588621,0.0905313758067177
