"","X","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",1,0.1,"ER",1,1,750,28158,1,750,54,105,75.088,54,50.8528543766162,0.784614522870924,0.000702671146649021,0.0595166081359788,3,0.0011859270932939,0.100335830559208,0.013154484290108,76.0197038474543,0.283354892506336,0.039935914552737,2.23066666666667,2,1.90012283044059,5294.93720256527,134,282.556,64.5321785371893,552,211917,0.000421167733326292
"2",2,0.1,"ER",1,1,750,28068,1,750,51,100,74.848,51,49.0324412526484,0.784313959716465,0.000702494591585301,0.0653273137953677,3,0.0009911811436345,0.100337526410191,0.0131938504844481,75.7928855703439,0.250310666467254,0.0335807743658211,2.29333333333333,2,1.90060347129506,5284.96078160175,119,280.824,64.7804834708594,507,210618,-0.00482506720231252
"3",3,0.1,"ER",1,1,750,28203,1,750,45,101,75.208,45,43.387742243977,0.788000313454105,0.000702697430451733,0.0556313882204499,3,0.000923071855228183,0.0999069980762616,0.0131310205742931,76.1555428492532,0.260479536263213,0.0344352469959947,2.256,2,1.9000551846907,5298.59744430233,104,282.312,66.0718041255159,519,211734,-0.000901110336421374
"4",4,0.1,"ER",1,1,750,27971,1,750,52,102,74.5893333333333,52,49.6148013428677,0.784979274497562,0.000702375279911233,0.0556553699165541,3,0.000981018403302586,0.0995070095061313,0.013243541337672,75.5085044477826,0.281436276314325,0.0365963506898086,2.26933333333333,2,1.90092389853138,5278.51355926177,129,276.472,63.1215889850268,526,207354,-0.00190048890937717
"5",5,0.1,"ER",1,1,750,28018,1,750,56,105,74.7146666666667,56,51.771614179737,0.787964313082917,0.000702454006001548,0.0581550393852894,3,0.00112800041447318,0.0994264987151103,0.0132217616688958,75.6328865277084,0.292652247955649,0.0404343569203382,2.26533333333333,2,1.90071028037383,5279.33986509567,138,277.18,64.0852517562105,569,207885,-0.00348894250697475
"6",6,0.1,"ER",1,1,750,27937,1,750,50,100,74.4986666666667,50,47.7754930586051,0.782570145848009,0.000702332454279472,0.0612622090866708,3,0.00100333031674426,0.0995116515071246,0.0132640590480813,75.3917029753159,0.255463619468515,0.0340471740097908,2.28133333333333,2,1.9010378282154,5278.74290513217,111,275.744,61.1004431205921,490,206808,-0.0088126976123669
"7",7,0.1,"ER",1,1,750,28037,1,750,53,105,74.7653333333333,53,50.1973927093237,0.78525850343586,0.000702457990030455,0.0603718531520434,3,0.00116395582755842,0.0997139953944847,0.0132217224432704,75.6331109120343,0.292743679217928,0.0403667111704495,2.30133333333333,2,1.90069603916333,5284.11120178569,131,278.172,62.5656057486614,550,208629,-0.00269856258722179
"8",8,0.1,"ER",1,1,750,28027,1,750,50,109,74.7386666666667,50,47.9421020344763,0.785092181650759,0.000702439751392095,0.0556739170295482,3,0.00140011824317496,0.0995198378025378,0.013210279366349,75.6986262188623,0.311068329807824,0.0457427681352915,2.28533333333333,2,1.90075300400534,5284.83707708271,115,277.76,64.6043189270814,583,208320,3.6263532718101e-06
"9",9,0.1,"ER",1,1,750,28043,1,750,42,100,74.7813333333333,42,40.7386843254742,0.782551669175934,0.000702450372526354,0.0652990194175455,3,0.000948754229676796,0.0999901150238744,0.0132132596483418,75.6815522145206,0.251649577238416,0.0336697819314642,2.29733333333333,2,1.90072096128171,5284.92516637389,94,279.184,63.246277356584,536,209388,-0.00319838192544201
"10",10,0.1,"ER",1,1,750,28017,1,750,49,101,74.712,49,47.0483684950503,0.787257976455095,0.000702415217215611,0.0579093705910577,3,0.000996552574595111,0.099573117914212,0.0132300397019835,75.5855630463508,0.256982197503456,0.0350974632843792,2.3,2,1.90081352914998,5284.67483596238,123,277.42,61.8391330078418,505,208065,-0.00749954358708856
"11",11,0.1,"ER",1,1,750,28173,1,750,52,102,75.128,52,49.6180446548475,0.785789772522866,0.000702650341882631,0.0577921076544058,3,0.00106193680550484,0.100287896519981,0.0131497141541402,76.0472804410847,0.259575802940172,0.0358771695594126,2.26666666666667,2,1.9001797952826,5296.63922296928,113,282.672,65.1021105320529,499,212004,0.00211308824955467
"12",12,0.1,"ER",1,1,750,28255,1,750,46,102,75.3466666666667,46,44.4752814439256,0.785329898967975,0.000702744606580533,0.0607568369327535,3,0.000988274051941251,0.100820787511834,0.0131186593477376,76.2273013951272,0.265639739117553,0.0355852247441032,2.26266666666667,2,1.89992345349355,5303.3587054968,108,285.696,62.7248073141996,525,214272,-0.00154151411091003
"13",13,0.1,"ER",1,1,750,27889,1,750,52,108,74.3706666666667,52,49.5272589735106,0.784545325746358,0.000702244422748958,0.0566250139154361,3,0.00136852548125193,0.0982833953631766,0.0132960517757311,75.2102967758649,0.313231588194578,0.0448989764129951,2.31333333333333,2,1.9012728081887,5274.56675200355,123,271.188,59.7906504829998,532,203391,-0.00322959663883412
"14",14,0.1,"ER",1,1,750,27907,1,750,53,99,74.4186666666667,53,50.3646765171016,0.786011672953464,0.000702279907510345,0.0573573629623413,3,0.000989714328353129,0.0992765978786891,0.0132771207833434,75.3175342996455,0.251538939905726,0.0328188696039163,2.304,2,1.90118024032043,5275.33637170434,118,274.508,62.6739869551513,503,205881,-0.00501606356126987
"15",15,0.1,"ER",1,1,750,27955,1,750,52,104,74.5466666666667,52,49.6070993167626,0.7847958680992,0.000702352764582688,0.0603678024456161,3,0.0010565923808892,0.0996133527442243,0.0132599576875772,75.4150219451203,0.296443382325256,0.0393235425011126,2.28133333333333,2,1.90098086337339,5276.84654945414,134,276.252,62.6989476789954,553,207189,0.00128291092453497
"16",16,0.1,"ER",1,1,750,28188,1,750,47,103,75.168,47,45.2467055308763,0.780026233144638,0.00070266703262848,0.0619325556251686,3,0.00106479374781033,0.100304975922953,0.0131312767189797,76.1540573244198,0.270565726807412,0.0371588785046729,2.27733333333333,2,1.90014063195372,5292.69536586136,119,283.288,67.3792624577161,573,212466,-0.00284315703921767
"17",17,0.1,"ER",1,1,750,27938,1,750,51,101,74.5013333333333,51,48.096771646279,0.7853896812479,0.000702343037811575,0.0652700256775174,3,0.00104662027187001,0.099331404742487,0.013255722044132,75.4391195493326,0.259208542987627,0.0353787271918113,2.25333333333333,2,1.90101290609702,5280.074523352,113,275.424,63.7608931293852,510,206568,-0.00835718841752096
"18",18,0.1,"ER",1,1,750,28151,1,750,51,100,75.0693333333333,51,48.424898543946,0.783486109326959,0.000702627845356676,0.0580017679236318,3,0.00100879502320904,0.100344369781504,0.0131620886571586,75.9757836349263,0.246691536260192,0.0332852692478861,2.24933333333333,2,1.90024032042724,5291.13250298285,126,282.372,63.7355100106298,495,211779,-0.00579827401186365
"19",19,0.1,"ER",1,1,750,27969,1,750,46,105,74.584,46,44.38662109773,0.783538119363019,0.000702370505180932,0.0555570460991158,3,0.00125444529725133,0.0991865006581361,0.0132326581979992,75.5706060745377,0.287079292111195,0.0406088117489987,2.296,2,1.9009417000445,5276.24219453111,105,275.796,65.1579962089071,525,206847,-0.00354117006351852
"20",20,0.1,"ER",1,1,750,27799,1,750,46,99,74.1306666666667,46,44.4036359106232,0.783839065526829,0.000702125649834,0.0563441432612458,3,0.000933954948696229,0.0995003920494128,0.0133235412377491,75.055121018933,0.254553996823985,0.0332033822874944,2.30533333333333,2,1.90160035603026,5266.5745193707,119,273.084,62.327162437978,498,204813,-0.00391174116361304
