"","X","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"11",11,0.1,"Spatial",1,1,300,1231,1,300,1,15,8.20666666666667,1,0.0519204721914678,0.00618986201664031,0.000424372713099478,0.784822890387175,18,0.179072384859162,0.589861301035358,0.0876832281848187,11.4046895934557,0.929227509203046,0.0227201783723523,14.85,10,8.0520624303233,611.546483041767,0,20.13,13.1632317041189,60,6039,0.506063815085759
"12",12,0.1,"Spatial",1,1,300,1248,1,300,2,17,8.32,1,0.0404287029314602,0.00455779837010039,0.000423278324529299,0.812548474995891,19,0.176056364150234,0.618132636880888,0.0785513692483612,12.7305228358048,0.924803893302377,0.0290301003344482,14.7533333333333,10,8.10450390189521,610.346779077729,0,22.09,16.9645084955322,70,6627,0.58748375680503
"13",13,0.1,"Spatial",1,1,300,1281,1,300,1,17,8.54,1,0.0357498691063586,0.00506271710664298,0.000427560922756931,0.795407081582073,20,0.129809604032695,0.611503799257819,0.0782719685377887,12.7759658876755,0.910683794009494,0.0282943143812709,15.4533333333333,11,8.06450390189521,613.529286218784,0,23.07,17.1931317468405,82,6921,0.589305896822558
"14",14,0.1,"Spatial",1,1,300,1146,1,300,1,14,7.64,1,0.0250576662128032,0.00370235476452302,0.000414932198134832,0.789747098185052,22,0.126272216745154,0.592074331131759,0.0843481503149411,11.8556245307831,0.956659313714206,0.0212709030100334,16.4333333333333,12,8.33638795986622,598.757932155183,0,17.63,14.4405053228733,67,5289,0.588895070802572
"15",15,0.1,"Spatial",1,1,300,1201,1,300,1,15,8.00666666666667,1,0.0142197214248679,0.00171704222673921,0.000373908345107623,0.8198143234787,23,0.365397237763245,0.600880410858401,0.0863730573976502,11.5776844091107,0.957142383787953,0.0233890746934225,17.5666666666667,12,9.28423634336678,609.235024417012,0,19.11,13.183724891194,68,5733,0.468788659435909
"16",16,0.1,"Spatial",1,1,300,1178,1,300,1,14,7.85333333333333,1,0.036245438388331,0.00470252556608188,0.000411967003540338,0.811076224846579,20,0.149007568870752,0.593395921010036,0.0918648358055228,10.8855580182715,0.953713460666179,0.0205574136008919,15.7566666666667,11,8.32229654403567,604.073272969982,0,18.33,11.8039064448114,61,5499,0.457475234012547
"17",17,0.1,"Spatial",1,1,300,1231,0,299,0,18,8.20666666666667,0,1.85600802190562e-14,-4.38083852133148e-17,-1,0.792788649041384,18,0.171287358712059,0.605509798352741,0.0739641692289876,13.5200599212312,0.944210904014426,0.0327536231884058,14.4066666666667,0,7.8065812215214,606.402106652629,0,21.32,18.7756762878702,94,6396,0.63311780313014
"18",18,0.1,"Spatial",1,1,300,1217,1,300,1,16,8.11333333333333,1,0.0567212928937194,0.00665070252457435,0.00044172248373219,0.791260012058695,19,0.0954164839883461,0.599519182610438,0.0854638394270768,11.7008550833158,0.91460354432115,0.0263768115942029,14.74,10,7.80840579710145,610.847702497381,0,19.95,14.3520301431808,67,5985,0.581356913749946
"19",19,0.1,"Spatial",1,1,300,1255,1,300,1,16,8.36666666666667,1,0.050178602380741,0.00585922133062023,0.000427513712541317,0.800886017682259,21,0.17632536201258,0.603213379686179,0.0871801347295982,11.4705030349132,0.961746447462266,0.0255295429208473,15.5466666666667,11,7.98677814938685,615.537681686369,0,21.4,15.6589914546859,68,6420,0.525618366725099
"20",20,0.1,"Spatial",1,1,300,1185,1,300,1,17,7.9,1,0.0222255381624481,0.00299993656927972,0.000391047074317895,0.810053232209938,22,0.203616170483737,0.605101413644745,0.0732739776564915,13.6474097897073,0.942366607833817,0.0304347826086957,16.93,13,8.69948717948718,603.884904438921,0,19.69,17.5836433952173,90,5907,0.617495408761718
"21",21,0.1,"Spatial",1,1,300,1245,1,300,2,16,8.3,1,0.0270105972799814,0.00335952583520333,0.000401165603215457,0.820136771987549,21,0.236846645816959,0.622245341908635,0.0893038876468743,11.1977207974887,0.943812715918974,0.025752508361204,16.3533333333333,11,8.52804905239688,607.97041349271,0,21.93,16.0489979266047,66,6579,0.508657478329025
"22",22,0.1,"Spatial",1,1,300,1166,1,300,1,20,7.77333333333333,1,0.0446728880697292,0.00636659792775119,0.000426838810240941,0.791278917528958,21,0.111119600852221,0.57971959569612,0.0813209016563001,12.2969615391928,0.944726039258989,0.040891861761427,16.0533333333333,11,8.04802675585284,607.53888633898,0,17.78,13.7229490672989,91,5334,0.552382577401523
"23",23,0.1,"Spatial",1,1,300,1173,1,300,1,14,7.82,1,0.0225963017566549,0.00303711583560758,0.000411168940562611,0.82049800534766,20,0.1805780934433,0.599330730619074,0.097127560245076,10.2957388971448,0.935178789570402,0.0206688963210702,15.6133333333333,11,8.42394648829431,606.212180024237,0,17.91,11.0357536911519,51,5373,0.420192165107261
"24",24,0.1,"Spatial",1,1,300,1233,1,300,1,16,8.22,1,0.0222728192899678,0.00324760848653336,0.000427495970606601,0.795246495896504,21,0.231021173483469,0.590779233573047,0.0865932967441759,11.5482379999265,0.934517093822324,0.0260200668896321,16.0333333333333,11,8.11054626532887,614.858945481301,0,19.99,13.5645329880518,64,5997,0.528601504814046
"25",25,0.1,"Spatial",1,1,300,1185,1,300,1,15,7.9,1,0.036747810086239,0.00494913780299715,0.000423082108289717,0.812855133614627,21,0.19604762978568,0.60858882598013,0.0877864626644278,11.3912779903503,0.953207182640298,0.0237458193979933,16.02,11,8.09562987736901,605.728814667589,0,18.99,13.9553720131982,65,5697,0.546132995110703
"26",26,0.1,"Spatial",1,1,300,1238,0,288,1,18,8.25333333333333,0,1.93271085174817e-14,5.17776004475856e-16,-1,0.789128786593625,19,0.149354491494497,0.596981553940749,0.0830325521701407,12.0434693847651,0.909366560837533,0.0325975473801561,14.2266666666667,2,7.73269072812485,608.401332906286,0,21.36,16.0472879797496,71,6408,0.597306582905031
"27",27,0.1,"Spatial",1,1,300,1287,1,300,1,21,8.58,1,0.0192377550745668,0.00265269549703389,0.000426952225681811,0.777075639546502,24,0.134327953285682,0.592772293792873,0.0678312359572363,14.742470572561,0.935804473705172,0.0415384615384615,17.6933333333333,13,8.16778149386845,618.375374188876,0,23.62,21.3657964402239,121,7086,0.704996742860421
"28",28,0.1,"Spatial",1,1,300,1225,0,299,0,17,8.16666666666667,0,2.34483875923554e-14,6.8551888022265e-16,-1,0.800563098708871,19,0.200396815493494,0.601050890337647,0.080247949737461,12.4613775588236,0.947088770721822,0.0295429208472687,15.3433333333333,0,8.17927768175799,610.435095090946,0,20.59,16.616525803124,85,6177,0.541488483526059
"29",29,0.1,"Spatial",1,1,300,1191,1,300,1,17,7.94,1,0.0450558272983495,0.00583295412835176,0.000429301346055481,0.802041056595048,21,0.106614121058834,0.598116169544741,0.0838989307959094,11.9191030268619,0.930992625081548,0.0303010033444816,15.7133333333333,11,8.02717948717949,607.491176538481,0,19.05,14.0415353761283,67,5715,0.541663620244724
"30",30,0.1,"Spatial",1,1,300,1227,1,300,1,18,8.18,1,0.0377114943511913,0.00543570589966219,0.000442315539534229,0.792748595344228,21,0.160281643514323,0.602095256571927,0.0757855952855804,13.1951196824638,0.918933531721825,0.0328428093645485,14.8766666666667,11,7.79560758082497,610.41696374787,0,20.69,16.6062173552407,84,6207,0.626865552094329
"31",31,0.1,"Spatial",1,1,300,1200,1,300,1,17,8,1,0.0342317042853146,0.00421492319269457,0.000415265545153815,0.814849305555556,19,0.128308238850687,0.605427323767935,0.0806764989963216,12.3951833860018,0.950131883427113,0.0301003344481605,15.2933333333333,10,8.24314381270903,607.265577844496,0,19.41,14.4371049729508,81,5823,0.484679367930378
"32",32,0.1,"Spatial",1,1,300,1273,1,300,1,16,8.48666666666667,1,0.0446811906631381,0.00547227993403061,0.000451278133112707,0.80869734512619,19,0.121912312225829,0.613128867366155,0.0815757839906157,12.2585398641714,0.951776283840191,0.0251282051282051,14.46,10,7.60363433667781,615.261170946154,0,22.79,17.3967830417198,76,6837,0.58581806776168
"33",33,0.1,"Spatial",1,1,300,1183,0,299,0,18,7.88666666666667,0,2.1316282072803e-14,8.88178419700125e-16,-1,0.821622392173143,20,0.170424485837591,0.61974921630094,0.0700124456059648,14.2831748176328,0.948921228484373,0.0338238573021182,15.29,0,8.1645754304056,602.677241618193,0,19.77,19.0212985711045,108,5931,0.639157180699697
"34",34,0.1,"Spatial",1,1,300,1144,1,300,1,15,7.62666666666667,1,0.0236258588551589,0.00309912098523792,0.000376420177006908,0.829562264658419,25,0.155768178397961,0.608422734535494,0.0904885988360042,11.051115973321,0.943927270726054,0.024659977703456,18.47,13,9.20983277591973,593.66489857486,0,17.77,12.2279259857526,57,5331,0.46543509856847
"35",35,0.1,"Spatial",1,1,300,1196,1,300,1,15,7.97333333333333,1,0.0483940949534169,0.00590780071148122,0.000434719620719721,0.816452346729902,19,0.126891185102233,0.596991037131882,0.0974580712524181,10.2608228046088,0.919664290146155,0.0235005574136009,15.12,11,7.84535117056856,607.082348506838,0,18.65,11.3270401899562,54,5595,0.45728939966278
"36",36,0.1,"Spatial",1,1,300,1219,1,300,1,16,8.12666666666667,1,0.0435931281781036,0.00553285900331351,0.000442715814050143,0.815788234011525,20,0.155922319506236,0.600593471810089,0.0840785288604873,11.8936429258808,0.950415894269247,0.0263322185061316,15.1,10,7.79859531772575,608.812038058426,0,20.24,14.7272550101429,72,6072,0.548791151932651
"37",37,0.1,"Spatial",1,1,300,1172,1,300,1,17,7.81333333333333,1,0.0326955086439067,0.0047548737919925,0.000431138204887482,0.800352581276427,23,0.188567940512738,0.566785001109385,0.0928726866284821,10.7674283613684,0.91680478480446,0.0307246376811594,16.3433333333333,12,8.05565217391304,613.485763827763,0,17.03,10.8215581318652,57,5109,0.475989194414705
"38",38,0.1,"Spatial",1,1,300,1189,1,300,1,17,7.92666666666667,1,0.0399009112227669,0.00531882822979547,0.000424393642253219,0.772021848724041,23,0.12760140468408,0.59969262295082,0.079144429999639,12.6351279553667,0.937598419425771,0.030345596432553,16.2433333333333,12,8.14410256410256,604.700327825065,0,19.51,15.5194311260083,76,5853,0.613470366986989
"39",39,0.1,"Spatial",1,1,300,1181,1,300,2,15,7.87333333333333,1,0.0468203761546708,0.00607741147906529,0.000414460747562152,0.8133579874975,21,0.173791360163636,0.587105177466623,0.0923218228718943,10.8316752084456,0.90783947954296,0.023835005574136,15.8333333333333,12,8.29433667781494,605.136027132045,0,18.03,12.1336936560608,63,5409,0.457155728026007
"40",40,0.1,"Spatial",1,1,300,1211,1,300,1,17,8.07333333333333,1,0.026797514678191,0.00418159206061501,0.000417264976262956,0.795105900290552,21,0.165028025714674,0.604921394395079,0.0805115290304789,12.4205814004779,0.926339338708822,0.0298550724637681,16.46,11,8.30278706800446,605.546055815378,0,20.65,17.5560497533797,75,6195,0.644583440451786
"41",41,0.1,"Spatial",1,1,300,1194,1,300,1,19,7.96,1,0.0285442909915524,0.00363653292042843,0.000394815356607091,0.828565987390891,22,0.197751613754492,0.620389556568587,0.0788987082098804,12.6744787422866,0.937553006306335,0.0369230769230769,17.0533333333333,13,8.6383723522854,601.55615257656,0,19.96,14.9083622244044,78,5988,0.552700623962607
"42",42,0.1,"Spatial",1,1,300,1226,1,300,1,16,8.17333333333333,1,0.037047253244338,0.00479454858280849,0.000433241688824417,0.829412152146665,20,0.163471503237268,0.612404598589508,0.0822401116121151,12.1595165716274,0.949966835110111,0.0261761426978818,15.6366666666667,11,7.9222519509476,609.169797253888,0,21.13,16.9506395337169,75,6339,0.578706653146193
"43",43,0.1,"Spatial",1,1,300,1169,1,300,1,16,7.79333333333333,1,0.0475383435725465,0.00635759388100517,0.000434145551056781,0.775169933870497,20,0.130863238239664,0.571444023796647,0.0889528091128565,11.2419159099436,0.939375858323839,0.0274470457079153,15.4266666666667,11,7.89603121516165,609.556669314128,0,17.61,13.1799191028826,64,5283,0.570739557439785
"44",44,0.1,"Spatial",1,1,300,1191,1,300,1,16,7.94,1,0.0536573745711325,0.00777466332537517,0.000447496629612054,0.784690454084334,19,0.128920652059415,0.58375,0.0877294439821244,11.3986816125696,0.938829840179664,0.0269565217391304,14.73,10,7.71703455964326,605.599737655823,0,18.68,12.5936332590007,66,5604,0.526443294483321
"45",45,0.1,"Spatial",1,1,300,1207,1,300,1,17,8.04666666666667,1,0.0542392626633519,0.00755152162033442,0.00045362845184953,0.779863596021276,18,0.103522776824039,0.581682167408006,0.0827314698342953,12.087298847741,0.924330169770636,0.0299442586399108,14.2066666666667,10,7.57295429208473,612.236993347588,0,19.18,14.0522531786896,69,5754,0.556897678967322
"46",46,0.1,"Spatial",1,1,300,1272,1,300,1,17,8.48,1,0.0381685284132955,0.00486955680834135,0.000430738038459195,0.823637934614928,22,0.129321372960458,0.617389719285454,0.0868700623393697,11.5114456358206,0.945789053474343,0.028494983277592,15.8366666666667,11,7.99759197324415,612.195093068597,0,22.58,14.9000101007799,71,6774,0.440442847888816
"47",47,0.1,"Spatial",1,1,300,1210,1,300,1,16,8.06666666666667,1,0.0307245470440697,0.00441898169058608,0.000423963287297467,0.806840038248753,21,0.117049260284738,0.59248788368336,0.0832051054145575,12.0184932765561,0.944040600382398,0.0265328874024526,15.3633333333333,11,8.11293199554069,611.547587690117,0,19.56,14.9690784965805,70,5868,0.548895632876595
"48",48,0.1,"Spatial",1,1,300,1252,0,292,1,15,8.34666666666667,0,1.91720563074279e-14,1.99868815409393e-15,-1,0.803367646908716,19,0.154577143806344,0.598565279770445,0.085903744385778,11.6409361099463,0.950731153896819,0.0222519509476031,14.49,2,7.90478430634615,614.900639944161,0,20.86,13.2533986301943,69,6258,0.473422323131063
"49",49,0.1,"Spatial",1,1,300,1184,1,300,1,17,7.89333333333333,1,0.0370097086729944,0.00504710716349775,0.000397053933893218,0.825507755432798,21,0.145020940194397,0.620939766635131,0.0798811342670788,12.5186004076576,0.95314470531225,0.0304570791527313,16.4966666666667,11,8.6104347826087,600.655820425852,0,19.69,15.816059109415,80,5907,0.54264768468086
"50",50,0.1,"Spatial",1,1,300,1247,1,300,1,18,8.31333333333333,1,0.0220700320802121,0.00265152978598573,0.000402591999558722,0.804741966123669,20,0.187128794174073,0.616434487951807,0.0771643059160117,12.9593597470887,0.938326497122363,0.032396878483835,15.8,11,8.56392419175028,611.598170040768,0,21.83,17.1068186448316,88,6549,0.565714013300286
"51",51,0.1,"Spatial",1,1,300,1271,1,300,1,19,8.47333333333333,1,0.0358644931222234,0.00440154377969021,0.000417373925417928,0.797253195876544,20,0.143348435739281,0.60646186440678,0.0710250401430902,14.0795414967081,0.944574272669936,0.03520624303233,15.3233333333333,11,8.21917502787068,615.790848928751,0,22.9,20.3628456987188,107,6870,0.646246336209294
"52",52,0.1,"Spatial",1,1,300,1293,0,299,0,17,8.62,0,1.07273780740804e-14,-8.41476411120312e-16,-1,0.800674881523391,22,0.270970161439457,0.603171806167401,0.0805845491418875,12.4093267338292,0.920465394552445,0.0280267558528428,16.58,0,8.23209355570021,617.862053970818,0,22.82,15.0657732985603,70,6846,0.544968456237116
"53",53,0.1,"Spatial",1,1,300,1194,1,300,1,18,7.96,1,0.0258975308197968,0.00329619923224229,0.000404559006777412,0.824284038843015,20,0.135362259367961,0.638488314271507,0.0724142668925873,13.8094334571295,0.952210295716346,0.0335785953177258,15.8566666666667,11,8.48862876254181,596.37389165356,0,21.4,20.5954828310355,105,6420,0.652297263824081
"54",54,0.1,"Spatial",1,1,300,1312,1,300,1,18,8.74666666666667,1,0.0498122582065227,0.00567310211637299,0.000446121882444902,0.796725988529893,22,0.19446842227854,0.612829511140129,0.0765169919594908,13.0689925778762,0.920209721860479,0.0309476031215162,15.5366666666667,11,7.70960981047938,614.61849726196,0,25.03,20.1941024206388,87,7509,0.606170986162174
"55",55,0.1,"Spatial",1,1,300,1221,0,298,1,16,8.14,0,8.29542321189649e-15,-2.54545576748534e-17,-1,0.802588270647239,18,0.114122195844982,0.589931020282096,0.0855997583911539,11.6822759642665,0.948533910696236,0.0262876254180602,14.1866666666667,1,7.83463641704705,617.590127485374,0,19.1,11.4703339913409,73,5730,0.476252019816161
"56",56,0.1,"Spatial",1,1,300,1194,0,298,1,19,7.96,0,4.17017331535685e-15,1.79298989448975e-15,-1,0.812019688055015,18,0.186852914741969,0.614726888642994,0.0706590278328035,14.152473231959,0.943520402395997,0.0369230769230769,14.55,1,7.97437519772224,598.936327425425,0,20.37,18.4425284651344,102,6111,0.635851330563032
"57",57,0.1,"Spatial",1,1,300,1178,1,300,1,16,7.85333333333333,1,0.0318900237267947,0.00443932048441029,0.000400102269369974,0.788949429409001,20,0.188161614102384,0.608125537403267,0.0865107405007004,11.5592583558096,0.932952209379615,0.0272463768115942,15.98,11,8.57921962095875,600.759487363249,0,18.86,12.9071964060188,60,5658,0.54308028806663
"58",58,0.1,"Spatial",1,1,300,1250,1,300,2,17,8.33333333333333,2,0.0400005192414635,0.00453534598043456,0.000413136839019569,0.8356816,20,0.164192163752813,0.612036336109008,0.081648591631767,12.2476086851562,0.9481312719623,0.0289855072463768,15.7166666666667,11,8.28619843924192,612.776487792609,1,21.56,15.4402419098314,81,6468,0.510649668826836
"59",59,0.1,"Spatial",1,1,300,1177,1,300,1,18,7.84666666666667,1,0.0237117807860833,0.00357004683256866,0.000384742486318994,0.828453024516198,24,0.202444031237169,0.592152199762188,0.0882452466248085,11.3320551332548,0.941589711174453,0.0339576365663322,18.2366666666667,12,8.95901895206243,605.276518084018,0,18.26,12.7892251890588,72,5478,0.50132778998065
"60",60,0.1,"Spatial",1,1,300,1217,1,300,1,17,8.11333333333333,1,0.0358566124879252,0.00470168964744165,0.000430426318495905,0.797993570946783,21,0.147675842264266,0.586153398623097,0.0806298615249702,12.4023529383132,0.940072416337271,0.0297212931995541,15.7533333333333,11,7.99672240802676,612.128540989927,0,20.15,16.511498982897,74,6045,0.615564186058279
"61",61,0.1,"Spatial",1,1,300,1265,1,300,1,16,8.43333333333333,1,0.0574610154408165,0.0069614917367763,0.000443105032915393,0.802306863097377,18,0.105013034836767,0.609985528219971,0.0810778699530544,12.3338218009306,0.94969220397119,0.0253065774804905,14.4266666666667,10,7.7336231884058,614.753352744923,0,22.48,17.6384044356849,77,6744,0.581284521358551
"62",62,0.1,"Spatial",1,1,300,1250,1,300,1,16,8.33333333333333,1,0.0255624133155103,0.00374769134522734,0.000420046258049364,0.8180256,21,0.184082167171632,0.626626720344537,0.0821744761537899,12.169228777662,0.938204483133203,0.0256410256410256,16.48,11,8.27451505016722,608.540889146326,0,22.31,17.1470299309095,73,6693,0.582374156632896
"63",63,0.1,"Spatial",1,1,300,1223,1,300,1,19,8.15333333333333,1,0.0273017943195796,0.0037768004587376,0.000421799912302289,0.791587580370508,19,0.124422097174658,0.59732064848073,0.0749664667815941,13.3392974610019,0.933836092591095,0.0362764771460424,14.9366666666667,10,8.21241917502787,612.674411590139,0,20.51,17.190159158843,92,6153,0.608968815719877
"64",64,0.1,"Spatial",1,1,300,1207,1,300,2,16,8.04666666666667,1,0.0350630931236037,0.0042128725070646,0.000428732466412829,0.803304254593304,20,0.128495578980751,0.596464492532764,0.0866301525407953,11.5433249356116,0.925356333949585,0.0265997770345596,15.22,10,8.03415830546265,608.234239682483,0,19.57,13.6958761461752,62,5871,0.526404590330117
"65",65,0.1,"Spatial",1,1,300,1216,0,298,1,18,8.10666666666667,0,1.04083408558608e-15,3.62516337139448e-17,-1,0.795987369611323,19,0.141775543509933,0.595777951524629,0.0785116901826346,12.7369567216524,0.939779597989583,0.0330880713489409,14.7233333333333,1,7.64834817191666,609.288345522685,0,20.32,16.4495051820955,80,6096,0.616356267451117
"66",66,0.1,"Spatial",1,1,300,1246,1,300,1,20,8.30666666666667,1,0.0319784311779575,0.00419229942858304,0.000396458109052779,0.826001471160362,19,0.147952260745482,0.650961626943959,0.0654136661540868,15.2873253984026,0.936749966784324,0.039108138238573,16.0566666666667,11,8.64479375696767,605.14287343024,0,23.58,23.8378777309499,115,7074,0.694502815220995
"67",67,0.1,"Spatial",1,1,300,1225,1,300,1,17,8.16666666666667,1,0.0437450152829672,0.00588540991993852,0.000445480358980986,0.805052228238234,18,0.119293703018535,0.594494863867558,0.0799632615960076,12.505743012988,0.949164219408031,0.0295429208472687,14.4133333333333,10,7.71039018952062,615.096692378377,0,19.87,14.5762818753973,84,5961,0.553982443794502
"68",68,0.1,"Spatial",1,1,300,1174,1,300,1,17,7.82666666666667,1,0.0144803957293691,0.00182520288430114,0.000366781038604529,0.819867356030287,22,0.201271292604302,0.592855650720702,0.0869506467305876,11.5007770223774,0.953929031348821,0.0306800445930881,16.93,12,9.38894091415831,601.042714633762,0,18.92,14.9954374331898,76,5676,0.525480034356562
"69",69,0.1,"Spatial",1,1,300,1203,1,300,1,19,8.02,1,0.0468255554647558,0.00602732074071112,0.000436855791402603,0.780510969735539,20,0.178411656555712,0.59741301514088,0.0740856833632393,13.4978845385962,0.938964002153136,0.0367224080267559,15.1033333333333,10,7.88635451505017,609.280185445871,0,19.86,17.2572625398089,97,5958,0.622482084801004
"70",70,0.1,"Spatial",1,1,300,1197,1,300,1,18,7.98,1,0.0392162935740527,0.00516703474701979,0.000422245346275002,0.803348178298713,19,0.164070878986301,0.596132200961834,0.0788662402971946,12.6796966132995,0.947818961347872,0.0335117056856187,15.2533333333333,10,8.14243032329989,609.373431548287,0,19.42,15.5560352954637,93,5826,0.602892728210229
"71",71,0.1,"Spatial",1,1,300,1238,1,300,1,18,8.25333333333333,1,0.0239646799686834,0.0032704146292339,0.000401631655139944,0.815663976761727,23,0.196867179568316,0.616279069767442,0.0703252365819792,14.2196464399275,0.944795281470322,0.0325975473801561,17.0933333333333,12,8.65255295429209,608.092092411834,0,21.73,19.0154953536622,107,6519,0.590780781873117
"72",72,0.1,"Spatial",1,1,300,1230,1,300,2,18,8.2,1,0.0477321512142495,0.0059210462669381,0.000419926102071883,0.810196642210325,19,0.162974680721001,0.594441735738664,0.0820624826410379,12.185836545724,0.927743531392503,0.0327759197324415,15.31,11,8.11449275362319,612.055156382861,0,20.32,14.9611850084205,72,6096,0.536291636277641
"73",73,0.1,"Spatial",1,1,300,1233,1,300,1,18,8.22,1,0.0140439702379185,0.00207506465435805,0.000405175579056242,0.819500437087949,22,0.221598596128571,0.635583840619812,0.0737354488476666,13.5619978670767,0.914564375609937,0.0327090301003344,16.6166666666667,11,8.61924191750279,602.033191701177,0,22.97,20.6836928642269,99,6891,0.645953317585088
"74",74,0.1,"Spatial",1,1,300,1188,1,300,1,16,7.92,1,0.0255796407463133,0.00341259282973912,0.000419477859795682,0.810126730265619,20,0.20195855626296,0.589020927542328,0.0861866589642721,11.6027238091981,0.958135815165806,0.0270234113712375,15.2,10,8.22347826086957,610.181911951025,0,18.67,13.8122055954642,74,5601,0.50160452921
"75",75,0.1,"Spatial",1,1,300,1204,1,300,1,17,8.02666666666667,1,0.0242587624264533,0.00305439403919613,0.000402949303032324,0.809797215262525,21,0.231104756051406,0.588291441298123,0.0868057544077879,11.5199736103012,0.950846277454882,0.0300111482720178,16.34,11,8.5796878483835,614.872411378086,0,18.49,11.4434731145346,72,5547,0.419798525216056
"76",76,0.1,"Spatial",1,1,300,1240,1,300,1,17,8.26666666666667,1,0.0379749016538945,0.00559082072026255,0.000450181564289045,0.792629422476587,20,0.139367649338328,0.602460188805187,0.079634265594896,12.5574084538816,0.912191127257868,0.0292084726867336,14.94,10,7.71696767001115,610.586837693496,0,21.06,15.1013211231849,73,6318,0.638531365850357
