"","mu","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.8,"Spatial_noncomm","1","1",100,848,1,100,9,34,16.96,9,6.96587170727978,0.549757905357523,0.00534905353760179,0.136115923523903,3,0.0235647933142163,0.214595375722543,0.0518231615717454,19.2963912210484,0.548973258952504,0.172121212121212,2.92,2,1.89474747474747,323.662953896762,5,32.67,27.4546660309079,123,3267,0.0825332592768912
"2",0.8,"Spatial_noncomm","1","1",100,851,1,100,9,33,17.02,9,7.18808325611195,0.574886585902055,0.00534025238348046,0.139685675501823,3,0.019634764584874,0.216370476066935,0.0511688576200855,19.5431371054777,0.551246885834116,0.161414141414141,2.88,2,1.89818181818182,322.910424956644,2,33.36,30.2816809642431,130,3336,0.116681416131825
"3",0.8,"Spatial_noncomm","1","1",100,853,1,100,9,33,17.06,9,7.26396240570035,0.57420985857202,0.00535381766350355,0.17970022559166,3,0.0181143218837482,0.22281422518937,0.0507879782220925,19.6896989210137,0.567566517846677,0.161010101010101,2.91,2,1.89333333333333,322.815870895233,3,34.71,31.33632964397,152,3471,0.0968414913795866
"4",0.8,"Spatial_noncomm","1","1",100,843,1,100,8,31,16.86,8,6.88604068101877,0.573709049565727,0.00533748473619313,0.167435675859451,3,0.0184228076986294,0.219207920792079,0.0515767123830756,19.3885952360186,0.533269035956152,0.142828282828283,2.92,2,1.89939393939394,322.286066616325,3,33.21,28.7596430907456,124,3321,0.119695749902521
"5",0.8,"Spatial_noncomm","1","1",100,841,1,100,7,33,16.82,7,5.8915095425763,0.598200043073244,0.00533287451478214,0.147627338767052,3,0.0207481111089105,0.218037661050545,0.0514657469629199,19.4303990325931,0.556151445221906,0.163434343434343,2.95,2,1.9010101010101,322.288198705788,1,33,30.2441245650634,135,3300,0.107794228875325
"6",0.8,"Spatial_noncomm","1","1",100,830,1,100,8,30,16.6,8,6.68410630069418,0.565450912308512,0.00533023984264212,0.134809121489525,3,0.0184648970341433,0.210188473094783,0.0526040819521105,19.0099316039842,0.523914766347381,0.135353535353535,2.86,2,1.90161616161616,322.715461359247,4,30.78,26.6020353136425,109,3078,0.103134888213885
"7",0.8,"Spatial_noncomm","1","1",100,836,1,100,8,33,16.72,8,6.93620858252101,0.593892810445334,0.00534001567803269,0.144088670611382,3,0.0223800204980238,0.203145123025825,0.0525342416972282,19.0352038535803,0.542400828731246,0.164444444444444,2.91,2,1.89777777777778,322.208310520146,4,29.97,26.523271657055,116,2997,0.11499366911312
"8",0.8,"Spatial_noncomm","1","1",100,834,1,100,8,33,16.68,8,6.59371632196523,0.592319535219821,0.00532838263946934,0.141857743263245,3,0.0191571255043624,0.209906617945595,0.0525741487219824,19.0207549586415,0.56613457519837,0.164848484848485,2.93,2,1.90222222222222,322.797383981108,3,31.02,26.7339983292187,137,3102,0.0796480186875082
"9",0.8,"Spatial_noncomm","1","1",100,839,1,100,9,31,16.78,9,7.13987090470954,0.583481017275663,0.00534786795304176,0.142650246620178,3,0.016930456781435,0.204476911735138,0.0522828396451838,19.126734637722,0.512617425036704,0.143636363636364,2.86,2,1.89494949494949,323.844645018901,4,30.51,26.6012436103307,110,3051,0.0908212920341283
"10",0.8,"Spatial_noncomm","1","1",100,840,1,100,8,31,16.8,8,6.77740265034848,0.575692756655398,0.00533328670255154,0.134642854332924,3,0.0231384188729008,0.217301819147524,0.0518491330816507,19.2867255547981,0.509704443136605,0.143434343434343,2.89,2,1.90080808080808,320.794913586988,2,32.73,29.9692957352802,117,3273,0.0930217528402133
