"","radius","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.7,"Spatial","1","1",25,221,1,25,11,24,17.68,11,9.01985354642981,0.665288002589689,0.0334806514040958,0.0862799696975902,2,0.0246545884000594,0.811819595645412,0.0543299991305385,18.4060374747532,0.243215761967253,0.263333333333333,1.92,1,1.26333333333333,57.6181444092924,48,125.28,44.3626344273346,197,3132,-0.098884777568978
"2",0.7,"Spatial","1","1",25,253,1,25,10,24,20.24,10,8.78475958234209,0.728482368907441,0.036530522445223,0.0121779749722695,2,0.0110243975849661,0.895941106247513,0.0479779673021443,20.8429005277034,0.137265194447678,0.156666666666667,1.8,1,1.15666666666667,55.3552932159242,44,180.12,50.1034928922126,229,4503,-0.09216141526757
"3",0.7,"Spatial","1","1",25,248,1,25,12,24,19.84,12,10.9630278795644,0.7451252384822,0.0359843089267188,0.0474034209157128,2,0.00986552656616062,0.869077306733167,0.0491459438509231,20.3475591603928,0.158801775635097,0.173333333333333,1.88,1,1.17333333333333,55.8549727041564,66,167.28,47.1915599798665,224,4182,-0.138773779728927
"4",0.7,"Spatial","1","1",25,220,1,25,10,24,17.6,10,7.78348457133363,0.641285687364538,0.0334781214273047,0.0889979338842976,2,0.0368729488690992,0.822981366459627,0.0540236540289013,18.5104102633455,0.238677814637153,0.266666666666667,1.96,1,1.26666666666667,56.8186473641835,43,127.2,48.5566679252191,196,3180,-0.0993139400786096
"5",0.7,"Spatial","1","1",25,218,1,25,10,24,17.44,10,7.72975933448243,0.580324696726711,0.0332220587335836,0.0859355273125158,2,0.0312289947706614,0.812018080297793,0.0549790804732197,18.1887363592249,0.252663636555441,0.273333333333333,1.96,1,1.27333333333333,56.983173413674,44,122.16,42.2005924129034,194,3054,-0.108097744054171
"6",0.7,"Spatial","1","1",25,254,1,25,14,24,20.32,14,12.2641815482909,0.785515388358589,0.03657993602107,0.013485026970054,2,0.00720509467778756,0.882598331346842,0.0481602160105599,20.7640264690826,0.140694501344236,0.153333333333333,1.8,1,1.15333333333333,56.4329389586975,88,177.72,46.669511818031,230,4443,-0.152911625274171
"7",0.7,"Spatial","1","1",25,243,1,25,12,24,19.44,12,10.8920061432575,0.708522114384411,0.0355283351551427,0.0506697827228234,2,0.0108887737231194,0.858068697342839,0.0500743709785084,19.9702957912181,0.175204530816605,0.19,1.84,1,1.19,56.1193606998045,60,158.88,46.540591602027,219,3972,-0.170225208072676
"8",0.7,"Spatial","1","1",25,220,1,25,9,23,17.6,9,7.53145623742796,0.690494668425263,0.0335372203191361,0.0230681818181818,2,0.0253622277229614,0.829099307159353,0.0536532457837361,18.6382013873078,0.209651029980462,0.225,2,2,1.26666666666667,56.9296567095701,35,129.24,50.5966731449147,186,3231,-0.129839304848118
"9",0.7,"Spatial","1","1",25,233,1,25,8,24,18.64,8,6.52678434114734,0.628379086212594,0.034740649832088,0.0436828823518576,2,0.0253437706449482,0.86985513911244,0.0509353786788264,19.6327194562646,0.189881762771106,0.223333333333333,1.88,1,1.22333333333333,54.9211875283049,28,151.32,54.4033699936563,209,3783,-0.0984852907246587
"10",0.7,"Spatial","1","1",25,253,1,25,13,24,20.24,13,11.6712504999187,0.771433255805207,0.0364856143259369,0.0105844490618507,2,0.0080771772747476,0.885,0.0482511114904168,20.7249111805147,0.14239516606458,0.156666666666667,1.8,1,1.15666666666667,56.3252591437171,72,177,48.1949167444037,229,4425,-0.113497229052676
