"","radius","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.5,"Spatial","1","1",25,146,1,25,5,19,11.68,5,2.83154166605395,0.329375605039176,0.0263772167282118,0.217841058359917,3,0.074398663608095,0.694200351493849,0.0779998480219856,12.8205378005113,0.414385164519143,0.305,2.72,2,1.61333333333333,54.3145490975286,10,47.4,22.4276614920058,96,1185,0.0916676333982134
"2",0.5,"Spatial","1","1",25,176,1,25,4,22,14.08,4,2.43678315486912,0.425861907179145,0.0296061981118116,0.0877292097107438,3,0.107283040027605,0.804323094425484,0.0619918214033332,16.1311601653671,0.333534817938227,0.33,2.28,2,1.44666666666667,53.9081168309733,6,84.84,47.720261245443,147,2121,0.036341931155267
"3",0.5,"Spatial","1","1",25,152,1,25,6,21,12.16,6,3.81703473696968,0.36869807848789,0.0276954571498844,0.197346779778393,3,0.112845345449823,0.715042372881356,0.0743693135974638,13.4464062074401,0.408901259965145,0.368333333333333,2.48,2,1.53333333333333,53.9599753260933,13,54,27.3084236088427,108,1350,-0.0306727601232851
"4",0.5,"Spatial","1","1",25,139,1,25,3,19,11.12,3,2.4247839772374,0.350078583095218,0.0262793790303592,0.213834687645567,3,0.0814884731032409,0.669609079445145,0.080447125814859,12.430524892852,0.429870217179014,0.328333333333333,2.6,2,1.62,53.9840553398111,2,42.48,21.8023699017637,89,1062,-0.0188800233456453
"5",0.5,"Spatial","1","1",25,151,1,25,6,18,12.08,6,3.22326334408535,0.314600322778917,0.0273486273147203,0.280053506425157,3,0.0749757328429762,0.697019867549669,0.0769757059613375,12.9911117736584,0.342829395967078,0.246666666666667,2.36,2,1.54666666666667,54.777580948977,14,50.52,20.37792923729,85,1263,-0.0342205323193907
"6",0.5,"Spatial","1","1",25,171,1,25,5,21,13.68,5,4.21351999994284,0.516316483878872,0.029119610227682,0.151568003830238,3,0.0455415815753225,0.729192546583851,0.066322421542559,15.0778571822547,0.347930944678236,0.305,2.48,2,1.46666666666667,55.3106560012832,10,70.44,36.3777404465973,130,1761,-0.0637808520133182
"7",0.5,"Spatial","1","1",25,153,1,25,3,22,12.24,3,2.63399405030671,0.311681599299372,0.0278002156432504,0.228373702422145,3,0.135135636202644,0.740644490644491,0.0727962855605759,13.7369646308103,0.43287892262907,0.406666666666667,2.52,2,1.52666666666667,53.3494181478001,1,57,29.732137494637,121,1425,0.0155295523036424
"8",0.5,"Spatial","1","1",25,129,1,25,6,17,10.32,6,1.98755104783628,0.249918644295861,0.0259929434380045,0.268343248602848,3,0.180846622932221,0.721603563474387,0.0858803000503017,11.6441139517943,0.440717475708764,0.278333333333333,2.56,2,1.62666666666667,52.6282375365406,15,38.88,19.2274109888288,74,972,0.0212260857422126
"9",0.5,"Spatial","1","1",25,153,1,25,4,19,12.24,4,2.21138057153401,0.271436639849536,0.0269493904752492,0.229313511897134,3,0.119403549480024,0.756644085461178,0.072132931097752,13.8632935717645,0.390630075748507,0.281666666666667,2.64,2,1.58666666666667,52.6472003810057,6,58.08,31.1941768070046,106,1452,0.160107093327856
"10",0.5,"Spatial","1","1",25,163,1,25,6,22,13.04,6,4.18826898805666,0.42561867582358,0.0286865757292203,0.144303511611276,3,0.0895232603246533,0.714816535067348,0.0702391330222183,14.237077779472,0.398123254688596,0.373333333333333,2.32,2,1.47666666666667,55.5294922817952,14,61.56,29.6803526483991,128,1539,-0.034756656649116
"11",0.5,"Spatial","1","1",25,153,1,25,2,19,12.24,2,1.5658723701501,0.358390417083391,0.0272320805818447,0.116472296979794,4,0.0574535523018313,0.747341772151899,0.0709611550739126,14.0922170581695,0.381294606047927,0.281666666666667,2.92,2,1.57666666666667,52.6617278381991,1,59.04,33.3297664758296,112,1476,0.0857634425502529
"12",0.5,"Spatial","1","1",25,141,1,25,3,18,11.28,3,1.80806678313204,0.328243294090989,0.0261495000186713,0.232206629445199,3,0.11294533809253,0.749110320284697,0.0747258678452476,13.3822467217234,0.423027407566134,0.28,2.6,2,1.64,51.8966211804765,3,50.52,31.64927592642,100,1263,0.264151383638992
"13",0.5,"Spatial","1","1",25,134,1,25,5,18,10.72,5,3.22533215521847,0.357323149465171,0.0259299129728128,0.266846736466919,3,0.0906106487348495,0.653003533568905,0.0864672815168195,11.5650681096697,0.443359183320217,0.303333333333333,2.56,2,1.63,53.6770875271302,10,36.96,15.5227789608261,79,924,-0.0256843670017313
"14",0.5,"Spatial","1","1",25,140,1,25,6,18,11.2,6,3.26465582082445,0.375155742131284,0.0266951119081879,0.209107142857143,3,0.0733446316597052,0.669390320553111,0.0805867934562442,12.4089811383669,0.39814891638672,0.283333333333333,2.56,2,1.58666666666667,54.2449003359397,13,42.6,21.5387248152407,82,1065,-0.00639551170011629
"15",0.5,"Spatial","1","1",25,143,1,25,7,18,11.44,7,2.2683457026726,0.235855190531409,0.0260663802229988,0.292019169641547,3,0.122005791777521,0.733048259010385,0.0784606943622288,12.7452351540927,0.427149715017913,0.273333333333333,2.52,2,1.63,53.6131345613517,14,48,24.2916309319348,91,1200,0.0782755116609108
"16",0.5,"Spatial","1","1",25,148,1,25,2,19,11.84,2,1.51621879242425,0.386845010867902,0.0269932881547396,0.138855916727538,3,0.0642019870393965,0.708287895310796,0.0739832694351054,13.5165694573305,0.403719072840166,0.298333333333333,2.72,2,1.58333333333333,53.5216350994966,1,51.96,29.2823610159199,104,1299,0.0540210153974219
"17",0.5,"Spatial","1","1",25,137,1,25,5,16,10.96,5,2.13197553994359,0.224641953505655,0.0255241171306199,0.301321327721242,3,0.110800721008255,0.710526315789474,0.0836688313018853,11.9518820143657,0.394790579974996,0.21,2.56,2,1.66333333333333,53.0119644140557,8,42.12,17.9961106909243,75,1053,0.0384313340532046
"18",0.5,"Spatial","1","1",25,120,1,25,5,16,9.6,5,2.10434654936993,0.25836560794496,0.0245724377440605,0.2965625,4,0.142056731820383,0.652061855670103,0.0927101408646884,10.7863065536651,0.421826680775911,0.266666666666667,2.88,2,1.73,53.2950531134532,9,30.36,15.3592534540799,56,759,0.0591805766312603
"19",0.5,"Spatial","1","1",25,132,1,25,3,17,10.56,3,2.40005737962442,0.369550030156958,0.0253410691571646,0.24956955922865,4,0.0916166604713164,0.668085106382979,0.0846457829570714,11.8139376241242,0.44185553527366,0.268333333333333,2.96,2,1.68333333333333,53.2232958732016,3,37.68,19.3793704748116,79,942,0.0962548369264788
"20",0.5,"Spatial","1","1",25,170,1,25,3,21,13.6,3,2.86850999769315,0.404325078665649,0.0286470648420294,0.177785467128028,3,0.072798345925069,0.751892346509672,0.0665483796176897,15.0266618923683,0.345869024040662,0.308333333333333,2.48,2,1.49333333333333,54.4877375214654,3,71.52,34.1883508425506,128,1788,0.0100291167906833
"21",0.5,"Spatial","1","1",25,134,1,25,6,18,10.72,6,2.43537635234762,0.246680724105398,0.0255830415623482,0.33545889953219,3,0.127653380037758,0.694781987133667,0.0874589682470714,11.4339331922485,0.431408458531395,0.303333333333333,2.6,2,1.65333333333333,52.4541593797545,14,38.88,14.1754482586384,74,972,-0.0453976842066368
"22",0.5,"Spatial","1","1",25,107,1,25,5,14,8.56,5,1.60521588826582,0.206711779781018,0.0227527832954917,0.404533146999738,3,0.148812351597678,0.653498871331828,0.106774644911537,9.36551932182498,0.428603105720812,0.226666666666667,2.76,2,1.86666666666667,50.4206723110784,7,23.16,9.49859638753713,41,579,0.0764989391518433
"23",0.5,"Spatial","1","1",25,149,1,25,3,18,11.92,3,2.35259174313925,0.247871947280785,0.0264921668050581,0.323679113553443,3,0.101428978951707,0.748318385650224,0.0769554644767098,12.9945288070173,0.35344392685261,0.253333333333333,2.64,2,1.61,51.473446636136,3,53.4,21.4242852856285,88,1335,0.0113771217995868
"24",0.5,"Spatial","1","1",25,159,1,25,2,22,12.72,2,1.73860974297393,0.346772004684327,0.0280531557737239,0.241426367627863,4,0.103397068066328,0.733142037302726,0.0711385454166326,14.0570768511412,0.408096261425931,0.386666666666667,2.72,2,1.52333333333333,53.5079819448525,1,61.32,29.3409838508073,125,1533,-0.109129114796696
"25",0.5,"Spatial","1","1",25,119,1,25,5,16,9.52,5,2.64563903237068,0.319188927712085,0.0243909270259203,0.320069204152249,3,0.117002706167985,0.645569620253165,0.0975859269323096,10.247379221941,0.436184860785691,0.27,2.76,2,1.73333333333333,51.9445764307738,10,28.56,10.673487402594,55,714,-0.0809000126406294
"26",0.5,"Spatial","1","1",25,154,1,25,4,19,12.32,4,3.14337096997194,0.349769456980395,0.0274745147655613,0.226492663180975,3,0.0699215832452837,0.710526315789474,0.0742506121998383,13.4679024236002,0.379394384846429,0.278333333333333,2.6,2,1.54333333333333,54.4692288151921,6,54,25.6027342289842,99,1350,0.0650303003231055
"27",0.5,"Spatial","1","1",25,175,1,25,8,23,14,8,3.73103804688622,0.363803405200456,0.0297301768989026,0.142808163265306,3,0.107596516715867,0.76423092450545,0.0654331340545442,15.2827770585834,0.368143817941042,0.375,2.12,2,1.42333333333333,55.1223530117607,21,75.72,34.918381023944,144,1893,0.0149369182508526
