"","r","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.7,"Spatial","1","1",100,3747,1,100,30,99,74.94,30,29.408053638838,0.679446568177203,0.00825490051079486,0.058782725851529,2,0.00502717630041668,0.838243070893085,0.0128211964070731,77.9958412811091,0.214328150192763,0.243030303030303,1.99,1,1.2430303030303,303.186146185545,433,2425.23,802.850211258097,3648,242523,-0.0925870257332044
"2",0.7,"Spatial","1","1",100,3844,1,100,37,99,76.88,37,35.7340652366937,0.695423352846889,0.00838070386866836,0.0377704256319022,2,0.00406740412885351,0.852697403355552,0.0125376706992121,79.7596319117588,0.196330286614705,0.223434343434343,1.97,1,1.22343434343434,298.486878432086,630,2585.37,821.674278101079,3745,258537,-0.0647948540802239
"3",0.7,"Spatial","1","1",100,3686,1,100,38,99,73.72,38,33.8174097858946,0.640370223416034,0.00816431157622086,0.0458643209822387,2,0.00555022674513045,0.832800867210223,0.0130301924868547,76.7448371164764,0.227093498811465,0.255353535353535,1.99,1,1.25535353535354,299.263413752478,659,2327.82,770.008597354601,3587,232782,-0.0521437316795714
"4",0.7,"Spatial","1","1",100,3544,1,100,33,99,70.88,33,30.3393433905549,0.638326164380177,0.00799353345166305,0.0649047495146472,2,0.00827308295978964,0.818683381736538,0.0134221420096994,74.5037565000697,0.249961668366637,0.284040404040404,1.99,1,1.2840404040404,304.973445813074,509,2136.78,774.710771445666,3445,213678,-0.0582058634803543
"5",0.7,"Spatial","1","1",100,3620,1,100,38,99,72.4,38,35.1539504643742,0.632711555988187,0.00808070448486358,0.0635511354964744,2,0.00603340590988165,0.821429629410196,0.0132642262306757,75.3907527366609,0.240910686360603,0.268686868686869,1.99,1,1.26868686868687,303.890547870166,681,2218.32,744.490346722935,3521,221832,-0.0831233769747325
"6",0.7,"Spatial","1","1",100,3810,1,100,36,99,76.2,36,35.4298055854561,0.665990425842625,0.00832013560882207,0.0650124689138267,2,0.00395102782753076,0.840690104386388,0.0127244804623551,78.5886703161254,0.208278874325251,0.23030303030303,1.95,1,1.23030303030303,298.524471043782,628,2490.99,743.175666048116,3711,249099,-0.0879128942630739
"7",0.7,"Spatial","1","1",100,3729,1,100,43,98,74.58,43,37.4965987206428,0.667176160442367,0.00822516611393861,0.0594230344798126,2,0.0043583306182913,0.833672166138881,0.0129175780476712,77.4138926282922,0.215026398533235,0.236565656565657,2,2,1.24666666666667,301.957810028703,823,2382.51,774.121261283862,3583,238251,-0.0956134528300783
"8",0.7,"Spatial","1","1",100,3497,1,100,23,98,69.94,23,22.5047880881231,0.606998629877936,0.00793138303211871,0.0798399526895433,3,0.00909924032897828,0.808157856334329,0.0136520083682557,73.2492958563698,0.260469754033207,0.283434343434343,2.02,2,1.29373737373737,305.857447031402,253,2049.06,729.685691571959,3376,204906,-0.090744797517885
"9",0.7,"Spatial","1","1",100,3294,1,100,33,96,65.88,33,28.4897543322904,0.583445348444853,0.00767752165563189,0.105820217731343,2,0.00961286788052203,0.785992131705329,0.0144114168012696,69.3894301850947,0.289168480008197,0.304242424242424,2,2,1.33454545454545,310.843318539119,503,1774.11,663.229790837644,3074,177411,-0.0531947027263552
"10",0.7,"Spatial","1","1",100,3534,1,100,29,99,70.68,29,27.4548143192284,0.609137210181574,0.00797542931897315,0.0519977891220192,2,0.00815744751701087,0.814574914441501,0.0135162701200968,73.9849079009706,0.255256041826829,0.286060606060606,1.99,1,1.28606060606061,304.607275274491,404,2106.45,737.526940100318,3435,210645,-0.0745823515259552
"11",0.7,"Spatial","1","1",100,3680,1,100,43,99,73.6,43,36.6831178717205,0.643706090422958,0.00815887871397631,0.0544717332230624,2,0.00525276474138172,0.829537094522578,0.0130662905986043,76.5328149143427,0.229256990669973,0.256565656565657,1.99,1,1.25656565656566,300.97729077613,849,2311.53,763.821101998751,3581,231153,-0.0816546110310839
"12",0.7,"Spatial","1","1",100,3600,1,100,40,98,72,40,36.0649836804888,0.640479767924403,0.00804547566369333,0.0840647762345679,2,0.00544626567090698,0.815444903234533,0.0133752461707601,74.7649790690301,0.241997539710624,0.262626262626263,2,2,1.27272727272727,306.398734418436,756,2170.38,710.933626872567,3453,217038,-0.0714965999861522
