"","p","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness_centr","modularity","diameter","betw_centr","transitivity","threshold","spectral_radius","eigen_centr","deg_centr","mean_eccentr","radius","mean_path_length","graph_energy","min_triangle","mean_triangle","sd_triangle","max_triangle","num_triangle","deg_assort_coef"
"1",0.7,"ER","1","1",500,87578,1,500,324,381,350.312,324,318.942518112329,0.94361288472085,0.00154433026741515,0.0013305893042536,2,0.000113611435737521,0.701965206094024,0.00285222379678646,350.603624135903,0.0811210019832212,0.061498997995992,2,2,1.29797194388778,4677.0787604275,36742,42984.984,2490.98382503322,50813,21492492,-0.00151935096510949
"2",0.7,"ER","1","1",500,87322,1,500,318,381,349.288,318,314.317674230366,0.944508205820723,0.00154188826388195,0.00389011983389637,2,0.000113505223467841,0.699991763742206,0.00286058764026182,349.578522232751,0.0837482209926686,0.0635511022044088,2,2,1.30002404809619,4690.73878811607,35316,42613.512,2467.53429009641,50679,21306756,-0.00104371572446481
"3",0.7,"ER","1","1",500,87264,1,500,319,378,349.056,319,315.314937903113,0.943878919926972,0.00154130576570534,0.00497165511246913,2,0.000108800103282688,0.699435348353732,0.00286267722022246,349.323351209777,0.0760313444915569,0.0580040080160321,2,2,1.30048897795591,4692.50964444269,35412,42520.194,2355.34818115559,49739,21260097,-0.000762438204535421
"4",0.7,"ER","1","1",500,87466,1,500,321,381,349.864,321,316.75568911351,0.945013840186776,0.00154325454878125,0.00771711430649985,2,0.000116005137197869,0.70104345203054,0.0028559273244636,350.148966128828,0.0813239799897506,0.0623967935871743,2,2,1.29886973947896,4685.59636813159,35989,42818.088,2444.88903737289,50642,21409044,-0.00745949439307799
"5",0.7,"ER","1","1",500,87261,1,500,315,378,349.044,315,311.533624863161,0.943389727632904,0.00154136961741931,0.00902990162789561,2,0.000103516550106877,0.699647829052174,0.00286219331315934,349.382410825417,0.0769655711815751,0.0580280561122244,2,2,1.3005130260521,4689.75817531898,34658,42538.998,2650.39710602681,49870,21269499,-0.00405239092891946
"6",0.7,"ER","1","1",500,87482,1,500,311,382,349.928,311,308.396645048486,0.94428978922621,0.00154341519684206,0.00636475068113849,2,0.000119642008933992,0.70118801848172,0.00285534941908676,350.219834152499,0.0833298022576809,0.0642725450901804,2,2,1.29874148296593,4684.84990426483,33726,42843.456,2469.21722809133,50936,21421728,-0.00748333317882899
"7",0.7,"ER","1","1",500,87418,1,500,317,379,349.672,317,313.508879397739,0.943190842594702,0.00154281369300797,0.0106255424114229,2,0.000110996831108798,0.700759358667055,0.00285738025919984,349.970920664242,0.0765774179170217,0.0587735470941884,2,2,1.29925450901804,4686.10135668616,35137,42755.292,2509.05988804165,50060,21377646,-0.00331076940543327
"8",0.7,"ER","1","1",500,87467,1,500,310,377,349.868,310,307.39281193675,0.943915924765393,0.00154328973693109,0.00609369174645622,2,9.81339488056696e-05,0.701198417198177,0.00285572196665946,350.174145688899,0.0725503508578309,0.054372745490982,2,2,1.29886172344689,4683.55353119762,33670,42831,2535.85562829099,49757,21415500,-0.00342595671202184
"9",0.7,"ER","1","1",500,87314,1,500,318,376,349.256,318,314.034876533166,0.943176442083559,0.00154180458629586,0.008627528237212,2,9.79753008863783e-05,0.699879125994023,0.00286089759016066,349.540648864626,0.0713824275923777,0.0535951903807615,2,2,1.30008817635271,4687.23898690372,35318,42598.164,2436.39769178372,49413,21299082,-0.00239974392565465
"10",0.7,"ER","1","1",500,87209,1,500,319,383,348.836,319,314.9032170908,0.943640366313621,0.00154083827203627,0.00291063294792679,2,0.000121122225447673,0.699089879616532,0.00286413640409626,349.145382381164,0.0901274812394276,0.0684649298597194,2,2,1.30092985971944,4693.09687248323,35450,42450.804,2531.44877003953,51189,21225402,-0.00329835273686367
