"","GraphName","GraphID","GraphReplicate","order","edges","connected","max_component","minDegree","maxDegree","mean_degree","minCut","FiedlerValue","Normalized_FiedlerValue","closeness","modularity","diameter","betweenness","transitivity","threshold","spectral_radius","centrality_eigen"
"7106","SW","6","1",483,968,1,483,1,8,4.00828157349896,1,0.378551529554353,0.105012944425989,0.000418165383451542,0.540262639522552,9,0.0297892923282596,0.00278810408921933,0.223719051199562,4.46989201249552,0.73468356712688
"7107","SW","7","1",484,968,1,484,1,7,4,1,0.376828941359045,0.122418899729831,0.000420949427382138,0.526226580142975,9,0.0229009325875495,0.00643185298621746,0.221779633546491,4.50898030630199,0.681546685584469
"7108","SW","8","1",484,968,1,484,1,9,4,1,0.29519247100906,0.11303060414955,0.000418233000642256,0.525851488113403,10,0.0367081640907379,0.00647548566142461,0.222081683491489,4.50284771025849,0.806952753248966
"7109","SW","9","1",484,968,1,484,1,9,4,1,0.395715325728033,0.118229115001115,0.000419852622078055,0.527212798595428,9,0.0319675237902374,0.00368211107701749,0.220004887721551,4.54535356171564,0.799295048487925
"7110","SW","10","1",483,968,1,483,1,8,4.00828157349896,1,0.36592205254274,0.1101014316405,0.000418996212825424,0.52557247877121,10,0.0232006918361729,0.00645359557467732,0.223465701826288,4.47495965522868,0.718554231965438
"7111","SW","11","1",483,968,1,483,1,8,4.00828157349896,1,0.367557284506866,0.115272052168262,0.000423039723190977,0.53059196472168,9,0.0274036206313931,0.00457177689728741,0.221657333115318,4.51146815647984,0.688656241944359
"7112","SW","12","1",484,968,1,484,1,7,4,1,0.38971361820389,0.111481454417312,0.000415587409894181,0.523202180862427,9,0.0217188402976789,0.00374531835205993,0.226579141464666,4.41346892540833,0.617129584677042
"7113","SW","13","1",484,968,1,484,1,8,4,1,0.377349971561939,0.115884879300359,0.000419827308129258,0.534447371959686,9,0.0281028214099991,0.00549618320610687,0.221781437600481,4.50894362855294,0.696637577181221
"7114","SW","14","1",484,968,1,484,1,8,4,1,0.386459574299828,0.114279535853084,0.00042076479828415,0.516095638275146,9,0.0247664483279745,0.00185356811862836,0.223082973600144,4.4826370379678,0.711289093941945
"7115","SW","15","1",483,968,1,483,1,8,4.00828157349896,1,0.374955050024587,0.11016226326011,0.000420818183108354,0.524218142032623,10,0.030045281233068,0.00463248919085855,0.222636251891447,4.49163149084803,0.724242716531337
"7116","SW","16","1",484,968,1,484,1,8,4,1,0.24781108361074,0.118629018541018,0.000424723864327415,0.505305111408234,10,0.0252997611117195,0.00183150183150183,0.223328659265559,4.4777056526852,0.666264025253277
"7117","SW","17","1",484,968,1,484,1,7,4,1,0.252099490818901,0.111282658043682,0.00041933359791833,0.53172492980957,10,0.0230893898482012,0.00650557620817844,0.223425036498924,4.47577413735732,0.673629848305649
"7118","SW","18","1",484,968,1,484,1,7,4,1,0.376560903688234,0.118089047278637,0.000418173739857753,0.518797814846039,9,0.0206493682849103,0.00648548486720198,0.220963750045618,4.52562920295094,0.735885641958117
"7119","SW","19","1",484,968,1,484,1,8,4,1,0.339323196170988,0.109827848104516,0.000419433874377849,0.525716006755829,9,0.0298030017006708,0.00643382352941176,0.222920939464931,4.48589532414615,0.694336840135136
"7120","SW","20","1",484,968,1,484,1,9,4,1,0.385581652671032,0.115903758852865,0.000419143432477162,0.527230799198151,9,0.0283903120552193,0.00459418070444104,0.222475136168425,4.49488431481597,0.710136375490839
"7121","SW","21","1",483,968,1,483,1,8,4.00828157349896,1,0.408941861122098,0.123133134709048,0.000420656794498062,0.533468186855316,9,0.032698026783756,0.00371057513914657,0.225022684601856,4.44399639871576,0.725908752603189
"7122","SW","22","1",484,968,1,484,1,8,4,1,0.342542976396028,0.096736586932079,0.000419526605450498,0.535528421401978,10,0.0264936998983328,0.00641809290953545,0.222130771722685,4.50185263502542,0.687385340715778
"7123","SW","23","1",484,968,1,484,1,9,4,1,0.379320031468139,0.105372560974984,0.000419468966793551,0.520930051803589,9,0.0218503782262416,0.0064595509074131,0.223833934804609,4.46759782368534,0.681670573706993
"7124","SW","24","1",483,968,1,483,1,8,4.00828157349896,1,0.386465325416159,0.120226949460401,0.000419260189054509,0.534318804740906,9,0.0327695727348679,0.00918273645546373,0.222987406869133,4.48455818218864,0.709651976531069
"7125","SW","25","1",483,968,1,483,1,8,4.00828157349896,1,0.414238884536437,0.116351124452261,0.000421312398715496,0.528833329677582,9,0.0278912965566963,0.00368550368550369,0.223752164156402,4.46923051569237,0.614814844328047
"7126","SW","26","1",483,968,1,483,1,8,4.00828157349896,1,0.412786957180107,0.116276396809682,0.00042028781642492,0.542511701583862,9,0.0253639654171679,0.0037037037037037,0.224159344530219,4.46111225965506,0.685389783765249
"7127","SW","27","1",483,968,1,483,1,8,4.00828157349896,1,0.21073050664832,0.11087107562835,0.000419617712432209,0.532360970973969,10,0.0259406884082333,0.00367197062423501,0.223472649311545,4.47482053432809,0.659778742227728
"7128","SW","28","1",484,968,1,484,1,7,4,1,0.386910101258945,0.117140726304634,0.000418800142349781,0.537478804588318,9,0.0243952197778637,0.00372323921811976,0.225289599698455,4.43873131000488,0.699537567908072
"7129","SW","29","1",484,968,1,484,1,8,4,1,0.380248702765556,0.106335345895243,0.000417069465884918,0.544401168823242,9,0.0228780422754085,0.0055675842870399,0.223976195516299,4.46476018442429,0.687426720328261
"7130","SW","30","1",484,968,1,484,1,8,4,1,0.283537023525276,0.119022851758472,0.000420537046410437,0.526741027832031,9,0.0218366057316511,0.00461254612546125,0.223462558651746,4.47502259901375,0.690822052560808
"7131","SW","31","1",484,968,1,484,1,8,4,1,0.253222493408424,0.122400524543078,0.000422716912453302,0.518898725509644,9,0.0285722245038343,0.00458295142071494,0.220554229863776,4.53403229046046,0.762005535106229
"7132","SW","32","1",484,968,1,484,1,8,4,1,0.268226641964426,0.118091810911335,0.000418409408564855,0.531643271446228,10,0.0276192946050937,0.00186741363211951,0.224858121136496,4.44724875822016,0.694055260961092
"7133","SW","33","1",481,968,1,481,1,8,4.02494802494803,1,0.397987552497892,0.114775748319655,0.000423218794595872,0.536619603633881,9,0.0233392272280378,0.00184672206832872,0.222463729097487,4.49511479492365,0.699958720237969
